desc,valor,metraje
Más de 4 dormitorios en Parque Rodo,U$S 550.000,544
4 Dormitorios en Carrasco,U$S 550.000,199
3 Dormitorios en Carrasco,U$S 550.000,220
3 Dormitorios en Punta Gorda,U$S 550.000,290
3 Dormitorios en Carrasco,U$S 550.000,245
4 Dormitorios en Carrasco Norte,U$S 550.000,450
3 Dormitorios en Punta Carretas,U$S 550.000,195
4 Dormitorios en Carrasco,U$S 550.000,220
1 Ambiente en Goes,U$S 550.000,450
Más de 4 dormitorios en Union,U$S 550.000,490
Más de 4 dormitorios en Parque Miramar,U$S 550.000,565
4 Dormitorios en Punta Gorda,U$S 550.000,375
Más de 4 dormitorios en Parque Miramar,U$S 550.000,570
Más de 4 dormitorios en Prado,U$S 550.000,308
4 Dormitorios en Carrasco,U$S 550.000,
3 Dormitorios en Parque Batlle,U$S 550.000,250
4 Dormitorios en La Blanqueada,U$S 550.000,280
4 Dormitorios en Carrasco,U$S 550.000,294
Más de 4 dormitorios en Centro,U$S 550.000,
4 Dormitorios en Carrasco,U$S 560.000,390
4 Dormitorios en Parque Miramar,U$S 560.000,190
4 Dormitorios en Carrasco,U$S 560.000,190
3 Dormitorios en Carrasco Norte,U$S 560.000,304
3 Dormitorios en Carrasco,U$S 560.000,390
4 Dormitorios en Parque Miramar,U$S 560.000,191
3 Dormitorios en Punta Gorda,U$S 560.000,270
4 Dormitorios en Punta Gorda,U$S 560.000,266
Más de 4 dormitorios en Parque Batlle,U$S 560.000,377
3 Dormitorios en Punta Gorda,U$S 560.000,277
4 Dormitorios en Parque Miramar,U$S 560.000,191
Más de 4 dormitorios en Carrasco,U$S 560.000,243
Más de 4 dormitorios en Parque Batlle,U$S 560.000,377
4 Dormitorios en Malvin,U$S 560.000,246
4 Dormitorios en Carrasco,U$S 560.000,190
Más de 4 dormitorios en Punta Gorda,U$S 560.000,330
Más de 4 dormitorios en Malvin,U$S 560.000,246
4 Dormitorios en Atahualpa,U$S 560.000,246
4 Dormitorios en Malvin,U$S 560.000,171
3 Dormitorios en Carrasco,U$S 565.000,250
3 Dormitorios en Carrasco,U$S 565.000,200
3 Dormitorios en Carrasco,U$S 565.000,390
Más de 4 dormitorios en La Blanqueada,U$S 565.000,200
4 Dormitorios en Carrasco,U$S 565.000,
4 Dormitorios en Pocitos,U$S 569.000,300
4 Dormitorios en Carrasco,U$S 570.000,202
3 Dormitorios en Carrasco,U$S 570.000,202
3 Dormitorios en Carrasco,U$S 570.000,180
Más de 4 dormitorios en Carrasco,U$S 570.000,300
Más de 4 dormitorios en Brazo Oriental,U$S 570.000,370
Más de 4 dormitorios en Punta Gorda,U$S 570.000,300
Más de 4 dormitorios en Punta Gorda,U$S 570.000,330
3 Dormitorios en Punta Gorda,U$S 575.000,300
3 Dormitorios en Carrasco,U$S 575.000,258
4 Dormitorios en Carrasco,U$S 579.000,257
Más de 4 dormitorios en Atahualpa,U$S 579.000,444
Más de 4 dormitorios en Prado,U$S 579.000,450
Más de 4 dormitorios en Punta Carretas,U$S 580.000,147
Más de 4 dormitorios en Punta Carretas,U$S 580.000,261
3 Dormitorios en Parque Miramar,U$S 580.000,240
3 Dormitorios en Punta Gorda,U$S 580.000,811
4 Dormitorios en Punta Gorda,U$S 580.000,350
4 Dormitorios en Carrasco,U$S 580.000,201
4 Dormitorios en Malvin,U$S 580.000,270
Más de 4 dormitorios en Otro,U$S 580.000,680
Más de 4 dormitorios en Ciudad Vieja,U$S 580.000,
Más de 4 dormitorios en La Blanqueada,U$S 580.000,300
3 Dormitorios en Punta Gorda,U$S 580.000,268
Más de 4 dormitorios en Carrasco,U$S 580.000,270
Más de 4 dormitorios en Pocitos Nuevo,U$S 580.000,300
3 Dormitorios en Pocitos Nuevo,U$S 580.000,225
Más de 4 dormitorios en Ciudad Vieja,U$S 580.000,680
Más de 4 dormitorios en Punta Carretas,U$S 580.000,261
Más de 4 dormitorios en Punta Gorda,U$S 580.000,330
4 Dormitorios en Puerto Buceo,U$S 580.000,277
4 Dormitorios en Carrasco,U$S 580.000,250
Más de 4 dormitorios en Ciudad Vieja,U$S 580.000,688
Más de 4 dormitorios en Brazo Oriental,U$S 580.000,370
Más de 4 dormitorios en Punta Gorda,U$S 580.000,329
4 Dormitorios en Malvin,U$S 580.000,230
4 Dormitorios en Puerto Buceo,U$S 580.000,277
4 Dormitorios en Puerto Buceo,U$S 580.000,277
Más de 4 dormitorios en Punta Carretas,U$S 580.000,226
Más de 4 dormitorios en Carrasco Norte,U$S 580.000,250
Más de 4 dormitorios en Prado,U$S 580.000,360
Más de 4 dormitorios en Ciudad Vieja,U$S 580.000,340
4 Dormitorios en Punta Gorda,U$S 580.000,342
Más de 4 dormitorios en Ciudad Vieja,U$S 580.000,800
Más de 4 dormitorios en Punta Carretas,U$S 580.000,250
3 Dormitorios en Carrasco,U$S 580.000,220
Más de 4 dormitorios en Malvin,U$S 583.000,207
Más de 4 dormitorios en Pocitos,U$S 585.000,183
3 Dormitorios en Carrasco,U$S 585.000,240
4 Dormitorios en Carrasco,U$S 585.000,569
3 Dormitorios en Carrasco,U$S 585.000,235
4 Dormitorios en Carrasco,U$S 585.000,596
Más de 4 dormitorios en Parque Batlle,U$S 589.000,224
3 Dormitorios en Pocitos,U$S 589.000,246
3 Dormitorios en Carrasco,U$S 590.000,208
4 Dormitorios en Carrasco,U$S 590.000,270
3 Dormitorios en Carrasco Norte,U$S 590.000,230
3 Dormitorios en Punta Carretas,U$S 590.000,327
4 Dormitorios en Punta Gorda,U$S 590.000,650
4 Dormitorios en Carrasco,U$S 590.000,433
Más de 4 dormitorios en Carrasco,U$S 590.000,274
3 Dormitorios en Carrasco,U$S 590.000,206
3 Dormitorios en Palermo,U$S 590.000,459
4 Dormitorios en Carrasco,U$S 590.000,260
Más de 4 dormitorios en Prado,U$S 590.000,617
Más de 4 dormitorios en Carrasco,U$S 590.000,218
3 Dormitorios en Carrasco,U$S 590.000,210
3 Dormitorios en Carrasco,U$S 590.000,224
Más de 4 dormitorios en Pocitos,U$S 590.000,382
Más de 4 dormitorios en Lezica,U$S 590.000,696
Más de 4 dormitorios en Parque Batlle,U$S 590.000,292
3 Dormitorios en Punta Carretas,U$S 590.000,250
Más de 4 dormitorios en Palermo,U$S 590.000,620
Más de 4 dormitorios en Palermo,U$S 590.000,620
4 Dormitorios en Carrasco,U$S 590.000,260
3 Dormitorios en Carrasco,U$S 590.000,208
4 Dormitorios en Punta Gorda,U$S 590.000,260
3 Dormitorios en Punta Carretas,U$S 590.000,180
Más de 4 dormitorios en Pocitos,U$S 590.000,292
3 Dormitorios en Punta Gorda,U$S 590.000,650
3 Dormitorios en Carrasco,U$S 590.000,208
Más de 4 dormitorios en Atahualpa,U$S 590.000,444
4 Dormitorios en Punta Gorda,U$S 590.000,650
3 Dormitorios en Carrasco,U$S 590.000,650
Más de 4 dormitorios en Prado,U$S 590.000,700
3 Dormitorios en Carrasco,U$S 590.000,208
3 Dormitorios en Carrasco,U$S 590.000,481
4 Dormitorios en Punta Carretas,U$S 590.000,382
3 Dormitorios en Punta Gorda,U$S 590.000,250
Más de 4 dormitorios en Parque Rodo,U$S 590.000,382
4 Dormitorios en Parque Batlle,U$S 590.000,254
4 Dormitorios en Carrasco Norte,U$S 590.000,230
3 Dormitorios en Carrasco,U$S 590.000,220
Más de 4 dormitorios en Punta Carretas,U$S 590.000,180
3 Dormitorios en Punta Gorda,U$S 590.000,650
4 Dormitorios en Carrasco,U$S 590.000,260
4 Dormitorios en Palermo,U$S 590.000,350
Más de 4 dormitorios en Carrasco,U$S 590.000,340
Más de 4 dormitorios en Prado,U$S 590.000,500
3 Dormitorios en Punta Gorda,U$S 590.000,350
Más de 4 dormitorios en Pocitos,U$S 595.000,246
Más de 4 dormitorios en Centro,U$S 595.000,500
Más de 4 dormitorios en Pocitos,U$S 595.000,250
Más de 4 dormitorios en Pocitos,U$S 595.000,245
4 Dormitorios en Carrasco,U$S 595.000,320
Más de 4 dormitorios en Centro,U$S 595.000,500
3 Dormitorios en Punta Gorda,U$S 595.000,323
Más de 4 dormitorios en Parque Batlle,U$S 595.000,258
4 Dormitorios en Pocitos,U$S 595.000,246
3 Dormitorios en Puerto Buceo,U$S 598.000,295
4 Dormitorios en Puerto Buceo,U$S 598.000,277
4 Dormitorios en Puerto Buceo,U$S 598.000,277
3 Dormitorios en Carrasco,U$S 598.000,250
3 Dormitorios en Carrasco,U$S 599.000,270
Más de 4 dormitorios en Pocitos,U$S 599.000,650
Más de 4 dormitorios en Punta Carretas,U$S 600.000,430
3 Dormitorios en Punta Gorda,U$S 600.000,150
4 Dormitorios en Carrasco,U$S 600.000,270
Más de 4 dormitorios en Prado,U$S 600.000,377
4 Dormitorios en Carrasco Norte,U$S 600.000,200
Más de 4 dormitorios en Carrasco,U$S 600.000,225
4 Dormitorios en Punta Carretas,U$S 600.000,455
3 Dormitorios en Atahualpa,U$S 600.000,500
Más de 4 dormitorios en Carrasco,U$S 600.000,390
3 Dormitorios en Aguada,U$S 600.000,600
Más de 4 dormitorios en Prado,U$S 600.000,458
4 Dormitorios en Carrasco,U$S 600.000,206
4 Dormitorios en Punta Gorda,U$S 600.000,600
Más de 4 dormitorios en Prado,U$S 600.000,458
3 Dormitorios en Punta Gorda,U$S 600.000,150
3 Dormitorios en Carrasco Norte,U$S 600.000,180
4 Dormitorios en Pocitos,U$S 600.000,430
Más de 4 dormitorios en Pocitos,U$S 600.000,430
3 Dormitorios en Punta Gorda,U$S 610.000,260
4 Dormitorios en Carrasco,U$S 610.000,370
Más de 4 dormitorios en Pocitos,U$S 610.000,
4 Dormitorios en Carrasco,U$S 615.000,182
4 Dormitorios en Carrasco,U$S 615.000,182
4 Dormitorios en Carrasco,U$S 615.000,182
4 Dormitorios en Otro,U$S 615.000,190
4 Dormitorios en Carrasco,U$S 620.000,240
Más de 4 dormitorios en Pocitos,U$S 620.000,456
Más de 4 dormitorios en Pocitos,U$S 620.000,370
4 Dormitorios en Punta Gorda,U$S 620.000,310
3 Dormitorios en Carrasco,U$S 620.000,305
Más de 4 dormitorios en Carrasco,U$S 620.000,450
4 Dormitorios en Pocitos Nuevo,U$S 620.000,310
4 Dormitorios en Punta Gorda,U$S 620.000,300
3 Dormitorios en Punta Carretas,U$S 620.000,310
3 Dormitorios en Puerto Buceo,U$S 620.000,310
3 Dormitorios en Carrasco,U$S 620.000,270
Más de 4 dormitorios en Pocitos,U$S 620.000,
4 Dormitorios en Carrasco,U$S 620.000,250
4 Dormitorios en Punta Carretas,U$S 620.000,215
3 Dormitorios en Carrasco,U$S 620.000,300
3 Dormitorios en Carrasco Norte,U$S 620.000,336
3 Dormitorios en Punta Gorda,U$S 620.000,310
4 Dormitorios en Malvin,U$S 620.000,310
Más de 4 dormitorios en Punta Carretas,U$S 620.000,300
4 Dormitorios en Punta Carretas,U$S 620.000,310
4 Dormitorios en Carrasco,U$S 620.000,310
Más de 4 dormitorios en Malvin,U$S 620.000,
3 Dormitorios en Punta Gorda,U$S 625.000,210
3 Dormitorios en Pocitos Nuevo,U$S 625.000,223
4 Dormitorios en Carrasco,U$S 630.000,210
4 Dormitorios en Punta Gorda,U$S 630.000,210
Más de 4 dormitorios en Parque Rodo,U$S 630.000,527
Más de 4 dormitorios en Punta Gorda,U$S 630.000,300
3 Dormitorios en Carrasco,U$S 630.000,225
3 Dormitorios en Carrasco,U$S 630.000,
3 Dormitorios en Carrasco,U$S 630.000,303
Más de 4 dormitorios en Carrasco Norte,U$S 630.000,363
3 Dormitorios en Carrasco,U$S 630.000,260
3 Dormitorios en Carrasco,U$S 630.000,198
3 Dormitorios en Carrasco,U$S 635.000,181
3 Dormitorios en Otro,U$S 635.000,173
1 Ambiente en Punta Carretas,U$S 635.000,246
4 Dormitorios en Prado,U$S 640.000,360
Más de 4 dormitorios en Carrasco,U$S 640.000,303
Más de 4 dormitorios en Punta Gorda,U$S 640.000,290
3 Dormitorios en Carrasco,U$S 640.000,185
Más de 4 dormitorios en Carrasco,U$S 640.000,303
Más de 4 dormitorios en La Blanqueada,U$S 640.000,300
3 Dormitorios en Parque Batlle,U$S 640.000,232
Más de 4 dormitorios en Malvin,U$S 645.000,310
4 Dormitorios en Carrasco,U$S 645.000,242
Más de 4 dormitorios en Carrasco,U$S 645.000,360
Más de 4 dormitorios en Malvin,U$S 645.000,310
Más de 4 dormitorios en Malvin,U$S 645.000,310
4 Dormitorios en Carrasco,U$S 645.000,205
4 Dormitorios en Carrasco,U$S 645.000,205
4 Dormitorios en Carrasco,U$S 645.000,205
4 Dormitorios en Carrasco,U$S 650.000,
4 Dormitorios en Parque Miramar,U$S 650.000,200
3 Dormitorios en Pocitos,U$S 650.000,146
3 Dormitorios en Punta Gorda,U$S 650.000,293
4 Dormitorios en Carrasco,U$S 650.000,240
3 Dormitorios en Pocitos,U$S 650.000,146
4 Dormitorios en Otro,U$S 650.000,1
4 Dormitorios en Carrasco,U$S 650.000,380
3 Dormitorios en Parque Miramar,U$S 650.000,
3 Dormitorios en Carrasco,U$S 650.000,250
Más de 4 dormitorios en Punta Carretas,U$S 650.000,302
3 Dormitorios en Punta Gorda,U$S 650.000,293
3 Dormitorios en Parque Miramar,U$S 650.000,272
Más de 4 dormitorios en Centro,U$S 650.000,474
Más de 4 dormitorios en Pocitos,U$S 650.000,400
4 Dormitorios en Carrasco,U$S 650.000,258
4 Dormitorios en Carrasco,U$S 650.000,250
3 Dormitorios en Punta Gorda,U$S 650.000,180
4 Dormitorios en Carrasco,U$S 650.000,258
2 Dormitorios en Carrasco,U$S 650.000,
Más de 4 dormitorios en Parque Batlle,U$S 650.000,600
Más de 4 dormitorios en Carrasco,U$S 650.000,370
3 Dormitorios en Carrasco,U$S 650.000,250
3 Dormitorios en Pocitos,U$S 650.000,245
4 Dormitorios en Pocitos,U$S 650.000,252
3 Dormitorios en Carrasco,U$S 650.000,305
3 Dormitorios en Carrasco,U$S 650.000,222
3 Dormitorios en Carrasco,U$S 650.000,180
4 Dormitorios en Parque Miramar,U$S 650.000,195
4 Dormitorios en Carrasco,U$S 650.000,300
4 Dormitorios en Pocitos,U$S 650.000,310
4 Dormitorios en Carrasco,U$S 650.000,260
4 Dormitorios en Carrasco,U$S 650.000,325
4 Dormitorios en Carrasco,U$S 650.000,280
4 Dormitorios en Carrasco,U$S 650.000,270
4 Dormitorios en Carrasco,U$S 650.000,440
4 Dormitorios en Carrasco,U$S 650.000,350
Más de 4 dormitorios en Carrasco,U$S 650.000,400
Más de 4 dormitorios en Punta Gorda,U$S 650.000,300
Más de 4 dormitorios en Pocitos Nuevo,U$S 650.000,326
Más de 4 dormitorios en Carrasco,U$S 650.000,516
3 Dormitorios en Carrasco,U$S 650.000,250
Más de 4 dormitorios en Parque Batlle,U$S 650.000,600
4 Dormitorios en Carrasco,U$S 655.000,207
4 Dormitorios en Carrasco,U$S 655.000,207
3 Dormitorios en Carrasco Norte,U$S 655.000,234
4 Dormitorios en Carrasco,U$S 655.000,207
4 Dormitorios en Parque Batlle,U$S 660.000,300
Más de 4 dormitorios en Centro,U$S 660.000,540
3 Dormitorios en Punta Gorda,U$S 670.000,360
4 Dormitorios en Pocitos,U$S 670.000,
3 Dormitorios en Carrasco,U$S 670.000,320
Más de 4 dormitorios en Ciudad Vieja,U$S 670.000,873
3 Dormitorios en Parque Miramar,U$S 670.000,207
3 Dormitorios en Punta Carretas,U$S 670.000,308
4 Dormitorios en Pocitos,U$S 670.000,1
4 Dormitorios en Pocitos,U$S 670.000,300
4 Dormitorios en Carrasco,U$S 670.000,400
3 Dormitorios en Parque Miramar,U$S 670.000,207
3 Dormitorios en Carrasco,U$S 675.000,190
Más de 4 dormitorios en Aguada,U$S 675.000,202
4 Dormitorios en Punta Gorda,U$S 680.000,300
4 Dormitorios en Punta Gorda,U$S 680.000,280
4 Dormitorios en Aguada,U$S 680.000,340
3 Dormitorios en Punta Gorda,U$S 680.000,320
Más de 4 dormitorios en Pocitos Nuevo,U$S 680.000,360
4 Dormitorios en Carrasco,U$S 680.000,270
3 Dormitorios en Pocitos,U$S 680.000,230
3 Dormitorios en Carrasco,U$S 680.000,
3 Dormitorios en Punta Gorda,U$S 680.000,320
Más de 4 dormitorios en Parque Rodo,U$S 680.000,324
3 Dormitorios en Malvin,U$S 680.000,350
3 Dormitorios en Punta Gorda,U$S 680.000,163
3 Dormitorios en Malvin,U$S 680.000,220
3 Dormitorios en Carrasco,U$S 680.000,310
4 Dormitorios en Parque Batlle,U$S 680.000,336
4 Dormitorios en Pocitos,U$S 680.000,315
4 Dormitorios en Punta Gorda,U$S 680.000,354
3 Dormitorios en Punta Gorda,U$S 680.000,319
3 Dormitorios en Punta Carretas,U$S 680.000,315
3 Dormitorios en Punta Gorda,U$S 680.000,320
4 Dormitorios en Carrasco,U$S 680.000,320
4 Dormitorios en Malvin,U$S 680.000,236
3 Dormitorios en Pocitos,U$S 680.000,315
3 Dormitorios en Punta Gorda,U$S 680.000,550
Más de 4 dormitorios en Carrasco,U$S 680.000,300
4 Dormitorios en Punta Carretas,U$S 680.000,315
3 Dormitorios en Punta Gorda,U$S 680.000,
3 Dormitorios en Malvin,U$S 680.000,204
3 Dormitorios en Carrasco,U$S 680.000,305
4 Dormitorios en Carrasco,U$S 680.000,
Más de 4 dormitorios en Pocitos,U$S 680.000,258
3 Dormitorios en Carrasco,U$S 680.000,320
4 Dormitorios en Malvin,U$S 680.000,236
Más de 4 dormitorios en Pocitos,U$S 680.000,331
Más de 4 dormitorios en Pocitos,U$S 680.000,440
Más de 4 dormitorios en Pocitos,U$S 680.000,400
4 Dormitorios en Carrasco,U$S 685.000,
Más de 4 dormitorios en Carrasco,U$S 685.000,271
Más de 4 dormitorios en Punta Gorda,U$S 689.000,380
Más de 4 dormitorios en Parque Rodo,U$S 690.000,
4 Dormitorios en Carrasco,U$S 690.000,360
3 Dormitorios en Carrasco,U$S 690.000,214
Más de 4 dormitorios en Carrasco,U$S 690.000,395
Más de 4 dormitorios en Carrasco,U$S 690.000,450
Más de 4 dormitorios en Carrasco,U$S 690.000,300
4 Dormitorios en Carrasco,U$S 690.000,
3 Dormitorios en Carrasco,U$S 690.000,195
Más de 4 dormitorios en Pocitos,U$S 690.000,455
3 Dormitorios en Pocitos,U$S 690.000,230
3 Dormitorios en Carrasco,U$S 690.000,250
4 Dormitorios en Punta Carretas,U$S 690.000,450
Más de 4 dormitorios en Punta Carretas,U$S 690.000,323
4 Dormitorios en Carrasco,U$S 690.000,256
4 Dormitorios en Punta Carretas,U$S 690.000,272
Más de 4 dormitorios en Malvin,U$S 690.000,538
4 Dormitorios en Carrasco,U$S 690.000,281
Más de 4 dormitorios en Parque Batlle,U$S 690.000,400
4 Dormitorios en Prado,U$S 690.000,494
3 Dormitorios en Malvin,U$S 690.000,400
3 Dormitorios en Carrasco,U$S 690.000,650
Más de 4 dormitorios en Carrasco,U$S 690.000,480
3 Dormitorios en Carrasco,U$S 690.000,650
Más de 4 dormitorios en Pocitos,U$S 690.000,340
3 Dormitorios en Pocitos,U$S 690.000,300
4 Dormitorios en Punta Gorda,U$S 690.000,357
Más de 4 dormitorios en Malvin,U$S 690.000,540
3 Dormitorios en Pocitos,U$S 690.000,230
Más de 4 dormitorios en Prado,U$S 690.000,500
4 Dormitorios en Carrasco,U$S 690.000,256
4 Dormitorios en Malvin,U$S 690.000,400
3 Dormitorios en Carrasco,U$S 690.000,278
3 Dormitorios en Pocitos,U$S 690.000,300
Más de 4 dormitorios en Carrasco,U$S 690.000,353
Más de 4 dormitorios en Ciudad Vieja,U$S 690.000,586
1 Ambiente en Ciudad Vieja,U$S 690.000,550
4 Dormitorios en Carrasco,U$S 690.000,350
Más de 4 dormitorios en Carrasco,U$S 690.000,324
4 Dormitorios en Punta Gorda,U$S 690.000,
4 Dormitorios en Punta Carretas,U$S 690.000,
Más de 4 dormitorios en Punta Gorda,U$S 695.000,330
3 Dormitorios en Punta Gorda,U$S 695.000,436
Más de 4 dormitorios en Punta Gorda,U$S 695.000,330
Más de 4 dormitorios en Punta Gorda,U$S 695.000,330
3 Dormitorios en Carrasco,U$S 695.000,650
4 Dormitorios en Pocitos,U$S 695.000,291
3 Dormitorios en Carrasco,U$S 695.000,177
3 Dormitorios en Carrasco,U$S 695.000,242
4 Dormitorios en Carrasco,U$S 699.000,360
4 Dormitorios en Carrasco,U$S 700.000,322
3 Dormitorios en Carrasco,U$S 700.000,700
3 Dormitorios en Malvin,U$S 700.000,400
3 Dormitorios en Punta Gorda,U$S 700.000,228
4 Dormitorios en Punta Gorda,U$S 700.000,
4 Dormitorios en Pocitos,U$S 700.000,400
3 Dormitorios en Punta Carretas,U$S 700.000,216
Más de 4 dormitorios en Pocitos,U$S 700.000,470
Más de 4 dormitorios en Sayago,U$S 700.000,800
4 Dormitorios en La Blanqueada,U$S 700.000,298
4 Dormitorios en Carrasco,U$S 700.000,280
4 Dormitorios en Punta Gorda,U$S 700.000,
4 Dormitorios en Carrasco,U$S 700.000,259
Más de 4 dormitorios en Pocitos,U$S 700.000,230
3 Dormitorios en Carrasco,U$S 700.000,420
4 Dormitorios en Carrasco,U$S 700.000,200
4 Dormitorios en Pocitos,U$S 710.000,300
Más de 4 dormitorios en Pocitos,U$S 711.000,334
Más de 4 dormitorios en Pocitos,U$S 711.000,334
4 Dormitorios en Parque Batlle,U$S 720.000,285
Más de 4 dormitorios en Punta Gorda,U$S 720.000,304
Más de 4 dormitorios en Punta Carretas,U$S 720.000,323
Más de 4 dormitorios en Parque Batlle,U$S 720.000,285
3 Dormitorios en Pocitos Nuevo,U$S 720.000,240
3 Dormitorios en Carrasco,U$S 720.000,157
Más de 4 dormitorios en Punta Carretas,U$S 720.000,323
4 Dormitorios en Punta Gorda,U$S 720.000,304
Más de 4 dormitorios en Parque Batlle,U$S 720.000,285
Más de 4 dormitorios en Centro,U$S 725.000,627
Más de 4 dormitorios en Punta Gorda,U$S 730.000,463
4 Dormitorios en Punta Gorda,U$S 730.000,480
3 Dormitorios en Carrasco,U$S 730.000,216
Más de 4 dormitorios en Parque Miramar,U$S 730.000,300
3 Dormitorios en Carrasco,U$S 730.000,220
Más de 4 dormitorios en Malvin,U$S 730.000,310
4 Dormitorios en Punta Carretas,U$S 730.000,200
Más de 4 dormitorios en Prado,U$S 730.000,430
Más de 4 dormitorios en Carrasco,U$S 730.000,350
Más de 4 dormitorios en Carrasco,U$S 730.000,370
3 Dormitorios en Carrasco,U$S 730.000,260
Más de 4 dormitorios en Centro,U$S 740.000,420
4 Dormitorios en Pocitos,U$S 740.000,
Más de 4 dormitorios en Punta Carretas,U$S 740.000,318
4 Dormitorios en Carrasco,U$S 740.000,380
3 Dormitorios en Carrasco,U$S 740.000,322
Más de 4 dormitorios en Pocitos,U$S 749.000,174
Más de 4 dormitorios en Prado,U$S 750.000,400
4 Dormitorios en Puerto Buceo,U$S 750.000,515
4 Dormitorios en Carrasco,U$S 750.000,420
3 Dormitorios en Punta Gorda,U$S 750.000,360
3 Dormitorios en Carrasco,U$S 750.000,500
Más de 4 dormitorios en Malvin,U$S 750.000,500
Más de 4 dormitorios en Pocitos,U$S 750.000,350
3 Dormitorios en Parque Miramar,U$S 750.000,280
2 Dormitorios en Carrasco,U$S 750.000,180
Más de 4 dormitorios en Punta Carretas,U$S 750.000,280
4 Dormitorios en Punta Gorda,U$S 750.000,
4 Dormitorios en Carrasco,U$S 750.000,350
4 Dormitorios en Carrasco,U$S 750.000,324
4 Dormitorios en Malvin,U$S 750.000,320
Más de 4 dormitorios en Malvin,U$S 750.000,538
Más de 4 dormitorios en Cordon,U$S 750.000,
3 Dormitorios en Carrasco,U$S 750.000,350
Más de 4 dormitorios en Pocitos,U$S 750.000,485
3 Dormitorios en Carrasco,U$S 750.000,216
3 Dormitorios en Parque Miramar,U$S 750.000,280
4 Dormitorios en Pocitos,U$S 750.000,350
4 Dormitorios en Punta Gorda,U$S 750.000,490
3 Dormitorios en Atahualpa,U$S 750.000,300
Más de 4 dormitorios en Carrasco,U$S 750.000,384
4 Dormitorios en Carrasco,U$S 750.000,400
4 Dormitorios en Punta Gorda,U$S 750.000,490
3 Dormitorios en Carrasco,U$S 750.000,250
3 Dormitorios en Carrasco,U$S 750.000,185
4 Dormitorios en Pocitos,U$S 750.000,378
Más de 4 dormitorios en Puerto Buceo,U$S 750.000,282
