desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine,valor_metro
2 Dormitorios en Parque Batlle,230000,180,https://www.gallito.com.uy/padron-unico-living-y-estar-estufa-leña-gge-patio-parrilla-inmuebles-19978107,,,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1277.7777777777778
3 Dormitorios en Tres Cruces,230000,91,https://www.gallito.com.uy/casa-3-dormitorios-reciclada-con-garaje-y-patio-inmuebles-16871441,-34.87819,-56.17486,3 Dormitorios,Tres Cruces,Tres Cruces,50.0,2527.4725274725274
2 Dormitorios en La Blanqueada,230000,80,https://www.gallito.com.uy/dueño-pronta-para-ocupar-inmuebles-19714804,-34.8719,-56.16731,2 Dormitorios,La Blanqueada,La Blanqueada,47.0,2875.0
Más de 4 dormitorios en Cordon,230000,178,https://www.gallito.com.uy/venta-casa-cordon-ideal-vivir-empresa-hogar-estudiantil-inmuebles-12569968,-34.89999,-56.16751,Más de 4 dormitorios,Cordon,Cordón,4.0,1292.1348314606741
3 Dormitorios en Prado,230000,120,https://www.gallito.com.uy/casa-en-venta-prado-3-dormitorios-padron-unico-garaje-fondo-inmuebles-18703388,-34.85189,-56.20578,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1916.6666666666667
4 Dormitorios en La Blanqueada,230000,199,https://www.gallito.com.uy/casa-de-4-dormitorios-tres-baños-estar-gge-inmuebles-19233609,-34.87433,-56.15933,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1155.7788944723618
3 Dormitorios en Punta Gorda,230000,200,https://www.gallito.com.uy/excelente-zona-a-100m-rambla-parrillero-estufas-inmuebles-16160993,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,1150.0
2 Dormitorios en La Blanqueada,230000,60,https://www.gallito.com.uy/linda-amplia-con-barbacoa-estufa-a-leña-cochera-inmuebles-19258984,-34.86685,-56.15519,2 Dormitorios,La Blanqueada,La Blanqueada,47.0,3833.3333333333335
4 Dormitorios en La Blanqueada,230000,196,https://www.gallito.com.uy/solida-casa-en-venta-en-la-blanqueada-inmuebles-14084397,-34.88247,-56.15294,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1173.469387755102
3 Dormitorios en Carrasco,230000,85,https://www.gallito.com.uy/hermosa-casa-carrasco-inmuebles-19641312,-34.87537,-56.05542,3 Dormitorios,Carrasco,Carrasco,14.0,2705.8823529411766
Más de 4 dormitorios en Cerrito,230000,260,https://www.gallito.com.uy/casa-4-dormitorios-2-baños-cerrito-de-la-victoria-inmuebles-19488744,-34.85559,-56.17363,Más de 4 dormitorios,Cerrito,Cerrito,27.0,884.6153846153846
4 Dormitorios en Tres Cruces,230000,175,https://www.gallito.com.uy/ph-indep-en-exc-punto-y-entorno-pasos-bvar-y-terminal-xxx-inmuebles-19380447,-34.89176,-56.16471,4 Dormitorios,Tres Cruces,Tres Cruces,50.0,1314.2857142857142
3 Dormitorios en Carrasco,230000,120,https://www.gallito.com.uy/irazabal-propiedades-carrasco-norte-inmuebles-16817805,-34.87444,-56.051,3 Dormitorios,Carrasco,Carrasco,14.0,1916.6666666666667
Más de 4 dormitorios en La Comercial,230000,180,https://www.gallito.com.uy/ideal-empresa-o-casa-de-salud-con-garaje-consulte-inmuebles-16293769,,,Más de 4 dormitorios,La Comercial,La Comercial,49.0,1277.7777777777778
Más de 4 dormitorios en Brazo Oriental,230000,160,https://www.gallito.com.uy/casa-brazo-oriental-inmuebles-16871356,-34.86503,-56.17841,Más de 4 dormitorios,Brazo Oriental,Brazo Oriental,51.0,1437.5
3 Dormitorios en Cordon,230000,150,https://www.gallito.com.uy/casa-de-3-dormitorios-2-baños-inmuebles-18349644,,,3 Dormitorios,Cordon,Cordón,4.0,1533.3333333333333
3 Dormitorios en Malvin,230000,120,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-malvin-garage-hogar-inmuebles-19421828,-34.88843,-56.09404,3 Dormitorios,Malvin,Malvín,11.0,1916.6666666666667
3 Dormitorios en Puerto Buceo,230000,100,https://www.gallito.com.uy/proximo-a-world-trade-center-casa-esquina-en-3-plantas-inmuebles-15372501,-34.90081,-56.13332,3 Dormitorios,Puerto Buceo,Buceo,9.0,2300.0
2 Dormitorios en Punta Gorda,230000,80,https://www.gallito.com.uy/en-punta-gorda-con-fondo-verde-inmuebles-19513833,-34.88996,-56.08027,2 Dormitorios,Punta Gorda,Punta Gorda,13.0,2875.0
4 Dormitorios en Parque Batlle,230000,175,https://www.gallito.com.uy/p-h-indep-exc-punto-y-entorno-prox-bvar-y-term-tres-cruces-inmuebles-19380444,-34.89184,-56.1645,4 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1314.2857142857142
3 Dormitorios en Buceo,230000,132,https://www.gallito.com.uy/padron-unico-impecable-con-patio-jardin-y-garage-inmuebles-13559984,-34.89168,-56.13669,3 Dormitorios,Buceo,Buceo,9.0,1742.4242424242425
4 Dormitorios en Sayago,230000,140,https://www.gallito.com.uy/casa-5-dormitorios-inmuebles-15294729,-34.82886,-56.21136,4 Dormitorios,Sayago,Sayago,52.0,1642.857142857143
4 Dormitorios en Parque Rodo,230000,208,https://www.gallito.com.uy/venta-casas-parque-rodo-4-dormitorios-inmuebles-18417918,-34.90622,-56.17062,4 Dormitorios,Parque Rodo,Parque Rodó,6.0,1105.7692307692307
4 Dormitorios en Palermo,230000,110,https://www.gallito.com.uy/casa-en-palermo-inmuebles-19992349,,,4 Dormitorios,Palermo,Palermo,5.0,2090.909090909091
Más de 4 dormitorios en Reducto,230000,184,https://www.gallito.com.uy/casablanca-espectacular-punto-interesante-pu-inmuebles-18692104,-34.8721,-56.19061,Más de 4 dormitorios,Reducto,Reducto,42.0,1250.0
3 Dormitorios en Punta Gorda,230000,80,https://www.gallito.com.uy/casa-en-venta-inmuebles-19380400,-34.88535,-56.0904,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,2875.0
3 Dormitorios en Parque Batlle,230000,115,https://www.gallito.com.uy/casa-en-excelente-punto-3-dorm-amplia-patio-luminosa-inmuebles-20046975,-34.90062,-56.15026,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,2000.0
Más de 4 dormitorios en Cordon,230000,242,https://www.gallito.com.uy/oportunidad-l-e-a-s-i-n-g-localoficedificaflia-inmuebles-18068206,,,Más de 4 dormitorios,Cordon,Cordón,4.0,950.4132231404959
2 Dormitorios en Prado,230000,300,https://www.gallito.com.uy/hermosa-casa-de-2-dormitorios-todo-a-nuevo-inmuebles-16609584,-34.85409,-56.20969,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0,766.6666666666666
2 Dormitorios en Malvin,230000,105,https://www.gallito.com.uy/lebutt-prox-rambla-2-dormitorios-2-baños-garage-patio-inmuebles-18973418,,,2 Dormitorios,Malvin,Malvín,11.0,2190.4761904761904
3 Dormitorios en Cordon,230000,180,https://www.gallito.com.uy/prox-acevedo-diaz-inmuebles-15768578,,,3 Dormitorios,Cordon,Cordón,4.0,1277.7777777777778
2 Dormitorios en Cordon,230000,190,https://www.gallito.com.uy/casas-venta-montevideo-cordon-inmuebles-19869827,,,2 Dormitorios,Cordon,Cordón,4.0,1210.5263157894738
4 Dormitorios en Bella Vista,230000,233,https://www.gallito.com.uy/casa4-dor-gran-fondo-living-estufa-a-leña-bella-vista-proxa-inmuebles-19467999,-34.87236,-56.20211,4 Dormitorios,Bella Vista,,,987.1244635193133
2 Dormitorios en Tres Cruces,230000,130,https://www.gallito.com.uy/excelente-ubicacion-parque-batlle-prox-shopping-inmuebles-19372750,-34.88894,-56.16396,2 Dormitorios,Tres Cruces,Tres Cruces,50.0,1769.2307692307693
3 Dormitorios en Malvin,230000,116,https://www.gallito.com.uy/maissonave-propiedades-inmuebles-13712149,,,3 Dormitorios,Malvin,Malvín,11.0,1982.7586206896551
2 Dormitorios en Prado,230000,122,https://www.gallito.com.uy/propiedad-en-excelente-punto-de-prado-sur-inmuebles-14768731,,,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1885.2459016393443
3 Dormitorios en Malvin,230000,110,https://www.gallito.com.uy/casa-3-dormitorios-inmuebles-19743525,-34.88679,-56.09148,3 Dormitorios,Malvin,Malvín,11.0,2090.909090909091
4 Dormitorios en Atahualpa,230000,133,https://www.gallito.com.uy/buen-estado-con-hermoso-fondo-y-gge-inmuebles-16287843,-34.86173,-56.19426,4 Dormitorios,Atahualpa,Atahualpa,43.0,1729.3233082706768
3 Dormitorios en Goes,230000,150,https://www.gallito.com.uy/casa-de-3-dormitorios-con-patio-y-azotea-en-goes-inmuebles-19696365,-34.87912,-56.1759,3 Dormitorios,Goes,,,1533.3333333333333
3 Dormitorios en Brazo Oriental,230000,151,https://www.gallito.com.uy/ideal-2-familias-prox-a-nuevo-centro-inmuebles-16826607,-34.86945,-56.17538,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1523.1788079470198
Más de 4 dormitorios en Aires Puros,230000,219,https://www.gallito.com.uy/venta-2-casas-en-el-mismo-padron-fondo-enjardinado-garaje-inmuebles-16564335,-34.85197,-56.19181,Más de 4 dormitorios,Aires Puros,Aires Puros,29.0,1050.2283105022832
3 Dormitorios en Brazo Oriental,230000,153,https://www.gallito.com.uy/excelente-casa-3-dormitorios-inmuebles-14381893,-34.87125,-56.19082,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1503.2679738562092
3 Dormitorios en Cordon,230000,170,https://www.gallito.com.uy/venta-casa-3-dormitorios-cordon-inmuebles-19295561,-34.89996,-56.16723,3 Dormitorios,Cordon,Cordón,4.0,1352.9411764705883
3 Dormitorios en Punta Gorda,230000,100,https://www.gallito.com.uy/irazabal-propiedades-inmuebles-14632644,-34.89429,-56.08422,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,2300.0
4 Dormitorios en Prado,230000,150,https://www.gallito.com.uy/venta-casas-prado-inmuebles-18417882,-34.86048,-56.19469,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1533.3333333333333
2 Dormitorios en Pocitos,230000,76,https://www.gallito.com.uy/barreiro-a-pocas-cuadras-del-mar-prop-horizontal-inmuebles-15583988,-34.90953,-56.14594,2 Dormitorios,Pocitos,Pocitos,8.0,3026.315789473684
Más de 4 dormitorios en La Comercial,230000,135,https://www.gallito.com.uy/casa-la-comercial-inmuebles-16871479,-34.87844,-56.1707,Más de 4 dormitorios,La Comercial,La Comercial,49.0,1703.7037037037037
3 Dormitorios en Carrasco,230000,85,https://www.gallito.com.uy/venta-casa-de-3-dormitorios-en-carrasco-inmuebles-20026418,,,3 Dormitorios,Carrasco,Carrasco,14.0,2705.8823529411766
3 Dormitorios en Malvin,230000,73,https://www.gallito.com.uy/venta-de-casa-en-malvin-de-3-dormitorios-inmuebles-18985141,,,3 Dormitorios,Malvin,Malvín,11.0,3150.6849315068494
3 Dormitorios en Pocitos,230000,92,https://www.gallito.com.uy/buen-estado-cestufa-a-leña-excelente-punto-cservicios-inmuebles-19708598,-34.90864,-56.16222,3 Dormitorios,Pocitos,Pocitos,8.0,2500.0
4 Dormitorios en Jacinto Vera,230000,160,https://www.gallito.com.uy/estupenda-casa-de-4-dormitorios-2-baños-en-jacinto-vera-inmuebles-16896986,,,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1437.5
2 Dormitorios en Prado,230000,95,https://www.gallito.com.uy/casablanca-prox-a-luis-a-de-herrera-pu-inmuebles-17121760,-34.85588,-56.2004,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0,2421.0526315789475
3 Dormitorios en Parque Batlle,230000,180,https://www.gallito.com.uy/prox-a-parque-batlle-3-dorm-2-baños-y-deposito-de-80m2-al-inmuebles-19259525,-34.8885,-56.15129,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1277.7777777777778
4 Dormitorios en Parque Rodo,230000,208,https://www.gallito.com.uy/casa-central-venta-casa-4-dormitorios-garaje-parque-rodo-inmuebles-14247305,,,4 Dormitorios,Parque Rodo,Parque Rodó,6.0,1105.7692307692307
2 Dormitorios en Pocitos,230000,80,https://www.gallito.com.uy/venta-de-casa-ph-de-bajos-toda-reciclada-inmuebles-19697988,-34.90351,-56.14114,2 Dormitorios,Pocitos,Pocitos,8.0,2875.0
2 Dormitorios en Malvin,230000,82,https://www.gallito.com.uy/casa-malvin-venta-2-dormitorios-estanislao-lopez-y-concepci-inmuebles-15339147,,,2 Dormitorios,Malvin,Malvín,11.0,2804.878048780488
4 Dormitorios en B. De Carrasco,230000,130,https://www.gallito.com.uy/venta-casa-4-dormitorios-barra-de-carrasco-inmuebles-17906701,-34.87628,-56.02935,4 Dormitorios,B. De Carrasco,Bañados de Carrasco,16.0,1769.2307692307693
2 Dormitorios en Malvin,230000,145,https://www.gallito.com.uy/casa-espectacular-en-malvïn-michigan-y-orinoco-inmuebles-13543275,-34.89611,-56.09987,2 Dormitorios,Malvin,Malvín,11.0,1586.2068965517242
3 Dormitorios en Cordon,230000,100,https://www.gallito.com.uy/apartamento-cordon-inmuebles-18494587,-34.89996,-56.16723,3 Dormitorios,Cordon,Cordón,4.0,2300.0
2 Dormitorios en Malvin,230000,145,https://www.gallito.com.uy/casa-espectacular-en-malvïn-michigan-y-orinoco-inmuebles-13940258,-34.89611,-56.09987,2 Dormitorios,Malvin,Malvín,11.0,1586.2068965517242
3 Dormitorios en Buceo,230000,95,https://www.gallito.com.uy/casa-en-venta-buceo-tres-dormitorios-impecable-inmuebles-15554472,-34.89153,-56.12035,3 Dormitorios,Buceo,Buceo,9.0,2421.0526315789475
Más de 4 dormitorios en Centro,230000,242,https://www.gallito.com.uy/oportunidad-l-e-a-s-i-n-g-vivirempresalocal10p-inmuebles-18068187,,,Más de 4 dormitorios,Centro,Centro,2.0,950.4132231404959
4 Dormitorios en Cordon,230000,258,https://www.gallito.com.uy/cordon-sur-ideal-desarrollo-o-reciclaje-inmuebles-20067618,-34.90808,-56.18045,4 Dormitorios,Cordon,Cordón,4.0,891.4728682170543
3 Dormitorios en Brazo Oriental,232000,118,https://www.gallito.com.uy/venta-casa-3-dormitorios-garaje-y-fondo-inmuebles-12949222,-34.86167,-56.17843,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1966.1016949152543
4 Dormitorios en Parque Batlle,233000,150,https://www.gallito.com.uy/venta-casa-cuatro-dorm-fondo-garage-pque-batlle-inmuebles-20016392,-34.8892,-56.14436,4 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1553.3333333333333
2 Dormitorios en Aires Puros,234000,200,https://www.gallito.com.uy/casa-dos-dormitorios-con-gran-fondo-inmuebles-19665977,-34.85611,-56.19078,2 Dormitorios,Aires Puros,Aires Puros,29.0,1170.0
2 Dormitorios en Punta Gorda,235000,90,https://www.gallito.com.uy/casa-duplex-en-hermoso-entorno-inmuebles-19285396,-34.88775,-56.08826,2 Dormitorios,Punta Gorda,Punta Gorda,13.0,2611.1111111111113
4 Dormitorios en Brazo Oriental,235000,175,https://www.gallito.com.uy/excelente-casa-de-4-dormitorios-en-brazo-oriental-inmuebles-15223547,-34.85637,-56.17988,4 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1342.857142857143
4 Dormitorios en Malvin,235000,128,https://www.gallito.com.uy/casa-ph-super-amplia-malvin-sur-4-dorm-nd19-inmuebles-20072231,-34.8899,-56.10935,4 Dormitorios,Malvin,Malvín,11.0,1835.9375
3 Dormitorios en Buceo,235000,130,https://www.gallito.com.uy/oportunidad-casa-en-venta-3-dormitorio-buceo-inmuebles-19639249,,,3 Dormitorios,Buceo,Buceo,9.0,1807.6923076923076
Más de 4 dormitorios en Goes,235000,325,https://www.gallito.com.uy/casa-en-3-niveles-apartamento-p-2-familias-o-fam-gde-impecab-inmuebles-18092938,,,Más de 4 dormitorios,Goes,,,723.0769230769231
3 Dormitorios en Sayago,235000,150,https://www.gallito.com.uy/casa-sayago-3-dormitorios-con-piscina-inmuebles-16870780,-34.83129,-56.20956,3 Dormitorios,Sayago,Sayago,52.0,1566.6666666666667
Más de 4 dormitorios en Aguada,235000,325,https://www.gallito.com.uy/excepcional-propiedad-mas-de-300m2-ideal-2-familias-inmuebles-18085933,,,Más de 4 dormitorios,Aguada,Aguada,41.0,723.0769230769231
3 Dormitorios en Prado,235000,150,https://www.gallito.com.uy/casa-prado-inmuebles-16871464,-34.84935,-56.20989,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1566.6666666666667
3 Dormitorios en Buceo,235000,110,https://www.gallito.com.uy/venta-casa-ph-tres-dormitorios-buceo-inmuebles-20040429,-34.89954,-56.13883,3 Dormitorios,Buceo,Buceo,9.0,2136.3636363636365
4 Dormitorios en Tres Cruces,235000,170,https://www.gallito.com.uy/excelente-ideal-inversores-acepta-permuta-rentadas-inmuebles-20059534,-34.87971,-56.15991,4 Dormitorios,Tres Cruces,Tres Cruces,50.0,1382.3529411764705
3 Dormitorios en Atahualpa,235000,86,https://www.gallito.com.uy/impecable-listo-para-entrar-inmuebles-14266371,-34.85757,-56.19203,3 Dormitorios,Atahualpa,Atahualpa,43.0,2732.5581395348836
3 Dormitorios en Union,235000,190,https://www.gallito.com.uy/comoda-amplia-con-gran-fondo-verde-y-barbacoa-inmuebles-20097686,-34.88581,-56.13903,3 Dormitorios,Union,Unión,23.0,1236.842105263158
3 Dormitorios en Jacinto Vera,235000,114,https://www.gallito.com.uy/preciosa-casa-3-dormitorios-gran-terraza-con-parrillero-inmuebles-19915610,-34.87576,-56.17066,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,2061.40350877193
Más de 4 dormitorios en Parque Rodo,235000,85,https://www.gallito.com.uy/casa-parque-rodo-venta-3-dormitorios-azotea-con-parril-inmuebles-19653307,-34.90517,-56.16778,Más de 4 dormitorios,Parque Rodo,Parque Rodó,6.0,2764.705882352941
Más de 4 dormitorios en Tres Cruces,235000,240,https://www.gallito.com.uy/casa-tres-cruces-venta-6-dormitorios-inmuebles-19673889,-34.88781,-56.16957,Más de 4 dormitorios,Tres Cruces,Tres Cruces,50.0,979.1666666666666
4 Dormitorios en La Blanqueada,235000,124,https://www.gallito.com.uy/fondo-barbacoa-garaje-4-dorm-prox-al-hospital-militar-inmuebles-16331872,-34.90721,-56.19027,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1895.1612903225807
3 Dormitorios en Prado,235000,280,https://www.gallito.com.uy/venta-casa-prado-3-dormitorios-negociable-inmuebles-19536095,-34.85204,-56.20979,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0,839.2857142857143
Más de 4 dormitorios en La Comercial,235000,325,https://www.gallito.com.uy/excepcional-propiedad-mas-de-300m2-ideal-2-familias-inmuebles-18092942,,,Más de 4 dormitorios,La Comercial,La Comercial,49.0,723.0769230769231
Más de 4 dormitorios en Aguada,235000,325,https://www.gallito.com.uy/excepcional-propiedad-mas-de-300mts2-ideal-dos-familias-inmuebles-18095037,-34.8815,-56.1851,Más de 4 dormitorios,Aguada,Aguada,41.0,723.0769230769231
4 Dormitorios en La Blanqueada,235000,130,https://www.gallito.com.uy/carlos-anaya-p-unico-impec-4-dormitorios-garage-y-fdo-inmuebles-17720596,,,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1807.6923076923076
3 Dormitorios en Punta Gorda,235000,100,https://www.gallito.com.uy/casas-venta-montevideo-punta-gorda-inmuebles-19721753,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,2350.0
3 Dormitorios en Atahualpa,235000,76,https://www.gallito.com.uy/duplex-torres-parque-atahualpa-inmuebles-16826763,-34.85832,-56.19226,3 Dormitorios,Atahualpa,Atahualpa,43.0,3092.1052631578946
3 Dormitorios en Malvin,235000,90,https://www.gallito.com.uy/apartamento-colombes-y-asamblea-2-baños-garage-impecable-inmuebles-18666830,,,3 Dormitorios,Malvin,Malvín,11.0,2611.1111111111113
3 Dormitorios en Brazo Oriental,235000,170,https://www.gallito.com.uy/casablanca-hermosa-casa-impecable-estado-inmuebles-15357353,-34.85645,-56.1798,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1382.3529411764705
3 Dormitorios en Parque Batlle,235000,130,https://www.gallito.com.uy/av-soca-prox-1-planta-180-m2-de-solar-ideal-reciclaje-inmuebles-16147648,,,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1807.6923076923076
3 Dormitorios en Prado,235000,78,https://www.gallito.com.uy/oficina-sosa-gran-propiedad-3-dormitorios-prado-inmuebles-17520834,-34.85315,-56.20859,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0,3012.8205128205127
4 Dormitorios en La Blanqueada,235000,160,https://www.gallito.com.uy/sobre-mariano-moreno-2-casas-rentadas-ideal-inversor-inmuebles-20056155,-34.87961,-56.16007,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1468.75
4 Dormitorios en La Blanqueada,235000,160,https://www.gallito.com.uy/sobre-mariano-moreno-2-casas-rentadas-ideal-inversor-inmuebles-20056156,-34.87961,-56.16007,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1468.75
3 Dormitorios en La Blanqueada,235000,100,https://www.gallito.com.uy/excelente-casa-sobre-calle-chiavari-y-jcabal-inmuebles-20056153,-34.8779,-56.16099,3 Dormitorios,La Blanqueada,La Blanqueada,47.0,2350.0
4 Dormitorios en La Blanqueada,235000,189,https://www.gallito.com.uy/venta-casa-la-blanqueada-4-dormitorios-fondo-garaje-inmuebles-18200452,-34.88137,-56.15765,4 Dormitorios,La Blanqueada,La Blanqueada,47.0,1243.3862433862435
3 Dormitorios en Punta Gorda,235000,83,https://www.gallito.com.uy/casa-a-la-venta-en-punta-gorda-3-dormitorios-2-baños-inmuebles-19240353,-34.88618,-56.091,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,2831.3253012048194
3 Dormitorios en Buceo,235000,140,https://www.gallito.com.uy/casa-buceo-con-patio-y-garaje-inmuebles-18073608,-34.8883,-56.13332,3 Dormitorios,Buceo,Buceo,9.0,1678.5714285714287
3 Dormitorios en Malvin,235000,83,https://www.gallito.com.uy/casa-a-la-venta-en-malvin-3-dormitorios-2-baños-inmuebles-19308463,-34.88822,-56.09404,3 Dormitorios,Malvin,Malvín,11.0,2831.3253012048194
4 Dormitorios en Nuevo Paris,237000,115,https://www.gallito.com.uy/casa-en-venta-inmuebles-19258639,-34.84314,-56.24285,4 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0,2060.8695652173915
3 Dormitorios en Tres Cruces,237000,135,https://www.gallito.com.uy/berlasi-impecable-casa-ph-de-2-plantas-sobre-duvimio-terra-inmuebles-19817622,,,3 Dormitorios,Tres Cruces,Tres Cruces,50.0,1755.5555555555557
2 Dormitorios en Malvin,238000,60,https://www.gallito.com.uy/casa-ph-una-planta-2-dormitorios-inmuebles-19635949,-34.89102,-56.11026,2 Dormitorios,Malvin,Malvín,11.0,3966.6666666666665
2 Dormitorios en Parque Rodo,238000,102,https://www.gallito.com.uy/excelente-casa-parque-rodo-precio-incluye-la-comision-inmuebles-18059577,,,2 Dormitorios,Parque Rodo,Parque Rodó,6.0,2333.3333333333335
3 Dormitorios en La Blanqueada,238000,94,https://www.gallito.com.uy/casa-la-blanqueada-venta-3-dormitorios-inmuebles-18618594,-34.87791,-56.16241,3 Dormitorios,La Blanqueada,La Blanqueada,47.0,2531.9148936170213
2 Dormitorios en La Blanqueada,238000,120,https://www.gallito.com.uy/venta-casa-2-dorm-2-baños-barbacoa-la-blanqueada-inmuebles-18731662,-34.8823,-56.14602,2 Dormitorios,La Blanqueada,La Blanqueada,47.0,1983.3333333333333
3 Dormitorios en Malvin Norte,238000,124,https://www.gallito.com.uy/venta-casa-con-11-cocheras-sobre-cno-carrasco-3-dorm-inmuebles-13977992,,,3 Dormitorios,Malvin Norte,Malvín Norte,12.0,1919.3548387096773
3 Dormitorios en Parque Miramar,238000,80,https://www.gallito.com.uy/orientada-al-norte-con-terrazas-y-garage-amplia-y-soleada-inmuebles-19827225,-34.87363,-56.03384,3 Dormitorios,Parque Miramar,,,2975.0
Más de 4 dormitorios en Union,238000,220,https://www.gallito.com.uy/venta-gobernador-viana-padrón-único-con-4-u-inmuebles-20026471,,,Más de 4 dormitorios,Union,Unión,23.0,1081.8181818181818
Más de 4 dormitorios en Union,238000,220,https://www.gallito.com.uy/venta-gobernador-viana-padrón-único-con-4-u-inmuebles-20026470,,,Más de 4 dormitorios,Union,Unión,23.0,1081.8181818181818
3 Dormitorios en Villa Dolores,239000,154,https://www.gallito.com.uy/venta-2-casas-3-dormitorios-garage-2-patios-en-villa-dolores-inmuebles-19776273,-34.90274,-56.15441,3 Dormitorios,Villa Dolores,"Parque Batlle, Villa Dolores",10.0,1551.948051948052
3 Dormitorios en Palermo,239000,138,https://www.gallito.com.uy/casa-en-3-plantas-proxima-a-rambla-inmuebles-19926532,-34.91298,-56.18568,3 Dormitorios,Palermo,Palermo,5.0,1731.8840579710145
Más de 4 dormitorios en Palermo,239000,130,https://www.gallito.com.uy/venta-casa-4-dormitorios-fondo-metros-rambla-palermo-inmuebles-19295737,-34.91069,-56.17981,Más de 4 dormitorios,Palermo,Palermo,5.0,1838.4615384615386
3 Dormitorios en Prado,239000,125,https://www.gallito.com.uy/venta-casas-prado-3-dormitorios-inmuebles-18417894,-34.84945,-56.20023,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1912.0
3 Dormitorios en Parque Batlle,239000,154,https://www.gallito.com.uy/padron-unico-2-plantas-2-casas-2-patios-garage-inmuebles-19900319,-34.90156,-56.15517,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1551.948051948052
3 Dormitorios en Palermo,239000,145,https://www.gallito.com.uy/casa-en-ph-con-fondo-prox-rambla-de-palermo-triplex-inmuebles-18011784,-34.91327,-56.18607,3 Dormitorios,Palermo,Palermo,5.0,1648.2758620689656
3 Dormitorios en Pocitos,239000,154,https://www.gallito.com.uy/venta-2-casas-3-dormitorios-garage-2-patios-en-pocitos-inmuebles-19775679,-34.90246,-56.15439,3 Dormitorios,Pocitos,Pocitos,8.0,1551.948051948052
3 Dormitorios en La Blanqueada,239000,107,https://www.gallito.com.uy/casa-la-blanqueada-inmuebles-16870897,-34.88751,-56.14869,3 Dormitorios,La Blanqueada,La Blanqueada,47.0,2233.644859813084
3 Dormitorios en Parque Batlle,239000,154,https://www.gallito.com.uy/venta-2-casas-3-dormitorios-garage-2-patios-en-parque-batlle-inmuebles-19775639,-34.90258,-56.15445,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0,1551.948051948052
4 Dormitorios en Palermo,239000,140,https://www.gallito.com.uy/casa-ph-unica-con-fondo-inmuebles-19698040,-34.91323,-56.18614,4 Dormitorios,Palermo,Palermo,5.0,1707.142857142857
2 Dormitorios en Carrasco,240000,71,https://www.gallito.com.uy/venta-casa-2-dormitorios-carrasco-inmuebles-19102238,-34.885,-56.05566,2 Dormitorios,Carrasco,Carrasco,14.0,3380.281690140845
3 Dormitorios en Sayago,240000,268,https://www.gallito.com.uy/2-casas-y-1-local-inmuebles-18281618,-34.84141,-56.20889,3 Dormitorios,Sayago,Sayago,52.0,895.5223880597015
2 Dormitorios en Punta Carretas,240000,86,https://www.gallito.com.uy/casa-en-venta-punta-carretas-inmuebles-19197380,,,2 Dormitorios,Punta Carretas,Punta Carretas,7.0,2790.6976744186045
3 Dormitorios en Jacinto Vera,240000,100,https://www.gallito.com.uy/casas-venta-jacinto-vera-inmuebles-19950787,-34.8736,-56.17116,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,2400.0
