desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine,valor_metro
Más de 4 dormitorios en La Comercial,115000,155,https://www.gallito.com.uy/casa-en-venta-en-aguada-muy-amplia-inmuebles-20006727,-34.88456,-56.19202,Más de 4 dormitorios,La Comercial,La Comercial,49.0,741.9354838709677
2 Dormitorios en Reducto,115000,68,https://www.gallito.com.uy/casa-de-altos-en-reducto-inmuebles-16826843,-34.87206,-56.18591,2 Dormitorios,Reducto,Reducto,42.0,1691.1764705882354
3 Dormitorios en Brazo Oriental,115000,70,https://www.gallito.com.uy/casa-a-100-mts-de-bvar-artigas-y-gral-flores-inmuebles-17462752,,,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1642.857142857143
2 Dormitorios en Union,115000,65,https://www.gallito.com.uy/casa-al-frente-sobre-avenida-totalmente-reciclada-inmuebles-19440013,,,2 Dormitorios,Union,Unión,23.0,1769.2307692307693
4 Dormitorios en Union,115000,160,https://www.gallito.com.uy/freiria-vende-casa-de-2-plantas-en-el-barrio-de-la-union-inmuebles-19741763,,,4 Dormitorios,Union,Unión,23.0,718.75
3 Dormitorios en Colon,115000,94,https://www.gallito.com.uy/sobre-garzon-a-estrenar-inmuebles-19206554,-34.79962,-56.22464,3 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,1223.404255319149
1 Dormitorio en Union,115000,70,https://www.gallito.com.uy/oportunidad-inversores-inmuebles-16347102,,,1 Dormitorio,Union,Unión,23.0,1642.857142857143
2 Dormitorios en Goes,115000,60,https://www.gallito.com.uy/casa-2-dormitorios-con-renta-inmuebles-16018239,-34.88126,-56.17386,2 Dormitorios,Goes,,,1916.6666666666667
3 Dormitorios en Villa Muñoz,115000,119,https://www.gallito.com.uy/venta-casa-local-a-reciclar-villa-muñoz-inmuebles-19742206,-34.88883,-56.17988,3 Dormitorios,Villa Muñoz,"Villa Muñoz, Retiro",48.0,966.3865546218487
2 Dormitorios en Cerrito,115000,174,https://www.gallito.com.uy/casa-2-dormitorios-en-venta-en-cerrito-inmuebles-19906140,-34.84788,-56.1629,2 Dormitorios,Cerrito,Cerrito,27.0,660.919540229885
3 Dormitorios en Colon,115000,106,https://www.gallito.com.uy/arteaga-hill-vende-hermosa-propiedad-en-colon-inmuebles-20059539,,,3 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,1084.9056603773586
4 Dormitorios en Union,115000,172,https://www.gallito.com.uy/casa-en-venta-inmuebles-19813439,-34.8826,-56.1367,4 Dormitorios,Union,Unión,23.0,668.6046511627907
3 Dormitorios en Brazo Oriental,115000,80,https://www.gallito.com.uy/atencion-inversionistas-alquilada-oportunidad-casa-3-d-inmuebles-18724489,-34.86945,-56.17537,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1437.5
2 Dormitorios en Sayago,115000,224,https://www.gallito.com.uy/oportunidad-muy-buen-inmueble-en-padron-unico-inmuebles-15592016,,,2 Dormitorios,Sayago,Sayago,52.0,513.3928571428571
2 Dormitorios en Paso Molino,115000,84,https://www.gallito.com.uy/casa-de-2-dormitorios-en-paso-molino-inmuebles-15045786,-34.85294,-56.2179,2 Dormitorios,Paso Molino,,,1369.047619047619
1 Dormitorio en Union,115000,53,https://www.gallito.com.uy/ifer&olivera-comercio-y-asilo-inmuebles-17137594,-34.87698,-56.1424,1 Dormitorio,Union,Unión,23.0,2169.811320754717
1 Dormitorio en Villa Muñoz,115000,119,https://www.gallito.com.uy/venta-casa-local-a-reciclar-villa-muñoz-inmuebles-19742177,-34.88883,-56.17988,1 Dormitorio,Villa Muñoz,"Villa Muñoz, Retiro",48.0,966.3865546218487
2 Dormitorios en Union,115000,80,https://www.gallito.com.uy/casa-p-unico-2-dormitorios-y-gje-apto-1-dormitorio-rentado-inmuebles-16326639,-34.87581,-56.1507,2 Dormitorios,Union,Unión,23.0,1437.5
1 Dormitorio en La Comercial,115000,42,https://www.gallito.com.uy/casa-la-comercial-a-estrenar-acepta-banco-opc-2do-do-inmuebles-20040568,-34.8871,-56.1725,1 Dormitorio,La Comercial,La Comercial,49.0,2738.095238095238
3 Dormitorios en Jacinto Vera,115000,80,https://www.gallito.com.uy/venta-casa-a-reciclar-3dormazotea-cparrjacinto-vera-prox-inmuebles-18661152,-34.87412,-56.17713,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1437.5
2 Dormitorios en Buceo,115000,55,https://www.gallito.com.uy/venta-casa-de-2-dormitorios-inmuebles-20037030,-34.89494,-56.12598,2 Dormitorios,Buceo,Buceo,9.0,2090.909090909091
3 Dormitorios en Perez Castellanos,115000,120,https://www.gallito.com.uy/comoda-casa-23-dormitoriosamplio-fondo-cerca-antel-arena-inmuebles-18895403,-34.90721,-56.19027,3 Dormitorios,Perez Castellanos,"Castro, P. Castellanos",26.0,958.3333333333334
3 Dormitorios en Belvedere,115000,200,https://www.gallito.com.uy/casa-belvedere-inmuebles-20011437,-34.84797,-56.22895,3 Dormitorios,Belvedere,Belvedere,54.0,575.0
2 Dormitorios en Cerrito,115000,70,https://www.gallito.com.uy/venta-casa-2-dormitorio-en-cerrito-inmuebles-19765924,-34.85671,-56.15518,2 Dormitorios,Cerrito,Cerrito,27.0,1642.857142857143
Más de 4 dormitorios en Ituzaingo,115000,102,https://www.gallito.com.uy/gran-oportunidad-excelente-padron-en-zona-en-desarrollo-inmuebles-19514935,-34.90721,-56.19027,Más de 4 dormitorios,Ituzaingo,Ituzaingó,22.0,1127.450980392157
2 Dormitorios en Punta Gorda,115000,68,https://www.gallito.com.uy/casa-de-2-dormitorios-punta-gorda-cooperativa-muy-linda-inmuebles-19915726,-34.88852,-56.085,2 Dormitorios,Punta Gorda,Punta Gorda,13.0,1691.1764705882354
2 Dormitorios en Villa Dolores,115000,85,https://www.gallito.com.uy/casa-para-reciclar-en-villa-dolores-inmuebles-19856993,-34.90284,-56.14773,2 Dormitorios,Villa Dolores,"Parque Batlle, Villa Dolores",10.0,1352.9411764705883
2 Dormitorios en Cordon,115000,132,https://www.gallito.com.uy/a-1-cuadra-de-fernandez-crespo-inmuebles-12315146,,,2 Dormitorios,Cordon,Cordón,4.0,871.2121212121212
2 Dormitorios en Prado,115000,75,https://www.gallito.com.uy/baldovino-prado-carabelas-y-antonio-machado-inmuebles-16161060,,,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1533.3333333333333
2 Dormitorios en Capurro,115000,70,https://www.gallito.com.uy/casablanca-ph-al-frente-impecable-inmuebles-12947815,-34.86977,-56.21681,2 Dormitorios,Capurro,"Capurro, Bella Vista",40.0,1642.857142857143
2 Dormitorios en Malvin Norte,115000,48,https://www.gallito.com.uy/gran-oportunidad-venta-casa-de-2-dormitorios-en-malvin-inmuebles-19799640,,,2 Dormitorios,Malvin Norte,Malvín Norte,12.0,2395.8333333333335
3 Dormitorios en Colon,115000,107,https://www.gallito.com.uy/venta-casa-eugenio-garzon-colon-inmuebles-19379616,-34.79942,-56.2245,3 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,1074.766355140187
3 Dormitorios en Bella Vista,115000,60,https://www.gallito.com.uy/linda-casa-sobre-rio-grande-de-3-dormitorios-con-patio-inmuebles-19408809,,,3 Dormitorios,Bella Vista,,,1916.6666666666667
2 Dormitorios en Jacinto Vera,115000,114,https://www.gallito.com.uy/venta-casa-2-dorm-gral-flores-a-mts-de-br-artigas-inmuebles-19753155,-34.87498,-56.17837,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1008.7719298245614
Más de 4 dormitorios en La Comercial,115000,155,https://www.gallito.com.uy/casa-en-venta-en-aguada-muy-amplia-inmuebles-20006724,-34.88456,-56.19202,Más de 4 dormitorios,La Comercial,La Comercial,49.0,741.9354838709677
3 Dormitorios en Prado,115000,93,https://www.gallito.com.uy/venta-casa-tres-dormitorios-prado-inmuebles-19758090,-34.85258,-56.21318,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0,1236.5591397849462
2 Dormitorios en La Comercial,115000,80,https://www.gallito.com.uy/interesante-cazotea-con-renta-punto-cservicios-inmuebles-19708807,-34.88271,-56.17392,2 Dormitorios,La Comercial,La Comercial,49.0,1437.5
2 Dormitorios en Cerrito,115000,174,https://www.gallito.com.uy/buena-casa-con-importante-galpon-inmuebles-19900095,-34.84788,-56.1629,2 Dormitorios,Cerrito,Cerrito,27.0,660.919540229885
2 Dormitorios en Buceo,115000,54,https://www.gallito.com.uy/casa-de-altos-2-dormitorios-balcon-tza-lavadero-inmuebles-18218470,-34.88628,-56.12606,2 Dormitorios,Buceo,Buceo,9.0,2129.6296296296296
2 Dormitorios en Villa Muñoz,115000,80,https://www.gallito.com.uy/venta-casa-2-dormitorios-azotea-estufa-a-leña-en-villa-muñoz-inmuebles-18698083,-34.88461,-56.17748,2 Dormitorios,Villa Muñoz,"Villa Muñoz, Retiro",48.0,1437.5
2 Dormitorios en La Comercial,115000,80,https://www.gallito.com.uy/venta-casa-2-dormitorios-azotea-estufa-a-leña-la-comercial-inmuebles-18698089,-34.88534,-56.17744,2 Dormitorios,La Comercial,La Comercial,49.0,1437.5
1 Dormitorio en Malvin,115781,53,https://www.gallito.com.uy/monoambiente-en-obra-en-malvin-inmuebles-19752798,,,1 Dormitorio,Malvin,Malvín,11.0,2184.5471698113206
3 Dormitorios en Punta Rieles,117000,550,https://www.gallito.com.uy/hermosa-casa-barbacoa-mas-apto-inmuebles-16579421,,,3 Dormitorios,Punta Rieles,"Punta Rieles, Bella Italia",20.0,212.72727272727272
3 Dormitorios en Maroñas,117000,164,https://www.gallito.com.uy/casa-en-maroñas-chalet-techo-de-tejas-inmuebles-15708904,,,3 Dormitorios,Maroñas,"Maroñas, Parque Guaraní",17.0,713.4146341463414
2 Dormitorios en Buceo,117000,73,https://www.gallito.com.uy/casas-venta-montevideo-buceo-5151-inmuebles-20053184,-34.89046,-56.13921,2 Dormitorios,Buceo,Buceo,9.0,1602.7397260273972
2 Dormitorios en Union,117900,80,https://www.gallito.com.uy/venta-casa-lombardini-union-inmuebles-19379606,,,2 Dormitorios,Union,Unión,23.0,1473.75
1 Dormitorio en Buceo,118000,45,https://www.gallito.com.uy/apartamento-con-gran-terraza-a-metros-de-ramon-anador-inmuebles-20040577,-34.8937,-56.13668,1 Dormitorio,Buceo,Buceo,9.0,2622.222222222222
2 Dormitorios en Sayago,118000,74,https://www.gallito.com.uy/casablanca-a-pasos-de-avenidas-chalet-de-tejas-inmuebles-17850793,,,2 Dormitorios,Sayago,Sayago,52.0,1594.5945945945946
2 Dormitorios en Brazo Oriental,118000,61,https://www.gallito.com.uy/arcadia-vende-inmuebles-18000767,-34.91161,-56.18525,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1934.4262295081967
2 Dormitorios en Brazo Oriental,118000,77,https://www.gallito.com.uy/casa-de-altos-fte-a-la-avda-luis-a-de-herrera-casi-avda-inmuebles-17864877,-34.86291,-56.17933,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0,1532.4675324675325
2 Dormitorios en Atahualpa,118000,61,https://www.gallito.com.uy/arcadia-vende-inmuebles-18001090,,,2 Dormitorios,Atahualpa,Atahualpa,43.0,1934.4262295081967
2 Dormitorios en La Blanqueada,118000,80,https://www.gallito.com.uy/excelente-ubicacion-inmuebles-20036597,,,2 Dormitorios,La Blanqueada,La Blanqueada,47.0,1475.0
3 Dormitorios en Maroñas,118000,221,https://www.gallito.com.uy/casa-de-3-dormitorios-en-venta-maroñas-inmuebles-19880558,-34.86214,-56.12259,3 Dormitorios,Maroñas,"Maroñas, Parque Guaraní",17.0,533.9366515837104
4 Dormitorios en Villa Española,118000,268,https://www.gallito.com.uy/casa-y-apartamento-en-un-mismo-padron-muy-amplio-terreno-inmuebles-17663283,,,4 Dormitorios,Villa Española,Villa Española,24.0,440.2985074626866
1 Dormitorio en La Blanqueada,118000,55,https://www.gallito.com.uy/baldovino-la-blanqueada-azambuya-y-monte-caseros-inmuebles-19576243,,,1 Dormitorio,La Blanqueada,La Blanqueada,47.0,2145.4545454545455
2 Dormitorios en Jacinto Vera,118000,68,https://www.gallito.com.uy/oficina-sosa-casa-en-ph-2-dorm-prox-al-nuevo-centro-inmuebles-19166157,-34.8691,-56.16454,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1735.2941176470588
2 Dormitorios en Cerro,118000,132,https://www.gallito.com.uy/casa-con-cochera-jardin-y-fondo-rio-de-janeiro-y-holanda-inmuebles-19659770,-34.88509,-56.25347,2 Dormitorios,Cerro,Cerro,35.0,893.939393939394
2 Dormitorios en Jacinto Vera,118000,89,https://www.gallito.com.uy/excelente-zona-gallinal-casi-br-artigas-inmuebles-20072380,,,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1325.8426966292134
4 Dormitorios en Belvedere,118000,136,https://www.gallito.com.uy/venta-2-casas-mismo-padron-2-flias-o-inversion-inmuebles-19011445,-34.84691,-56.21663,4 Dormitorios,Belvedere,Belvedere,54.0,867.6470588235294
2 Dormitorios en Malvin Norte,118000,48,https://www.gallito.com.uy/casa-2-dormitorios-en-malvin-norte-como-a-estrenar-inmuebles-18222588,-34.87988,-56.10186,2 Dormitorios,Malvin Norte,Malvín Norte,12.0,2458.3333333333335
4 Dormitorios en Reducto,118000,153,https://www.gallito.com.uy/2-casas-en-un-mismo-padron-ideal-para-renta-inmuebles-19303349,,,4 Dormitorios,Reducto,Reducto,42.0,771.2418300653595
2 Dormitorios en La Blanqueada,118000,70,https://www.gallito.com.uy/bonita-luminosa-a-metros-de-la-de-herrera-imperdible-inmuebles-15447756,-34.87923,-56.15589,2 Dormitorios,La Blanqueada,La Blanqueada,47.0,1685.7142857142858
2 Dormitorios en Jacinto Vera,118000,100,https://www.gallito.com.uy/venta-casa-jacinto-vera-2-dormitorios-2-baños-inmuebles-18436441,-34.87708,-56.16872,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1180.0
3 Dormitorios en Sayago,119000,222,https://www.gallito.com.uy/opcion-2-familias-con-entradas-independientes-inmuebles-19032315,-34.81616,-56.23047,3 Dormitorios,Sayago,Sayago,52.0,536.0360360360361
1 Dormitorio en Pocitos,119000,30,https://www.gallito.com.uy/unica-casa-de-1-dormitorio-en-pocitos-en-oferta-inmuebles-18488226,,,1 Dormitorio,Pocitos,Pocitos,8.0,3966.6666666666665
2 Dormitorios en Capurro,119000,90,https://www.gallito.com.uy/casa-dos-dormitorios-patio-amplio-garage-inmuebles-19933034,-34.87021,-56.2172,2 Dormitorios,Capurro,"Capurro, Bella Vista",40.0,1322.2222222222222
2 Dormitorios en Sayago,119000,71,https://www.gallito.com.uy/chalet-de-tejas-en-ph-al-fondo-inmuebles-16030527,-34.83538,-56.21254,2 Dormitorios,Sayago,Sayago,52.0,1676.056338028169
4 Dormitorios en Colon,119000,123,https://www.gallito.com.uy/buen-inmueble-en-padron-unico-con-apartamento-inmuebles-17936556,,,4 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,967.479674796748
3 Dormitorios en Aires Puros,119000,80,https://www.gallito.com.uy/casa-aires-puros-inmuebles-16870916,-34.85673,-56.18408,3 Dormitorios,Aires Puros,Aires Puros,29.0,1487.5
2 Dormitorios en Jacinto Vera,119000,60,https://www.gallito.com.uy/ph-de-altos-no-gcomunes-parrillero-nuevo-centro-inmuebles-16120502,,,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1983.3333333333333
2 Dormitorios en Malvin Norte,119000,78,https://www.gallito.com.uy/divina-gran-padron-unico-de-476-metros-y-78-edificados-inmuebles-16444816,-34.88419,-56.12212,2 Dormitorios,Malvin Norte,Malvín Norte,12.0,1525.6410256410256
2 Dormitorios en Union,119000,63,https://www.gallito.com.uy/impecablecochera-inmuebles-19707610,-34.87373,-56.14119,2 Dormitorios,Union,Unión,23.0,1888.888888888889
2 Dormitorios en Perez Castellanos,119500,80,https://www.gallito.com.uy/excelente-oportunidad-amplia-casa-de-dos-dormitorios-inmuebles-20086175,-34.86315,-56.15686,2 Dormitorios,Perez Castellanos,"Castro, P. Castellanos",26.0,1493.75
1 Ambiente en Aguada,120000,155,https://www.gallito.com.uy/iza-venta-casa-aguada-4-dormitorios-inmuebles-18456202,-34.8848,-56.19146,1 Ambiente,Aguada,Aguada,41.0,774.1935483870968
2 Dormitorios en Colon,120000,200,https://www.gallito.com.uy/sobre-av-garzon-muy-buena-ubicacion-inmuebles-12233901,-34.81461,-56.22066,2 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,600.0
3 Dormitorios en Malvin,120000,70,https://www.gallito.com.uy/oportunidad-excelente-terreno-padron-unico-inmuebles-16943712,,,3 Dormitorios,Malvin,Malvín,11.0,1714.2857142857142
3 Dormitorios en Punta Gorda,120000,70,https://www.gallito.com.uy/venta-de-casa-en-parque-rivera-inmuebles-19957171,-34.87933,-56.09316,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,1714.2857142857142
2 Dormitorios en La Teja,120000,152,https://www.gallito.com.uy/reciclaje-sin-terminar-a-una-cuadra-de-cmramirez-inmuebles-19515060,-34.8652,-56.23595,2 Dormitorios,La Teja,La Teja,38.0,789.4736842105264
3 Dormitorios en Sayago,120000,209,https://www.gallito.com.uy/casa-tejas-3-dormitorios-1-baño-kitchenette-cochera-jardin-inmuebles-17846159,-34.82656,-56.22861,3 Dormitorios,Sayago,Sayago,52.0,574.1626794258373
3 Dormitorios en Colon,120000,150,https://www.gallito.com.uy/casa-en-venta-en-colon-inmuebles-17344809,-34.80349,-56.22011,3 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,800.0
3 Dormitorios en La Figurita,120000,72,https://www.gallito.com.uy/casa-en-ph-independiente-al-fondo-con-azotea-inmuebles-13762889,-34.87865,-56.17619,3 Dormitorios,La Figurita,La Figurita,45.0,1666.6666666666667
2 Dormitorios en Jacinto Vera,120000,80,https://www.gallito.com.uy/juan-jose-quesada-y-gral-flores-inmuebles-13620422,-34.86505,-56.16894,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1500.0
2 Dormitorios en Villa Española,120000,60,https://www.gallito.com.uy/venta-casas-villa-española-2-dormitorios-jardin-inmuebles-18697648,-34.86541,-56.14809,2 Dormitorios,Villa Española,Villa Española,24.0,2000.0
Más de 4 dormitorios en Peñarol,120000,180,https://www.gallito.com.uy/venta-casa-y-tres-apartamentos-con-renta-inmuebles-15708811,-34.8197,-56.19867,Más de 4 dormitorios,Peñarol,"Peñarol, Lavalleja",34.0,666.6666666666666
3 Dormitorios en Peñarol,120000,500,https://www.gallito.com.uy/2-casas-con-garage-2-autos-y-gran-fondo-inmuebles-18553317,,,3 Dormitorios,Peñarol,"Peñarol, Lavalleja",34.0,240.0
3 Dormitorios en Paso Molino,120000,81,https://www.gallito.com.uy/casa-en-paso-molino-3-dormitorios-inmuebles-14372085,-34.85636,-56.217,3 Dormitorios,Paso Molino,,,1481.4814814814815
Más de 4 dormitorios en Aguada,120000,108,https://www.gallito.com.uy/vendo-ph-ideal-oficina-hogar-estudiantil-inmuebles-17041673,-34.88702,-56.18453,Más de 4 dormitorios,Aguada,Aguada,41.0,1111.111111111111
4 Dormitorios en Union,120000,125,https://www.gallito.com.uy/casa-4-dormitorios-union-inmuebles-18418233,-34.87428,-56.13723,4 Dormitorios,Union,Unión,23.0,960.0
2 Dormitorios en Peñarol,120000,79,https://www.gallito.com.uy/a-2-cuadras-de-bvar-jose-batlle-y-ordoñez-inmuebles-14080206,-34.83722,-56.19834,2 Dormitorios,Peñarol,"Peñarol, Lavalleja",34.0,1518.987341772152
2 Dormitorios en La Blanqueada,120000,80,https://www.gallito.com.uy/casas-venta-montevideo-la-blanqueada-inmuebles-19873307,,,2 Dormitorios,La Blanqueada,La Blanqueada,47.0,1500.0
3 Dormitorios en Carrasco Norte,120000,72,https://www.gallito.com.uy/proximo-a-portones-shopping-3-dormitorios-inmuebles-14502964,-34.88069,-56.08212,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0,1666.6666666666667
3 Dormitorios en Carrasco,120000,70,https://www.gallito.com.uy/casa-de-3-dormitorios-a-50-mts-de-portones-shopping-inmuebles-19812852,-34.88139,-56.08121,3 Dormitorios,Carrasco,Carrasco,14.0,1714.2857142857142
2 Dormitorios en Centro,120000,89,https://www.gallito.com.uy/casa-2-dormitorio-a-2-cuadras-de-av-18-de-julio-inmuebles-13740742,,,2 Dormitorios,Centro,Centro,2.0,1348.314606741573
2 Dormitorios en Cordon,120000,89,https://www.gallito.com.uy/casa-de-2-dormitorios-a-2-cuadras-de-av-18-de-julio-inmuebles-15231324,,,2 Dormitorios,Cordon,Cordón,4.0,1348.314606741573
2 Dormitorios en Sayago,120000,292,https://www.gallito.com.uy/buena-propiedad-en-padron-unico-con-terreno-inmuebles-18267230,,,2 Dormitorios,Sayago,Sayago,52.0,410.958904109589
4 Dormitorios en Aguada,120000,161,https://www.gallito.com.uy/casona-4-dormitorios-2-baños-proximo-canal-12-aguada-venta-inmuebles-20052691,,,4 Dormitorios,Aguada,Aguada,41.0,745.3416149068323
3 Dormitorios en Maroñas,120000,100,https://www.gallito.com.uy/casa-padron-unico-cochera-jardin-garage-fondo-parrillero-inmuebles-19398685,-34.84491,-56.12293,3 Dormitorios,Maroñas,"Maroñas, Parque Guaraní",17.0,1200.0
2 Dormitorios en Malvin,120000,213,https://www.gallito.com.uy/terreno-con-mejoras-213-m2-8-de-frente-60-inmuebles-17409388,,,2 Dormitorios,Malvin,Malvín,11.0,563.3802816901408
Más de 4 dormitorios en Villa Española,120000,218,https://www.gallito.com.uy/atencion-inversores-casa-con-rentabilidad-inmuebles-18698128,-34.86079,-56.14218,Más de 4 dormitorios,Villa Española,Villa Española,24.0,550.4587155963303
3 Dormitorios en Atahualpa,120000,85,https://www.gallito.com.uy/casa-propiedad-h-con-patio-delantero-rejas-y-cochera-inmuebles-16161580,-34.86289,-56.18658,3 Dormitorios,Atahualpa,Atahualpa,43.0,1411.764705882353
3 Dormitorios en Punta Gorda,120000,60,https://www.gallito.com.uy/baldovino-punta-gorda-pedro-cosio-y-av-italia-inmuebles-18073986,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0,2000.0
2 Dormitorios en Union,120000,73,https://www.gallito.com.uy/casa-2-dorm-en-venta-con-renta-unionbuceo-inmuebles-19842576,-34.88564,-56.12878,2 Dormitorios,Union,Unión,23.0,1643.835616438356
3 Dormitorios en La Comercial,120000,100,https://www.gallito.com.uy/para-reciclar-completamente-excelente-zona-oportunidad-inmuebles-19391819,,,3 Dormitorios,La Comercial,La Comercial,49.0,1200.0
2 Dormitorios en Union,120000,57,https://www.gallito.com.uy/casa-a-la-venta-de-dos-dorm-jardin-y-cochera-inmuebles-16296220,-34.88394,-56.13426,2 Dormitorios,Union,Unión,23.0,2105.2631578947367
Más de 4 dormitorios en La Comercial,120000,153,https://www.gallito.com.uy/amplia-a-reciclar-ideal-inversion-inmuebles-19259000,-34.89015,-56.17161,Más de 4 dormitorios,La Comercial,La Comercial,49.0,784.3137254901961
2 Dormitorios en Sayago,120000,216,https://www.gallito.com.uy/a-pocas-cuadras-de-devoto-si-bco-inmuebles-18713317,-34.83021,-56.20679,2 Dormitorios,Sayago,Sayago,52.0,555.5555555555555
3 Dormitorios en Maroñas,120000,88,https://www.gallito.com.uy/casa-en-venta-inmuebles-18342896,-34.86407,-56.11485,3 Dormitorios,Maroñas,"Maroñas, Parque Guaraní",17.0,1363.6363636363637
3 Dormitorios en La Comercial,120000,50,https://www.gallito.com.uy/casas-venta-montevideo-la-comercial-inmuebles-19721359,,,3 Dormitorios,La Comercial,La Comercial,49.0,2400.0
4 Dormitorios en Union,120000,135,https://www.gallito.com.uy/casa-4-dormitorios-union-inmuebles-18379053,-34.8751,-56.12861,4 Dormitorios,Union,Unión,23.0,888.8888888888889
3 Dormitorios en La Teja,120000,150,https://www.gallito.com.uy/amplia-propiedad;-a-metros-de-todos-los-servicios-inmuebles-20086157,-34.86343,-56.22308,3 Dormitorios,La Teja,La Teja,38.0,800.0
2 Dormitorios en Union,120000,85,https://www.gallito.com.uy/oportunidad-venta-de-casa-de-2-dormitorios-en-la-union-inmuebles-19956936,-34.90721,-56.19027,2 Dormitorios,Union,Unión,23.0,1411.764705882353
2 Dormitorios en Jacinto Vera,120000,62,https://www.gallito.com.uy/vendo-casa-de-2-dormitorios-en-jacinto-vera-inmuebles-19557376,,,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0,1935.483870967742
4 Dormitorios en Union,120000,122,https://www.gallito.com.uy/casa-4-dormitorios-en-union-inmuebles-19775853,-34.87403,-56.137,4 Dormitorios,Union,Unión,23.0,983.6065573770492
2 Dormitorios en Union,120000,100,https://www.gallito.com.uy/union-venta-inmuebles-18187612,,,2 Dormitorios,Union,Unión,23.0,1200.0
3 Dormitorios en La Blanqueada,120000,120,https://www.gallito.com.uy/a-pasos-de-canal-5-2-casas-cjardin-patio-y-parrillero-inmuebles-15247740,-34.87743,-56.16834,3 Dormitorios,La Blanqueada,La Blanqueada,47.0,1000.0
3 Dormitorios en Sayago,120000,155,https://www.gallito.com.uy/sayago-excelente-propiedad-casa-en-venta-3-dormitorios-inmuebles-19056937,-34.83138,-56.21556,3 Dormitorios,Sayago,Sayago,52.0,774.1935483870968
2 Dormitorios en Colon,120000,100,https://www.gallito.com.uy/arteaga-hill-vende-muy-linda-propiedad-en-colon-inmuebles-20046074,,,2 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,1200.0
2 Dormitorios en Buceo,120000,100,https://www.gallito.com.uy/tiburcio-gomez-proximo-ramon-anador-inmuebles-19870168,-34.89263,-56.13871,2 Dormitorios,Buceo,Buceo,9.0,1200.0
4 Dormitorios en Colon,120000,480,https://www.gallito.com.uy/dos-casas-en-venta-en-colon-inmuebles-14886817,-34.79091,-56.22638,4 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,250.0
3 Dormitorios en Carrasco Norte,120000,73,https://www.gallito.com.uy/venta-casa-duplex-complejo-3-dor-carrasco-cparrillero-inmuebles-18498881,-34.87729,-56.08512,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0,1643.835616438356
2 Dormitorios en Union,120000,57,https://www.gallito.com.uy/venta-casa-2-dormitorios-patio-cochera-jardin-inmuebles-19431284,-34.88392,-56.13503,2 Dormitorios,Union,Unión,23.0,2105.2631578947367
2 Dormitorios en Sayago,120000,120,https://www.gallito.com.uy/3-casas-techo-liviano-inmuebles-16569479,-34.83919,-56.20966,2 Dormitorios,Sayago,Sayago,52.0,1000.0
2 Dormitorios en Buceo,120000,60,https://www.gallito.com.uy/casa-venta-de-dos-dormitorios-patio-cochera-inmuebles-19431008,-34.88392,-56.13503,2 Dormitorios,Buceo,Buceo,9.0,2000.0
4 Dormitorios en Maroñas,120000,107,https://www.gallito.com.uy/venta-casa-de-altos-flor-maroñas-4-dorm-parrillero-inmuebles-19743337,-34.85503,-56.13361,4 Dormitorios,Maroñas,"Maroñas, Parque Guaraní",17.0,1121.4953271028037
4 Dormitorios en Perez Castellanos,120000,153,https://www.gallito.com.uy/casa-apto-deposito-inmuebles-16238996,,,4 Dormitorios,Perez Castellanos,"Castro, P. Castellanos",26.0,784.3137254901961
4 Dormitorios en Colon,120000,77,https://www.gallito.com.uy/casa-sobre-avda-garzon-inmuebles-16556100,-34.81356,-56.22075,4 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0,1558.4415584415585
2 Dormitorios en La Teja,120000,200,https://www.gallito.com.uy/casa-y-3-apartamentos-inmuebles-17795303,-34.86543,-56.23843,2 Dormitorios,La Teja,La Teja,38.0,600.0
