desc,valor,metraje,dormitorios,barrio
3 Dormitorios en Brazo Oriental,230000,151.0,3 Dormitorios,Brazo Oriental
2 Dormitorios en Malvin,230000,82.0,2 Dormitorios,Malvin
3 Dormitorios en Malvin,230000,87.0,3 Dormitorios,Malvin
3 Dormitorios en Punta Gorda,230000,80.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Palermo,230000,110.0,4 Dormitorios,Palermo
4 Dormitorios en Bella Vista,230000,233.0,4 Dormitorios,Bella Vista
3 Dormitorios en Centro,230000,180.0,3 Dormitorios,Centro
2 Dormitorios en Buceo,230000,,2 Dormitorios,Buceo
Más de 4 dormitorios en Cordon,230000,242.0,Más de 4 dormitorios,Cordon
4 Dormitorios en La Blanqueada,230000,199.0,4 Dormitorios,La Blanqueada
3 Dormitorios en Pocitos,230000,92.0,3 Dormitorios,Pocitos
3 Dormitorios en Cordon,230000,100.0,3 Dormitorios,Cordon
2 Dormitorios en Pocitos,230000,80.0,2 Dormitorios,Pocitos
4 Dormitorios en Bella Vista,230000,230.0,4 Dormitorios,Bella Vista
3 Dormitorios en Carrasco,230000,85.0,3 Dormitorios,Carrasco
3 Dormitorios en Tres Cruces,230000,91.0,3 Dormitorios,Tres Cruces
3 Dormitorios en Parque Batlle,230000,115.0,3 Dormitorios,Parque Batlle
2 Dormitorios en Prado,230000,122.0,2 Dormitorios,Prado
Más de 4 dormitorios en Cerrito,230000,260.0,Más de 4 dormitorios,Cerrito
3 Dormitorios en Brazo Oriental,230000,153.0,3 Dormitorios,Brazo Oriental
3 Dormitorios en Parque Batlle,230000,90.0,3 Dormitorios,Parque Batlle
2 Dormitorios en Tres Cruces,230000,130.0,2 Dormitorios,Tres Cruces
2 Dormitorios en Malvin,230000,145.0,2 Dormitorios,Malvin
4 Dormitorios en Sayago,230000,140.0,4 Dormitorios,Sayago
2 Dormitorios en Cordon,230000,190.0,2 Dormitorios,Cordon
2 Dormitorios en Prado,230000,300.0,2 Dormitorios,Prado
3 Dormitorios en Brazo Oriental,230000,163.0,3 Dormitorios,Brazo Oriental
Más de 4 dormitorios en Capurro,230000,412.0,Más de 4 dormitorios,Capurro
Más de 4 dormitorios en Reducto,230000,184.0,Más de 4 dormitorios,Reducto
4 Dormitorios en B. De Carrasco,230000,130.0,4 Dormitorios,B. De Carrasco
3 Dormitorios en Malvin,230000,73.0,3 Dormitorios,Malvin
3 Dormitorios en Puerto Buceo,230000,100.0,3 Dormitorios,Puerto Buceo
2 Dormitorios en Carrasco Norte,230000,,2 Dormitorios,Carrasco Norte
3 Dormitorios en Cordon,230000,150.0,3 Dormitorios,Cordon
2 Dormitorios en La Blanqueada,230000,,2 Dormitorios,La Blanqueada
4 Dormitorios en Prado,230000,140.0,4 Dormitorios,Prado
Más de 4 dormitorios en Centro,230000,260.0,Más de 4 dormitorios,Centro
3 Dormitorios en Malvin,230000,,3 Dormitorios,Malvin
4 Dormitorios en Parque Batlle,230000,175.0,4 Dormitorios,Parque Batlle
4 Dormitorios en Belvedere,230000,,4 Dormitorios,Belvedere
4 Dormitorios en Cordon,230000,258.0,4 Dormitorios,Cordon
2 Dormitorios en Malvin Norte,230000,162.0,2 Dormitorios,Malvin Norte
2 Dormitorios en Malvin,230000,105.0,2 Dormitorios,Malvin
3 Dormitorios en Carrasco,230000,,3 Dormitorios,Carrasco
2 Dormitorios en Pocitos,230000,,2 Dormitorios,Pocitos
3 Dormitorios en Union,230000,,3 Dormitorios,Union
3 Dormitorios en Goes,230000,150.0,3 Dormitorios,Goes
3 Dormitorios en Brazo Oriental,232000,118.0,3 Dormitorios,Brazo Oriental
4 Dormitorios en Parque Batlle,233000,150.0,4 Dormitorios,Parque Batlle
2 Dormitorios en Aires Puros,234000,200.0,2 Dormitorios,Aires Puros
3 Dormitorios en Atahualpa,235000,,3 Dormitorios,Atahualpa
4 Dormitorios en Brazo Oriental,235000,175.0,4 Dormitorios,Brazo Oriental
3 Dormitorios en Prado,235000,280.0,3 Dormitorios,Prado
3 Dormitorios en Buceo,235000,110.0,3 Dormitorios,Buceo
3 Dormitorios en Atahualpa,235000,86.0,3 Dormitorios,Atahualpa
3 Dormitorios en La Blanqueada,235000,100.0,3 Dormitorios,La Blanqueada
4 Dormitorios en La Blanqueada,235000,130.0,4 Dormitorios,La Blanqueada
3 Dormitorios en Punta Gorda,235000,83.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Sayago,235000,150.0,3 Dormitorios,Sayago
3 Dormitorios en Malvin Norte,235000,,3 Dormitorios,Malvin Norte
Más de 4 dormitorios en Goes,235000,325.0,Más de 4 dormitorios,Goes
3 Dormitorios en Prado,235000,78.0,3 Dormitorios,Prado
3 Dormitorios en Jacinto Vera,235000,114.0,3 Dormitorios,Jacinto Vera
3 Dormitorios en Atahualpa,235000,,3 Dormitorios,Atahualpa
4 Dormitorios en La Blanqueada,235000,189.0,4 Dormitorios,La Blanqueada
3 Dormitorios en Malvin,235000,,3 Dormitorios,Malvin
3 Dormitorios en Punta Gorda,235000,100.0,3 Dormitorios,Punta Gorda
Más de 4 dormitorios en Aguada,235000,325.0,Más de 4 dormitorios,Aguada
3 Dormitorios en Prado,235000,150.0,3 Dormitorios,Prado
3 Dormitorios en Buceo,235000,130.0,3 Dormitorios,Buceo
3 Dormitorios en Buceo,235000,140.0,3 Dormitorios,Buceo
3 Dormitorios en Brazo Oriental,235000,170.0,3 Dormitorios,Brazo Oriental
3 Dormitorios en Parque Batlle,235000,130.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Tres Cruces,235000,240.0,Más de 4 dormitorios,Tres Cruces
3 Dormitorios en Union,235000,190.0,3 Dormitorios,Union
4 Dormitorios en Tres Cruces,235000,170.0,4 Dormitorios,Tres Cruces
3 Dormitorios en Malvin,235000,83.0,3 Dormitorios,Malvin
3 Dormitorios en Malvin,235000,90.0,3 Dormitorios,Malvin
4 Dormitorios en La Blanqueada,235000,160.0,4 Dormitorios,La Blanqueada
2 Dormitorios en Punta Gorda,235000,90.0,2 Dormitorios,Punta Gorda
4 Dormitorios en La Blanqueada,235000,160.0,4 Dormitorios,La Blanqueada
Más de 4 dormitorios en La Comercial,235000,325.0,Más de 4 dormitorios,La Comercial
3 Dormitorios en Cordon,235000,,3 Dormitorios,Cordon
3 Dormitorios en Atahualpa,235000,76.0,3 Dormitorios,Atahualpa
4 Dormitorios en Malvin,235000,128.0,4 Dormitorios,Malvin
4 Dormitorios en La Blanqueada,235000,124.0,4 Dormitorios,La Blanqueada
Más de 4 dormitorios en Parque Rodo,235000,85.0,Más de 4 dormitorios,Parque Rodo
Más de 4 dormitorios en Aguada,235000,325.0,Más de 4 dormitorios,Aguada
3 Dormitorios en Tres Cruces,237000,135.0,3 Dormitorios,Tres Cruces
4 Dormitorios en Nuevo Paris,237000,115.0,4 Dormitorios,Nuevo Paris
3 Dormitorios en Parque Miramar,238000,80.0,3 Dormitorios,Parque Miramar
2 Dormitorios en Malvin,238000,60.0,2 Dormitorios,Malvin
2 Dormitorios en Parque Rodo,238000,102.0,2 Dormitorios,Parque Rodo
3 Dormitorios en La Blanqueada,238000,94.0,3 Dormitorios,La Blanqueada
Más de 4 dormitorios en Union,238000,220.0,Más de 4 dormitorios,Union
3 Dormitorios en Malvin Norte,238000,124.0,3 Dormitorios,Malvin Norte
4 Dormitorios en Tres Cruces,238000,,4 Dormitorios,Tres Cruces
Más de 4 dormitorios en Union,238000,220.0,Más de 4 dormitorios,Union
2 Dormitorios en La Blanqueada,238000,120.0,2 Dormitorios,La Blanqueada
3 Dormitorios en La Blanqueada,239000,107.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Palermo,239000,138.0,3 Dormitorios,Palermo
3 Dormitorios en Villa Dolores,239000,154.0,3 Dormitorios,Villa Dolores
3 Dormitorios en Palermo,239000,145.0,3 Dormitorios,Palermo
3 Dormitorios en Prado,239000,125.0,3 Dormitorios,Prado
3 Dormitorios en Parque Batlle,239000,,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Palermo,239000,130.0,Más de 4 dormitorios,Palermo
4 Dormitorios en Palermo,239000,140.0,4 Dormitorios,Palermo
3 Dormitorios en Pocitos,239000,154.0,3 Dormitorios,Pocitos
3 Dormitorios en Parque Batlle,239000,154.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Parque Batlle,239000,154.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Buceo,240000,130.0,3 Dormitorios,Buceo
Más de 4 dormitorios en Union,240000,170.0,Más de 4 dormitorios,Union
3 Dormitorios en Malvin Norte,240000,220.0,3 Dormitorios,Malvin Norte
4 Dormitorios en Brazo Oriental,240000,248.0,4 Dormitorios,Brazo Oriental
4 Dormitorios en Jacinto Vera,240000,140.0,4 Dormitorios,Jacinto Vera
2 Dormitorios en Carrasco,240000,140.0,2 Dormitorios,Carrasco
3 Dormitorios en Malvin,240000,99.0,3 Dormitorios,Malvin
3 Dormitorios en Punta Gorda,240000,99.0,3 Dormitorios,Punta Gorda
2 Dormitorios en Malvin,240000,85.0,2 Dormitorios,Malvin
1 Ambiente en La Blanqueada,240000,137.0,1 Ambiente,La Blanqueada
3 Dormitorios en Sayago,240000,268.0,3 Dormitorios,Sayago
3 Dormitorios en Buceo,240000,32.0,3 Dormitorios,Buceo
3 Dormitorios en Reducto,240000,130.0,3 Dormitorios,Reducto
3 Dormitorios en Malvin,240000,80.0,3 Dormitorios,Malvin
3 Dormitorios en Carrasco Norte,240000,120.0,3 Dormitorios,Carrasco Norte
2 Dormitorios en Malvin,240000,,2 Dormitorios,Malvin
Más de 4 dormitorios en Tres Cruces,240000,147.0,Más de 4 dormitorios,Tres Cruces
3 Dormitorios en Buceo,240000,116.0,3 Dormitorios,Buceo
Más de 4 dormitorios en Parque Batlle,240000,112.0,Más de 4 dormitorios,Parque Batlle
2 Dormitorios en Buceo,240000,105.0,2 Dormitorios,Buceo
2 Dormitorios en Parque Batlle,240000,86.0,2 Dormitorios,Parque Batlle
2 Dormitorios en Malvin,240000,74.0,2 Dormitorios,Malvin
3 Dormitorios en Buceo,240000,130.0,3 Dormitorios,Buceo
4 Dormitorios en Maroñas,240000,,4 Dormitorios,Maroñas
3 Dormitorios en Cordon,240000,131.0,3 Dormitorios,Cordon
Más de 4 dormitorios en Bella Vista,240000,198.0,Más de 4 dormitorios,Bella Vista
4 Dormitorios en Melilla,240000,160.0,4 Dormitorios,Melilla
3 Dormitorios en Cordon,240000,86.0,3 Dormitorios,Cordon
Más de 4 dormitorios en Malvin Norte,240000,165.0,Más de 4 dormitorios,Malvin Norte
3 Dormitorios en La Blanqueada,240000,200.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Parque Batlle,240000,132.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Bella Vista,240000,165.0,Más de 4 dormitorios,Bella Vista
3 Dormitorios en Parque Rodo,240000,100.0,3 Dormitorios,Parque Rodo
3 Dormitorios en Buceo,240000,159.0,3 Dormitorios,Buceo
Más de 4 dormitorios en Parque Batlle,240000,147.0,Más de 4 dormitorios,Parque Batlle
3 Dormitorios en Parque Batlle,240000,130.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Jacinto Vera,240000,100.0,3 Dormitorios,Jacinto Vera
3 Dormitorios en La Comercial,240000,180.0,3 Dormitorios,La Comercial
3 Dormitorios en Brazo Oriental,240000,280.0,3 Dormitorios,Brazo Oriental
4 Dormitorios en La Comercial,240000,210.0,4 Dormitorios,La Comercial
4 Dormitorios en Tres Cruces,240000,,4 Dormitorios,Tres Cruces
2 Dormitorios en Pocitos,240000,115.0,2 Dormitorios,Pocitos
2 Dormitorios en Buceo,240000,200.0,2 Dormitorios,Buceo
3 Dormitorios en Brazo Oriental,240000,107.0,3 Dormitorios,Brazo Oriental
4 Dormitorios en Prado,240000,,4 Dormitorios,Prado
2 Dormitorios en Carrasco,240000,71.0,2 Dormitorios,Carrasco
Más de 4 dormitorios en Tres Cruces,240000,112.0,Más de 4 dormitorios,Tres Cruces
3 Dormitorios en Prado,240000,125.0,3 Dormitorios,Prado
2 Dormitorios en Buceo,240000,105.0,2 Dormitorios,Buceo
Más de 4 dormitorios en Prado,240000,130.0,Más de 4 dormitorios,Prado
2 Dormitorios en Puerto Buceo,240000,70.0,2 Dormitorios,Puerto Buceo
3 Dormitorios en Brazo Oriental,240000,200.0,3 Dormitorios,Brazo Oriental
2 Dormitorios en Punta Carretas,240000,65.0,2 Dormitorios,Punta Carretas
4 Dormitorios en Cordon,240000,,4 Dormitorios,Cordon
2 Dormitorios en Punta Carretas,240000,86.0,2 Dormitorios,Punta Carretas
Más de 4 dormitorios en La Blanqueada,240000,,Más de 4 dormitorios,La Blanqueada
2 Dormitorios en Pocitos,240000,115.0,2 Dormitorios,Pocitos
4 Dormitorios en Parque Batlle,240000,,4 Dormitorios,Parque Batlle
3 Dormitorios en Jacinto Vera,240000,120.0,3 Dormitorios,Jacinto Vera
3 Dormitorios en Parque Batlle,240000,130.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Union,240000,75.0,3 Dormitorios,Union
2 Dormitorios en La Blanqueada,245000,,2 Dormitorios,La Blanqueada
4 Dormitorios en Prado,245000,213.0,4 Dormitorios,Prado
3 Dormitorios en Carrasco,245000,117.0,3 Dormitorios,Carrasco
3 Dormitorios en La Blanqueada,245000,109.0,3 Dormitorios,La Blanqueada
4 Dormitorios en Tres Cruces,245000,200.0,4 Dormitorios,Tres Cruces
3 Dormitorios en Prado,245000,70.0,3 Dormitorios,Prado
3 Dormitorios en Nuevo Paris,245000,240.0,3 Dormitorios,Nuevo Paris
Más de 4 dormitorios en Sayago,245000,182.0,Más de 4 dormitorios,Sayago
3 Dormitorios en Buceo,245000,220.0,3 Dormitorios,Buceo
3 Dormitorios en Buceo,245000,220.0,3 Dormitorios,Buceo
3 Dormitorios en Parque Batlle,245000,110.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Cordon,245000,100.0,3 Dormitorios,Cordon
3 Dormitorios en Carrasco,245000,97.0,3 Dormitorios,Carrasco
3 Dormitorios en Pocitos,245000,136.0,3 Dormitorios,Pocitos
3 Dormitorios en Buceo,245000,135.0,3 Dormitorios,Buceo
3 Dormitorios en Buceo,245000,,3 Dormitorios,Buceo
3 Dormitorios en Parque Batlle,245000,220.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Carrasco Norte,245000,117.0,3 Dormitorios,Carrasco Norte
2 Dormitorios en Pocitos,245000,,2 Dormitorios,Pocitos
3 Dormitorios en Malvin,245000,160.0,3 Dormitorios,Malvin
3 Dormitorios en Punta Carretas,245000,75.0,3 Dormitorios,Punta Carretas
3 Dormitorios en La Blanqueada,245000,135.0,3 Dormitorios,La Blanqueada
4 Dormitorios en Malvin,245000,110.0,4 Dormitorios,Malvin
4 Dormitorios en La Comercial,245000,200.0,4 Dormitorios,La Comercial
3 Dormitorios en Brazo Oriental,245000,110.0,3 Dormitorios,Brazo Oriental
4 Dormitorios en Prado,245000,122.0,4 Dormitorios,Prado
4 Dormitorios en Parque Rodo,245000,148.0,4 Dormitorios,Parque Rodo
3 Dormitorios en Prado,245000,250.0,3 Dormitorios,Prado
3 Dormitorios en Buceo,245000,108.0,3 Dormitorios,Buceo
3 Dormitorios en Otro,245000,136.0,3 Dormitorios,Otro
3 Dormitorios en Punta Gorda,245000,80.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Pocitos,245000,230.0,3 Dormitorios,Pocitos
3 Dormitorios en Buceo,245000,180.0,3 Dormitorios,Buceo
3 Dormitorios en Pocitos,245000,87.0,3 Dormitorios,Pocitos
4 Dormitorios en Tres Cruces,245000,200.0,4 Dormitorios,Tres Cruces
3 Dormitorios en Buceo,245000,90.0,3 Dormitorios,Buceo
3 Dormitorios en Tres Cruces,245000,150.0,3 Dormitorios,Tres Cruces
3 Dormitorios en Buceo,245000,200.0,3 Dormitorios,Buceo
3 Dormitorios en Parque Batlle,246000,160.0,3 Dormitorios,Parque Batlle
2 Dormitorios en Prado,247000,95.0,2 Dormitorios,Prado
3 Dormitorios en La Blanqueada,248000,125.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Cordon,248000,152.0,3 Dormitorios,Cordon
Más de 4 dormitorios en Palermo,248000,,Más de 4 dormitorios,Palermo
4 Dormitorios en Ciudad Vieja,248000,160.0,4 Dormitorios,Ciudad Vieja
Más de 4 dormitorios en Reducto,249000,204.0,Más de 4 dormitorios,Reducto
2 Dormitorios en Carrasco,249000,160.0,2 Dormitorios,Carrasco
2 Dormitorios en La Blanqueada,249000,80.0,2 Dormitorios,La Blanqueada
2 Dormitorios en Sayago,249000,,2 Dormitorios,Sayago
3 Dormitorios en Malvin,249000,230.0,3 Dormitorios,Malvin
Más de 4 dormitorios en Carrasco Norte,249000,120.0,Más de 4 dormitorios,Carrasco Norte
3 Dormitorios en Cordon,250000,260.0,3 Dormitorios,Cordon
3 Dormitorios en Villa Española,250000,,3 Dormitorios,Villa Española
2 Dormitorios en Aguada,250000,110.0,2 Dormitorios,Aguada
1 Ambiente en Carrasco Norte,250000,130.0,1 Ambiente,Carrasco Norte
3 Dormitorios en Parque Batlle,250000,120.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Cordon,250000,234.0,Más de 4 dormitorios,Cordon
2 Dormitorios en Cordon,250000,220.0,2 Dormitorios,Cordon
3 Dormitorios en Parque Batlle,250000,194.0,3 Dormitorios,Parque Batlle
3 Dormitorios en Atahualpa,250000,138.0,3 Dormitorios,Atahualpa
2 Dormitorios en Pocitos,250000,110.0,2 Dormitorios,Pocitos
2 Dormitorios en Buceo,250000,120.0,2 Dormitorios,Buceo
3 Dormitorios en Cordon,250000,128.0,3 Dormitorios,Cordon
2 Dormitorios en La Blanqueada,250000,160.0,2 Dormitorios,La Blanqueada
4 Dormitorios en Ciudad Vieja,250000,246.0,4 Dormitorios,Ciudad Vieja
3 Dormitorios en Cordon,250000,128.0,3 Dormitorios,Cordon
3 Dormitorios en Malvin,250000,150.0,3 Dormitorios,Malvin
3 Dormitorios en Pocitos,250000,190.0,3 Dormitorios,Pocitos
1 Ambiente en Ciudad Vieja,250000,,1 Ambiente,Ciudad Vieja
Más de 4 dormitorios en Centro,250000,200.0,Más de 4 dormitorios,Centro
4 Dormitorios en Maroñas,250000,150.0,4 Dormitorios,Maroñas
2 Dormitorios en Buceo,250000,120.0,2 Dormitorios,Buceo
3 Dormitorios en La Blanqueada,250000,94.0,3 Dormitorios,La Blanqueada
Más de 4 dormitorios en Tres Cruces,250000,242.0,Más de 4 dormitorios,Tres Cruces
2 Dormitorios en Parque Batlle,250000,120.0,2 Dormitorios,Parque Batlle
3 Dormitorios en Prado,250000,163.0,3 Dormitorios,Prado
3 Dormitorios en Capurro,250000,400.0,3 Dormitorios,Capurro
4 Dormitorios en Prado,250000,240.0,4 Dormitorios,Prado
4 Dormitorios en Parque Rodo,250000,197.0,4 Dormitorios,Parque Rodo
2 Dormitorios en Buceo,250000,70.0,2 Dormitorios,Buceo
4 Dormitorios en Prado,250000,130.0,4 Dormitorios,Prado
2 Dormitorios en Parque Batlle,250000,100.0,2 Dormitorios,Parque Batlle
3 Dormitorios en Prado,250000,180.0,3 Dormitorios,Prado
3 Dormitorios en Carrasco,250000,130.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Buceo,250000,138.0,Más de 4 dormitorios,Buceo
3 Dormitorios en Prado,250000,400.0,3 Dormitorios,Prado
4 Dormitorios en Pocitos,250000,120.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Ciudad Vieja,250000,400.0,Más de 4 dormitorios,Ciudad Vieja
3 Dormitorios en Colon,250000,500.0,3 Dormitorios,Colon
Más de 4 dormitorios en Brazo Oriental,250000,252.0,Más de 4 dormitorios,Brazo Oriental
3 Dormitorios en Prado,250000,400.0,3 Dormitorios,Prado
3 Dormitorios en La Teja,250000,400.0,3 Dormitorios,La Teja
Más de 4 dormitorios en Centro,250000,194.0,Más de 4 dormitorios,Centro
Más de 4 dormitorios en Paso De La Arena,250000,220.0,Más de 4 dormitorios,Paso De La Arena
2 Dormitorios en Villa Dolores,250000,120.0,2 Dormitorios,Villa Dolores
2 Dormitorios en Brazo Oriental,250000,329.0,2 Dormitorios,Brazo Oriental
3 Dormitorios en Parque Batlle,250000,148.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Ciudad Vieja,250000,658.0,Más de 4 dormitorios,Ciudad Vieja
Más de 4 dormitorios en Cordon,250000,208.0,Más de 4 dormitorios,Cordon
3 Dormitorios en Prado,250000,180.0,3 Dormitorios,Prado
4 Dormitorios en Atahualpa,250000,272.0,4 Dormitorios,Atahualpa
3 Dormitorios en Colon,250000,100.0,3 Dormitorios,Colon
3 Dormitorios en Atahualpa,250000,100.0,3 Dormitorios,Atahualpa
Más de 4 dormitorios en Aires Puros,250000,218.0,Más de 4 dormitorios,Aires Puros
2 Dormitorios en La Blanqueada,250000,118.0,2 Dormitorios,La Blanqueada
Más de 4 dormitorios en Bella Vista,250000,228.0,Más de 4 dormitorios,Bella Vista
Más de 4 dormitorios en Palermo,250000,240.0,Más de 4 dormitorios,Palermo
1 Ambiente en Buceo,250000,120.0,1 Ambiente,Buceo
Más de 4 dormitorios en Sayago,250000,144.0,Más de 4 dormitorios,Sayago
Más de 4 dormitorios en Centro,250000,,Más de 4 dormitorios,Centro
Más de 4 dormitorios en Pocitos,250000,183.0,Más de 4 dormitorios,Pocitos
3 Dormitorios en La Blanqueada,250000,130.0,3 Dormitorios,La Blanqueada
3 Dormitorios en Bella Vista,250000,400.0,3 Dormitorios,Bella Vista
2 Dormitorios en Malvin,250000,140.0,2 Dormitorios,Malvin
3 Dormitorios en Cordon,250000,210.0,3 Dormitorios,Cordon
3 Dormitorios en Parque Batlle,250000,,3 Dormitorios,Parque Batlle
4 Dormitorios en La Comercial,250000,179.0,4 Dormitorios,La Comercial
3 Dormitorios en La Blanqueada,250000,120.0,3 Dormitorios,La Blanqueada
4 Dormitorios en Colon,250000,173.0,4 Dormitorios,Colon
Más de 4 dormitorios en Tres Cruces,250000,297.0,Más de 4 dormitorios,Tres Cruces
Más de 4 dormitorios en Centro,250000,200.0,Más de 4 dormitorios,Centro
Más de 4 dormitorios en Carrasco,250000,138.0,Más de 4 dormitorios,Carrasco
Más de 4 dormitorios en Centro,250000,,Más de 4 dormitorios,Centro
3 Dormitorios en Otro,250000,400.0,3 Dormitorios,Otro
3 Dormitorios en Malvin,250000,155.0,3 Dormitorios,Malvin
1 Ambiente en Malvin Norte,250000,,1 Ambiente,Malvin Norte
4 Dormitorios en Buceo,250000,200.0,4 Dormitorios,Buceo
3 Dormitorios en Colon,250000,200.0,3 Dormitorios,Colon
Más de 4 dormitorios en Punta Gorda,250000,138.0,Más de 4 dormitorios,Punta Gorda
4 Dormitorios en Pocitos,250000,183.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Cordon,250000,232.0,Más de 4 dormitorios,Cordon
2 Dormitorios en Union,250000,125.0,2 Dormitorios,Union
4 Dormitorios en Sayago,250000,227.0,4 Dormitorios,Sayago
4 Dormitorios en Sayago,250000,,4 Dormitorios,Sayago
3 Dormitorios en Cordon,250000,126.0,3 Dormitorios,Cordon
3 Dormitorios en Cordon,250000,210.0,3 Dormitorios,Cordon
4 Dormitorios en Pocitos,250000,112.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Malvin,250000,138.0,Más de 4 dormitorios,Malvin
4 Dormitorios en Palermo,250000,162.0,4 Dormitorios,Palermo
3 Dormitorios en Brazo Oriental,250000,80.0,3 Dormitorios,Brazo Oriental
3 Dormitorios en Pocitos,250000,121.0,3 Dormitorios,Pocitos
3 Dormitorios en Prado,250000,160.0,3 Dormitorios,Prado
4 Dormitorios en Belvedere,250000,488.0,4 Dormitorios,Belvedere
3 Dormitorios en Paso Molino,250000,400.0,3 Dormitorios,Paso Molino
3 Dormitorios en Malvin,250000,200.0,3 Dormitorios,Malvin
3 Dormitorios en Cordon,250000,126.0,3 Dormitorios,Cordon
3 Dormitorios en Reducto,250000,400.0,3 Dormitorios,Reducto
3 Dormitorios en Parque Batlle,250000,180.0,3 Dormitorios,Parque Batlle
2 Dormitorios en Malvin Norte,250000,301.0,2 Dormitorios,Malvin Norte
1 Ambiente en Parque Batlle,250000,120.0,1 Ambiente,Parque Batlle
2 Dormitorios en Goes,250000,110.0,2 Dormitorios,Goes
Más de 4 dormitorios en Cordon,250000,130.0,Más de 4 dormitorios,Cordon
3 Dormitorios en La Blanqueada,250000,105.0,3 Dormitorios,La Blanqueada
4 Dormitorios en Parque Batlle,250000,213.0,4 Dormitorios,Parque Batlle
Más de 4 dormitorios en Cordon,252000,,Más de 4 dormitorios,Cordon
Más de 4 dormitorios en Centro,254000,142.0,Más de 4 dormitorios,Centro
