desc,valor,url,lat,lng
3 Dormitorios,U$S 305.000,https://www.gallito.com.uy/en-rincã³n-del-indio-3-dormitorios-parrillero-piscina-m-inmuebles-20086803,,
4 Dormitorios,U$S 307.000,https://www.gallito.com.uy/casa-en-golf-4-dormitorios-inmuebles-18265456,,
Más de 4 dormitorios,U$S 308.000,https://www.gallito.com.uy/casa-en-cantegril-5-dormitorios-inmuebles-17598090,,
3 Dormitorios - 200 m2,U$S 309.999,https://www.gallito.com.uy/oportunidad-excelente-casa-en-punta-del-este-inmuebles-19998109,-34.9356,-54.95184
3 Dormitorios,U$S 310.000,https://www.gallito.com.uy/casa-en-venta-en-la-barra-punta-del-este-inmuebles-18613478,,
3 Dormitorios - 220 m2,U$S 310.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-punta-del-este-1995-inmuebles-16909272,-34.92302,-54.93582
3 Dormitorios,U$S 310.000,https://www.gallito.com.uy/venta-casa-en-la-barra-3-dormitorios-3-baã±os-2-en-suite-inmuebles-17644708,,
3 Dormitorios,U$S 310.000,https://www.gallito.com.uy/casa-en-la-barra-inmuebles-19848180,,
4 Dormitorios,U$S 310.000,https://www.gallito.com.uy/casa-en-punta-del-este-inmuebles-19110016,,
2 Dormitorios,U$S 310.000,https://www.gallito.com.uy/casa-en-cantegril-2-dormitorios-inmuebles-19765855,,
3 Dormitorios,U$S 310.000,https://www.gallito.com.uy/venta-de-casa-de-3-dormitorios-en-la-barra-punta-del-este-inmuebles-19534141,,
2 Dormitorios,U$S 310.000,https://www.gallito.com.uy/casa-en-punta-del-este-peninsula-agropunta-inmobiliaria-inmuebles-17597952,,
3 Dormitorios - 200 m2,U$S 310.000,https://www.gallito.com.uy/casa-en-san-rafael-punta-del-este-ref-3580-inmuebles-19121926,,
3 Dormitorios,U$S 310.000,https://www.gallito.com.uy/venta-casa-en-la-barra-3-dormitorios-3-baã±os-2-en-suite-inmuebles-18437054,,
4 Dormitorios,U$S 310.000,https://www.gallito.com.uy/la-barra-inmuebles-20146036,-34.955,-54.971
4 Dormitorios - 200 m2,U$S 310.000,https://www.gallito.com.uy/casa-en-pinares-punta-del-este-ref-3809-inmuebles-19654898,-34.915,-54.97013
3 Dormitorios,U$S 310.000,https://www.gallito.com.uy/casa-en-venta-en-la-barra-punta-del-este-inmuebles-18803497,-34.91265,-54.85562
Más de 4 dormitorios - 120 m2,U$S 312.000,https://www.gallito.com.uy/4-dormitorios-mansa-punta-del-este-inmuebles-19872939,-34.93114,-54.95049
4 Dormitorios,U$S 315.000,https://www.gallito.com.uy/ideal-para-vivir-todo-el-aã±o-inmuebles-20105610,-34.92829,-54.93123
3 Dormitorios,U$S 315.000,https://www.gallito.com.uy/chalet-en-playa-mansa-inmuebles-19066751,-34.95077,-54.93505
4 Dormitorios,U$S 315.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-19386253,,
4 Dormitorios,U$S 315.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-inmuebles-19599996,,
3 Dormitorios,U$S 315.000,https://www.gallito.com.uy/chalet-en-playa-mansa-inmuebles-19799663,-34.95077,-54.93505
3 Dormitorios,U$S 315.000,https://www.gallito.com.uy/en-zona-residencial-inmuebles-18265462,,
4 Dormitorios,U$S 315.000,https://www.gallito.com.uy/excelente-propiedad-en-beverly-hills-inmuebles-18391834,,
4 Dormitorios,U$S 315.000,https://www.gallito.com.uy/excelente-oportunidad-en-caracoles-inmuebles-19130193,-34.955,-54.971
4 Dormitorios - 180 m2,U$S 315.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-16908771,-34.918,-54.97659
3 Dormitorios,U$S 315.000,https://www.gallito.com.uy/venta-casa-en-la-barra-3-dormitorios-inmuebles-17652692,,
1 Ambiente - 1 m2,U$S 315.000,https://www.gallito.com.uy/venta-de-casa-en-peninsula-punta-del-este-inmuebles-17346189,-34.96418,-54.94326
3 Dormitorios,U$S 315.000,https://www.gallito.com.uy/chalet-en-playa-mansa-inmuebles-18264812,-34.95077,-54.93505
3 Dormitorios,U$S 315.000,https://www.gallito.com.uy/chalet-en-playa-mansa-inmuebles-19896966,-34.95077,-54.93505
3 Dormitorios - 259 m2,U$S 315.000,https://www.gallito.com.uy/casa-en-punta-del-este-ref-3675-inmuebles-19288892,-34.92446,-54.91101
3 Dormitorios,U$S 316.000,https://www.gallito.com.uy/casa-en-punta-del-este-mansa-inmuebles-20051902,-34.91602,-54.96039
3 Dormitorios,U$S 318.000,https://www.gallito.com.uy/casa-en-la-barra-3-dormitorios-inmuebles-17598111,,
4 Dormitorios,U$S 319.000,https://www.gallito.com.uy/casa-en-rincã³n-del-indio-4-dormitorios-con-piscina-inmuebles-19063333,,
4 Dormitorios,U$S 319.000,https://www.gallito.com.uy/excelente-propiedad-en-mansa-inmuebles-17652614,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-inmuebles-16395085,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-jardines-de-cordoba-punta-del-este-3-dormi-inmuebles-19978881,,
4 Dormitorios - 222 m2,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-ref-3503-inmuebles-18906939,-34.92,-54.94026
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-con-un-entorno-donde-prima-la-natuaraleza-precioso-ja-inmuebles-15656986,-34.92088,-54.93578
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-en-la-barra-inmuebles-19713284,-34.955,-54.971
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-17399949,,
3 Dormitorios - 140 m2,U$S 320.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-pinares-punta-del-este-inmuebles-18954431,-34.91146,-54.99526
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/quincho-en-mansa-parada-15-en-venta-inmuebles-19618047,,
Más de 4 dormitorios,U$S 320.000,https://www.gallito.com.uy/oportunidad-3-casas-en-un-mismo-padron-inmuebles-19200571,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/quincho-en-mansa-parada-15-en-venta-inmuebles-19832769,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-cantegril-3-dormitorios-inmuebles-19896101,-34.92642,-54.94494
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/tu-prã³xima-casa-en-playa-mansa-inmuebles-20036531,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/tu-prã³xima-casa-en-playa-mansa-inmuebles-19173438,,
Más de 4 dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-para-reciclar-o-demoler-apta-12-metros-altura-inmuebles-20107809,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/quincho-en-mansa-parada-15-en-venta-inmuebles-19173468,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-con-parrilla-y-garage-inmuebles-18755561,,
3 Dormitorios - 150 m2,U$S 320.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-pinares-ref-3987-inmuebles-20109156,-34.915,-54.97013
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-19480663,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-16396088,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/venta-cã³moda-casa-en-barrio-jardines-de-cã³rdoba-inmuebles-17950546,,
Más de 4 dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-punta-del-este-inmuebles-18034868,-34.93543,-54.95073
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-19480687,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-en-cantegril-inmuebles-19344524,-34.955,-54.971
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-zona-cantegril-inmuebles-20146344,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-3-dormitorios-rincãn-del-indio-punta-del-este-inmuebles-16906036,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-la-barra-inmuebles-19890368,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-de-excelente-construccion-en-parada-8-punta-del-este-inmuebles-17950525,,
Más de 4 dormitorios - 189 m2,U$S 320.000,https://www.gallito.com.uy/casa-punta-del-este-inmuebles-20097458,-34.94101,-54.94349
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-playa-mansa-inmuebles-19894887,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-en-mansa-punta-del-este-inmuebles-19427344,,
4 Dormitorios - 225 m2,U$S 320.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-en-jardines-de-cordoba-1254-inmuebles-16908885,-34.92302,-54.93582
4 Dormitorios - 170 m2,U$S 320.000,https://www.gallito.com.uy/casa-en-punta-del-este-pinares-del-este-inmuebles-19641193,-34.9078,-54.99379
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/venta-de-casas-en-zona-de-la-mansa-inmuebles-19149543,,
Más de 4 dormitorios,U$S 320.000,https://www.gallito.com.uy/oportunidad-3-casas-en-un-mismo-padron-inmuebles-19200123,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/quincho-en-mansa-parada-15-en-venta-inmuebles-19832802,,
4 Dormitorios - 210 m2,U$S 320.000,https://www.gallito.com.uy/venta-casa-san-rafael-4-dormitorios-punta-shopping-inmuebles-18086362,-34.93658,-54.91989
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/muy-linda-casa-ubicada-en-el-club-de-la-barra-inmuebles-17644809,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/hermosa-casa-en-marly-inmuebles-18901516,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-lugano-inmuebles-19895594,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-punta-del-este-mansa-nicolas-de-modena-ref4087-inmuebles-19422250,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-19610912,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/3-dormitorios-arcobaleno-inmuebles-19872162,-34.92784,-54.95396
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-rincã³n-del-indio-punta-del-este-3-dormito-inmuebles-20108555,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/a-150-metros-del-mar-en-rincon-del-indio-inmuebles-18176201,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-de-4-dormitorios-en-brava-punta-del-este-inmuebles-19879425,-34.955,-54.971
3 Dormitorios - 140 m2,U$S 320.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-barrio-cã³rdoba-punta-del-inmuebles-16953348,-34.92,-54.94026
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/quincho-reciclado-en-mansa-inmuebles-20135067,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-17399976,,
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-20108440,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/amplio-chalet-inmuebles-18112097,,
4 Dormitorios - 150 m2,U$S 320.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-en-pinares-punta-del-este-inmuebles-18707239,-34.91146,-54.99526
3 Dormitorios,U$S 320.000,https://www.gallito.com.uy/muy-linda-casa-en-un-entorno-super-agradable-inmuebles-20122558,,
4 Dormitorios,U$S 320.000,https://www.gallito.com.uy/quincho-en-mansa-parada-15-en-venta-inmuebles-20078306,,
3 Dormitorios,U$S 321.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baãos-inmuebles-20032967,,
3 Dormitorios,U$S 321.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baãos-inmuebles-19048425,,
3 Dormitorios,U$S 321.000,https://www.gallito.com.uy/hermosa-casa-en-san-rafael-inmuebles-19879292,,
3 Dormitorios,U$S 321.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baãos-inmuebles-19896807,,
3 Dormitorios,U$S 321.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baãos-inmuebles-20032970,,
3 Dormitorios,U$S 321.000,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baãos-inmuebles-18649933,,
2 Dormitorios,U$S 324.000,https://www.gallito.com.uy/chalet-a-pasos-de-playa-mansa-y-la-penã­nsula-inmuebles-18265582,,
3 Dormitorios - 164 m2,U$S 325.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-manantiales-punta-del-est-inmuebles-18571474,-34.90385,-54.82962
3 Dormitorios,U$S 325.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-17960129,,
Más de 4 dormitorios,U$S 325.000,https://www.gallito.com.uy/casa-en-mansa-a-pasos-del-mar-inmuebles-19093877,,
4 Dormitorios,U$S 325.000,https://www.gallito.com.uy/zona-lugano-muy-buena-casa-comoda-y-confortable-inmuebles-18392089,,
4 Dormitorios - 189 m2,U$S 325.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-en-playa-mansa-ref-2849-inmuebles-17613957,-34.918,-54.97659
3 Dormitorios,U$S 325.000,https://www.gallito.com.uy/casa-en-montoya-3-dormitorios-inmuebles-18205147,,
Más de 4 dormitorios,U$S 325.000,https://www.gallito.com.uy/casa-en-mansa-a-pasos-del-mar-inmuebles-19093879,,
3 Dormitorios - 225 m2,U$S 329.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-beverly-hills-ref-2697-inmuebles-17320549,-34.92947,-54.92402
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-muy-linda-en-mansa-inmuebles-19576716,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-la-barra-3-dormitorios-inmuebles-16395924,,
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-17399954,,
3 Dormitorios - 80 m2,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-16908364,-34.93688,-54.92815
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/amplia-casa-sobre-parada-36-de-camino-a-la-laguna-inmuebles-19284587,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-cantegril-punta-del-este-inmuebles-19350980,,
3 Dormitorios - 193 m2,U$S 330.000,https://www.gallito.com.uy/venta-casa-playa-mansa-punta-del-este-parada-11-inmuebles-18437205,-34.918,-54.97659
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-mansa-4-dormitorios-inmuebles-19480691,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-deauville-punta-del-este-inmuebles-20109480,,
3 Dormitorios - 197 m2,U$S 330.000,https://www.gallito.com.uy/casa-en-jardines-de-cordoba-3-dormitorios-inmuebles-18073918,-34.91937,-54.93887
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/mansa-casa-a-metros-del-mar-inmuebles-18392054,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-montoya-inmuebles-19951845,,
3 Dormitorios - 137 m2,U$S 330.000,https://www.gallito.com.uy/venta-de-casa-punta-del-este-inmuebles-19121939,-34.92251,-54.94889
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-en-venta-inmuebles-19894626,,
4 Dormitorios - 140 m2,U$S 330.000,https://www.gallito.com.uy/venta-de-casa-4-dormitorios-punta-del-este-ref-1473-inmuebles-17464145,-34.93556,-54.92525
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-cantegril-inmuebles-19308704,,
2 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-playa-mansa-inmuebles-19851448,,
4 Dormitorios - 153 m2,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-jardines-de-cordoba-inmuebles-15223848,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/venta-de-casa-de-3-dormitorios-en-golf-punta-del-este-inmuebles-20090371,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/golf-totalmente-reciclada-con-3-dormitorios-y-dep-de-ser-inmuebles-19813005,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-en-la-barra-inmuebles-19707741,-34.955,-54.971
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-a-metros-del-mar-inmuebles-17764897,-34.9307,-54.94933
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/venta-moderno-chalet-de-tres-dormitorios-inmuebles-19648889,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-cantegril-3-dormitorios-inmuebles-19765883,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/chalet-reciclado-inmuebles-19011184,,
2 Dormitorios,U$S 330.000,https://www.gallito.com.uy/hermosa-casa-en-cantegril-inmuebles-20117526,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-de-buena-construcciã³n-ideal-para-todo-el-aã±o-inmuebles-20078489,,
Más de 4 dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-mansa-inmuebles-19827386,-34.94081,-54.94333
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-cantegril-inmuebles-20110408,,
2 Dormitorios - 167 m2,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-punta-del-este-playa-mansa-inmuebles-19609949,,
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/buena-casa-en-jardines-de-cordoba-inmuebles-19200138,,
Más de 4 dormitorios - 230 m2,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-en-rincon-del-indio-ref-3818-inmuebles-20045968,-34.92191,-54.89375
2 Dormitorios,U$S 330.000,https://www.gallito.com.uy/la-residence-excelente-oportunidad-inmuebles-20139607,-34.955,-54.971
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-cantegril-3-dormitorios-inmuebles-19765915,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/espectacular-casa-a-tan-solo-1-cuadra-del-mar-inmuebles-19890660,,
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-mansa-inmuebles-20144049,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-venta-la-barra-inmuebles-19895586,,
3 Dormitorios - 165 m2,U$S 330.000,https://www.gallito.com.uy/casa-3-dormitorios-en-golf-punta-del-este-ref-3950-inmuebles-20040448,-34.93632,-54.93778
4 Dormitorios - 160 m2,U$S 330.000,https://www.gallito.com.uy/4-dormitorios-av-alonzo-perez-inmuebles-18683988,-34.9326,-54.92123
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-cantegril-inmuebles-19895467,,
2 Dormitorios - 110 m2,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-ref-3029-inmuebles-18007937,-34.918,-54.97659
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-golf-punta-del-este-inmuebles-19957213,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-rincã³n-del-indio-3-dormitorios-inmuebles-17598094,,
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-muy-linda-en-mansa-inmuebles-18834121,,
2 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-punta-del-este-peninsula-rosa-bosso-inmobiliaria-inmuebles-17566180,,
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-a-2-cuadras-del-mar-inmuebles-20040310,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/la-barra-en-alquiler-y-venta-inmuebles-19890608,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/a-estrenar-en-montoya-inmuebles-18612543,-34.90974,-54.84977
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-de-buena-construcciã³n-ideal-para-todo-el-aã±o-inmuebles-19066899,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/casa-en-cantegril-3-dormitorios-inmuebles-20109928,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/venta-de-casa-en-la-barra-3-dormitorios-inmuebles-19708089,,
4 Dormitorios,U$S 330.000,https://www.gallito.com.uy/excelente-oportunidad-inmuebles-19729023,,
3 Dormitorios,U$S 330.000,https://www.gallito.com.uy/venta-de-casa-de-3-dormitorios-en-mansa-punta-del-este-inmuebles-19646445,,
3 Dormitorios - 197 m2,U$S 330.000,https://www.gallito.com.uy/casa-4-dormitorios-en-venta-jardines-de-cordoba-punta-del-inmuebles-18156883,-34.91792,-54.94123
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/casa-en-venta-golf-3-dormitorios-inmuebles-18862106,-34.93321,-54.91998
4 Dormitorios - 269 m2,U$S 335.000,https://www.gallito.com.uy/casa-en-venta-pinares-4-dormitorios-at2-6310-inmuebles-20037041,-34.90723,-54.99291
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/venta-de-casa-de-3-dormitorios-en-montoya-punta-del-este-inmuebles-19926724,,
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/muy-linda-casa-a-metros-del-mar-inmuebles-18418116,,
2 Dormitorios,U$S 335.000,https://www.gallito.com.uy/casa-en-penã¬nsula-inmuebles-19966936,-34.955,-54.971
3 Dormitorios - 310 m2,U$S 335.000,https://www.gallito.com.uy/3-dormitorios-laureano-alonsoperez-inmuebles-19872254,-34.93297,-54.93264
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/casa-en-venta-y-alquiler-rincã³n-del-indio-punta-del-este-inmuebles-20107959,,
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/venta-casa-en-montoya-3-dormitorios-inmuebles-17644813,,
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/montoya-casa-en-venta-inmuebles-18392611,,
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/casa-en-venta-golf-3-dormitorios-inmuebles-18839016,-34.93321,-54.91998
4 Dormitorios,U$S 335.000,https://www.gallito.com.uy/casa-en-venta-montoya-inmuebles-19894449,,
3 Dormitorios,U$S 335.000,https://www.gallito.com.uy/lindisima-a-casa-en-venta-a-pasos-de-la-playa-en-montoya-inmuebles-20110242,,
2 Dormitorios - 155 m2,U$S 336.600,https://www.gallito.com.uy/casa-a-la-venta-en-punta-del-este-en-barrio-privado-inmuebles-18500096,-34.90844,-54.99008
3 Dormitorios - 150 m2,U$S 338.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-playa-mansa-ref-2767-inmuebles-17522330,-34.918,-54.97659
Más de 4 dormitorios - 260 m2,U$S 338.000,https://www.gallito.com.uy/dos-casas-en-pinares-punta-del-este-inmuebles-18029448,-34.90552,-54.99825
Más de 4 dormitorios - 260 m2,U$S 338.000,https://www.gallito.com.uy/casa-punta-del-este-inmuebles-17681034,-34.89965,-54.98863
Más de 4 dormitorios,U$S 338.000,https://www.gallito.com.uy/oportunidad-dos-casas-en-un-solo-terreno-inmuebles-18730757,,
4 Dormitorios,U$S 339.000,https://www.gallito.com.uy/venta-de-buena-casa-en-playa-mansa-de-cinco-dormitorios-con-inmuebles-20117904,-34.9232,-54.96551
4 Dormitorios - 311 m2,U$S 339.000,https://www.gallito.com.uy/casa-en-mansa-punta-del-este-ref-3702-inmuebles-19346061,-34.918,-54.97659
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-a-la-venta-y-en-alquiler-de-invierno-en-punta-del-este-inmuebles-15656982,-34.92195,-34.92195
3 Dormitorios - 200 m2,U$S 340.000,https://www.gallito.com.uy/venta-de-casa-3-dormitorios-en-jardines-de-cordoba-ref-28-inmuebles-17696912,-34.92171,-54.93715
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/muy-linda-casa-en-jardines-de-cordoba-inmuebles-16762557,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-la-barra-playa-montoya-muy-cerca-del-mar-inmuebles-19890664,,
3 Dormitorios - 220 m2,U$S 340.000,https://www.gallito.com.uy/3-dormitorios-madrid-inmuebles-19873823,-34.92992,-54.9319
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-18924313,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-muy-linda-de-3-dormitorios-en-playa-mansa-consulte-inmuebles-19895190,,
4 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-punta-del-este-cantegril-inmuebles-19622814,-34.955,-54.971
3 Dormitorios - 152 m2,U$S 340.000,https://www.gallito.com.uy/3-dormitorios-carrasco-inmuebles-18683830,-34.9385,-54.92233
2 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-zona-playa-mansa-inmuebles-19967587,-34.955,-54.971
3 Dormitorios - 151 m2,U$S 340.000,https://www.gallito.com.uy/casa-en-punta-del-este-ref-3822-inmuebles-19730800,-34.918,-54.97659
3 Dormitorios - 174 m2,U$S 340.000,https://www.gallito.com.uy/venta-casa-de-3-dormitorios-punta-del-este-inmuebles-19149518,-34.915,-54.97013
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-alquiler-mansa-inmuebles-19600299,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/linda-casa-en-la-mansa-inmuebles-19359286,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/hermosa-residencia-pon-piscina-inmuebles-19751569,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/chalet-tres-dormitorios-dos-baãos-dormitorio-y-baão-d-inmuebles-18649935,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-venta-mansa-inmuebles-19895043,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-las-delicias-con-vista-al-mar-inmuebles-18391949,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/muy-luminosa-y-bien-ubicada-inmuebles-20059618,-34.93429,-54.9473
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/chalet-tres-dormitorios-dos-baãos-dormitorio-y-baão-d-inmuebles-18649967,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/casa-en-mansa-3-dormitorios-inmuebles-19895726,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/chalet-tres-dormitorios-dos-baãos-dormitorio-y-baão-d-inmuebles-19014470,,
3 Dormitorios,U$S 340.000,https://www.gallito.com.uy/alquiler-anual-casa-en-jardines-de-cordoba-3-dormitorios-inmuebles-19897369,,
3 Dormitorios - 160 m2,U$S 341.000,https://www.gallito.com.uy/3-dormitorios-calle-7-inmuebles-19872488,-34.8998,-54.80538
3 Dormitorios,U$S 341.000,https://www.gallito.com.uy/casa-en-playa-mansa-a-1-cuadra-de-la-playa-inmuebles-20072744,,
3 Dormitorios,U$S 345.000,https://www.gallito.com.uy/casa-en-venta-inmuebles-19894155,,
3 Dormitorios,U$S 345.000,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-en-la-barra-inmuebles-19623052,-34.955,-54.971
2 Dormitorios - 180 m2,U$S 345.000,https://www.gallito.com.uy/2-dormitorios-shakespeare-inmuebles-19872398,-34.92114,-54.93714
3 Dormitorios,U$S 345.000,https://www.gallito.com.uy/chalet-en-venta-zona-lugano-inmuebles-19602564,,
3 Dormitorios,U$S 345.000,https://www.gallito.com.uy/chalet-en-venta-zona-lugano-inmuebles-19646973,,
