desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine
Más de 4 dormitorios en Union,228000,220.0,https://www.gallito.com.uy/venta-gobernador-viana-padrón-único-con-4-u-inmuebles-21093209,,,Más de 4 dormitorios,Union,Unión,23.0
4 Dormitorios en Barrio Sur,228000,145.0,https://www.gallito.com.uy/amplia-padron-unico-garage-a-pasos-de-la-rambla-en-2-niveles-inmuebles-17968527,-34.90584,-56.15147,4 Dormitorios,Barrio Sur,Barrio Sur,3.0
3 Dormitorios en Parque Batlle,228000,154.0,https://www.gallito.com.uy/padron-unico-2-plantas-2-casas-2-patios-garage-inmuebles-19900319,-34.90156,-56.15517,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
Más de 4 dormitorios en Union,228000,220.0,https://www.gallito.com.uy/venta-gobernador-viana-padrón-único-con-4-u-inmuebles-21139459,,,Más de 4 dormitorios,Union,Unión,23.0
4 Dormitorios en Palermo,228000,143.0,https://www.gallito.com.uy/casa-padron-unico-en-palermo-4-dorm-2-baños-inmuebles-18231273,-34.91163,-56.17945,4 Dormitorios,Palermo,Palermo,5.0
2 Dormitorios en Tres Cruces,229000,130.0,https://www.gallito.com.uy/excelente-ubicacion-parque-batlle-prox-shopping-inmuebles-19372750,-34.88894,-56.16396,2 Dormitorios,Tres Cruces,Tres Cruces,50.0
3 Dormitorios en Jacinto Vera,229000,163.0,https://www.gallito.com.uy/casa-jacinto-vera-venta-3-dormitorios-bulevar-artigas-y-sa-inmuebles-15060563,,,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
4 Dormitorios en Pocitos Nuevo,229000,138.0,https://www.gallito.com.uy/casa-en-venta-4-dormitorios-garage-en-pocitos-inmuebles-19201449,,,4 Dormitorios,Pocitos Nuevo,Pocitos,8.0
4 Dormitorios en Pocitos,229000,138.0,https://www.gallito.com.uy/venta-casa-4-dormitorios-2-baños-garage-parrillero-pocitos-inmuebles-20236458,-34.90389,-56.1418,4 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Pocitos Nuevo,229000,138.0,https://www.gallito.com.uy/venta-casa-4-dormitorios-2-baños-garage-parrillero-pocitos-inmuebles-20236461,-34.90429,-56.14167,4 Dormitorios,Pocitos Nuevo,Pocitos,8.0
Más de 4 dormitorios en Barrio Sur,229000,142.0,https://www.gallito.com.uy/casa-zona-barrio-sur-padron-unico-253m2-inmuebles-20817574,-34.91026,-56.18637,Más de 4 dormitorios,Barrio Sur,Barrio Sur,3.0
3 Dormitorios en Punta Carretas,230000,90.0,https://www.gallito.com.uy/apartamento-3-dormitorios-en-punta-carretas-con-renta-inmuebles-21003011,,,3 Dormitorios,Punta Carretas,Punta Carretas,7.0
3 Dormitorios en La Blanqueada,230000,140.0,https://www.gallito.com.uy/3-dormitorios-cibils-jaime-al-2800-inmuebles-20931265,-34.88581,-56.15572,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
4 Dormitorios en Parque Rodo,230000,197.0,https://www.gallito.com.uy/cassinoni-1069-y-prato-casa-pu-para-reciclar-inmuebles-18371715,-34.90841,-56.16484,4 Dormitorios,Parque Rodo,Parque Rodó,6.0
Más de 4 dormitorios en Tres Cruces,230000,,https://www.gallito.com.uy/622-p-unico-garaje-azotea-cparri-tres-cruces-proximo-a-inmuebles-19231559,-34.89408,-56.16602,Más de 4 dormitorios,Tres Cruces,Tres Cruces,50.0
4 Dormitorios en B. De Carrasco,230000,130.0,https://www.gallito.com.uy/venta-casa-4-dormitorios-barra-de-carrasco-inmuebles-17906701,-34.87628,-56.02935,4 Dormitorios,B. De Carrasco,Bañados de Carrasco,16.0
3 Dormitorios en Buceo,230000,108.0,https://www.gallito.com.uy/venta-3-dormitorios-doble-garaje-a-pasos-de-rambla-buceo-inmuebles-19751289,,,3 Dormitorios,Buceo,Buceo,9.0
4 Dormitorios en Prado,230000,254.0,https://www.gallito.com.uy/arteaga-hill-vende-oportunidad-a-metros-del-prado-inmuebles-20470697,,,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Cerrito,230000,,https://www.gallito.com.uy/venta-casa-cuatro-dormitorios-cerrito-inmuebles-20655561,-34.85385,-56.16957,Más de 4 dormitorios,Cerrito,Cerrito,27.0
3 Dormitorios en Pocitos,230000,,https://www.gallito.com.uy/pocitos-inmuebles-20997746,,,3 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Bella Vista,230000,185.0,https://www.gallito.com.uy/linda-casa-de-4-dormitorios-3-baños-y-barbacoa-en-bella-vi-inmuebles-20662154,,,4 Dormitorios,Bella Vista,,
Más de 4 dormitorios en Punta Gorda,230000,80.0,https://www.gallito.com.uy/venta-casa-cuatro-dormitorios-dos-baños-cochera-en-punta-inmuebles-20655615,-34.88142,-56.08916,Más de 4 dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Malvin,230000,150.0,https://www.gallito.com.uy/excelente-ubicacion-inmuebles-18618384,-34.89662,-56.09965,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Punta Gorda,230000,73.0,https://www.gallito.com.uy/casa-venta-punta-gorda-inmuebles-20343238,-34.88397,-56.08959,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en La Blanqueada,230000,180.0,https://www.gallito.com.uy/prox-a-parque-batlle-3-dorm-2-baños-y-deposito-de-80m2-al-inmuebles-19259524,-34.8885,-56.15129,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Brazo Oriental,230000,160.0,https://www.gallito.com.uy/venta-casa-tres-dormitorios-brazo-oriental-inmuebles-20980806,-34.87087,-56.18226,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
Más de 4 dormitorios en Malvin Norte,230000,165.0,https://www.gallito.com.uy/oportunidad-dos-casas-en-un-mismo-padron-inmuebles-20060084,-34.86527,-56.12134,Más de 4 dormitorios,Malvin Norte,Malvín Norte,12.0
3 Dormitorios en Cordon,230000,128.0,https://www.gallito.com.uy/casa-de-altos-en-excelente-estado-y-ubicacion-inmuebles-18917459,-34.89906,-56.17163,3 Dormitorios,Cordon,Cordón,4.0
Más de 4 dormitorios en Union,230000,170.0,https://www.gallito.com.uy/casas-en-venta-inmuebles-19698381,,,Más de 4 dormitorios,Union,Unión,23.0
4 Dormitorios en Jacinto Vera,230000,95.0,https://www.gallito.com.uy/hermosa-casa-en-ph-sobre-bulevar-artigas-zona-nuevo-centro-inmuebles-20151009,-34.87036,-56.1729,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en Pocitos,230000,86.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-20848912,-34.906,-56.15004,3 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Parque Rodo,230000,208.0,https://www.gallito.com.uy/venta-casas-parque-rodo-4-dormitorios-inmuebles-18417918,-34.90622,-56.17062,4 Dormitorios,Parque Rodo,Parque Rodó,6.0
3 Dormitorios en Brazo Oriental,230000,163.0,https://www.gallito.com.uy/casa-en-venta-brazo-oriental-lars-inmuebles-21043111,-34.86956,-56.17569,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Cordon,230000,160.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-gge-y-subsuelo-inmuebles-20925374,-34.90801,-56.18021,2 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en La Blanqueada,230000,,https://www.gallito.com.uy/casa-venta-en-la-blanqueada-inmuebles-20488512,-34.8857,-56.15839,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
Más de 4 dormitorios en Aguada,230000,215.0,https://www.gallito.com.uy/casa-estilo-colonial-unica-en-su-estado-de-revista-inmuebles-20427410,-34.89414,-56.1837,Más de 4 dormitorios,Aguada,Aguada,41.0
2 Dormitorios en Prado,230000,300.0,https://www.gallito.com.uy/hermosa-casa-de-2-dormitorios-todo-a-nuevo-inmuebles-16609584,-34.85409,-56.20969,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Aires Puros,230000,219.0,https://www.gallito.com.uy/venta-2-casas-en-el-mismo-padron-fondo-enjardinado-garaje-inmuebles-16564335,-34.85197,-56.19181,Más de 4 dormitorios,Aires Puros,Aires Puros,29.0
4 Dormitorios en Parque Rodo,230000,208.0,https://www.gallito.com.uy/casa-central-venta-casa-4-dormitorios-parque-rodo-inmuebles-20388760,-34.90615,-56.17098,4 Dormitorios,Parque Rodo,Parque Rodó,6.0
4 Dormitorios en Prado,230000,,https://www.gallito.com.uy/prado-4-dorm-impecable-inmuebles-16962446,,,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Parque Batlle,230000,,https://www.gallito.com.uy/casa-en-venta-2-plantas-2-dormitorios-2-baã±os-con-patio-inmuebles-20384092,-34.9008,-56.15334,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
2 Dormitorios en Prado,230000,95.0,https://www.gallito.com.uy/casablanca-prox-a-luis-a-de-herrera-pu-inmuebles-17121760,-34.85588,-56.2004,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0
4 Dormitorios en Jacinto Vera,230000,165.0,https://www.gallito.com.uy/moderna-casa-financia-3-dorm-escritorio-garaje-inmuebles-20627143,-34.87198,-56.17052,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
2 Dormitorios en Malvin,230000,145.0,https://www.gallito.com.uy/casa-espectacular-en-malvïn-michigan-y-orinoco-inmuebles-13543275,-34.89611,-56.09987,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Carrasco,230000,85.0,https://www.gallito.com.uy/hermosa-casa-carrasco-inmuebles-19641312,-34.87537,-56.05542,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Prado,230000,213.0,https://www.gallito.com.uy/ifer&olivera-cno-castro-esq-emancipacion-inmuebles-20041248,-34.85558,-56.21147,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Prado,230000,121.0,https://www.gallito.com.uy/casa-en-venta-en-paso-de-las-duranas-prado-inmuebles-20879781,-34.84577,-56.20198,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Malvin,230000,145.0,https://www.gallito.com.uy/casa-espectacular-en-malvïn-michigan-y-orinoco-inmuebles-13940258,-34.89611,-56.09987,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Union,230000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-2-baã±os-vera-uniã³n-inmuebles-19065878,-34.86478,-56.1323,3 Dormitorios,Union,Unión,23.0
3 Dormitorios en Prado,230000,250.0,https://www.gallito.com.uy/venta-casas-prado-3-dormitorios-jardin-barbacoa-garaje-inmuebles-18417895,-34.85589,-56.21184,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Parque Batlle,230000,90.0,https://www.gallito.com.uy/casa-3-dormitorios-inmuebles-18177418,-34.89738,-56.15105,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
Más de 4 dormitorios en Aguada,230000,,https://www.gallito.com.uy/casa-en-venta-5-dormitorios-3-baã±os-asunciã³n-aguada-inmuebles-20697250,-34.89908,-56.18449,Más de 4 dormitorios,Aguada,Aguada,41.0
4 Dormitorios en La Blanqueada,230000,196.0,https://www.gallito.com.uy/solida-casa-en-venta-en-la-blanqueada-inmuebles-14084397,-34.88247,-56.15294,4 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Cordon,230000,180.0,https://www.gallito.com.uy/prox-acevedo-diaz-inmuebles-15768578,,,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Parque Batlle,230000,180.0,https://www.gallito.com.uy/prox-a-parque-batlle-3-dorm-2-baños-y-deposito-de-80m2-al-inmuebles-19259525,-34.8885,-56.15129,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Cordon,230000,126.0,https://www.gallito.com.uy/venta-de-casa-tres-dormitorios-terraza-con-parrillero-cordo-inmuebles-20579952,-34.89983,-56.17306,3 Dormitorios,Cordon,Cordón,4.0
2 Dormitorios en Malvin Norte,230000,162.0,https://www.gallito.com.uy/venta-de-casa-malvin-av-italia-e-h-yrigoyen-pu-2-dom-inmuebles-19397797,-34.88664,-56.11031,2 Dormitorios,Malvin Norte,Malvín Norte,12.0
3 Dormitorios en Malvin,230000,73.0,https://www.gallito.com.uy/venta-de-casa-en-malvin-de-3-dormitorios-inmuebles-18985141,,,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Brazo Oriental,230000,153.0,https://www.gallito.com.uy/excelente-casa-3-dormitorios-inmuebles-14381893,-34.87125,-56.19082,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
4 Dormitorios en Cordon,230000,215.0,https://www.gallito.com.uy/casa-estilo-colonial-unica-en-su-estado-de-revista-inmuebles-20427369,-34.89553,-56.18233,4 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Malvin,230000,95.0,https://www.gallito.com.uy/casa-venta-malvin-con-renta-reciclaca-3-dormitorios-inmuebles-20001115,,,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en La Blanqueada,230000,199.0,https://www.gallito.com.uy/casa-en-pu-calle-chiavari-la-blanqueada-inmuebles-18901297,-34.87428,-56.16902,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Tres Cruces,230000,91.0,https://www.gallito.com.uy/casa-3-dormitorios-reciclada-con-garaje-y-patio-inmuebles-16871441,-34.87819,-56.17486,3 Dormitorios,Tres Cruces,Tres Cruces,50.0
Más de 4 dormitorios en Capurro,230000,412.0,https://www.gallito.com.uy/importante-esquina-de-capurro-inmuebles-16826638,-34.87139,-56.21366,Más de 4 dormitorios,Capurro,"Capurro, Bella Vista",40.0
3 Dormitorios en Parque Batlle,230000,,https://www.gallito.com.uy/preciosa-ph-de-3-dormitorios-en-parque-batlle-inmuebles-21114183,,,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
Más de 4 dormitorios en La Comercial,230000,135.0,https://www.gallito.com.uy/casa-la-comercial-inmuebles-16871479,-34.87844,-56.1707,Más de 4 dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Parque Batlle,230000,115.0,https://www.gallito.com.uy/casa-en-excelente-punto-3-dorm-amplia-patio-luminosa-inmuebles-20046975,-34.90062,-56.15026,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
4 Dormitorios en Jacinto Vera,230000,165.0,https://www.gallito.com.uy/casa-jacinto-vera-venta-enrique-martinez-3-dormitorios-es-inmuebles-20812502,,,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
4 Dormitorios en Sayago,230000,140.0,https://www.gallito.com.uy/casa-4-dormitorios-inmuebles-15292272,-34.82886,-56.21136,4 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Malvin,230000,,https://www.gallito.com.uy/duplex-en-malvin-3-dorm-2-baños-cochera-inmuebles-18971463,,,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Carrasco,230000,,https://www.gallito.com.uy/excelente-propiedad-en-carrasco-a-mts-de-av-italia-inmuebles-21113846,,,3 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en La Comercial,230000,180.0,https://www.gallito.com.uy/ideal-empresa-o-casa-de-salud-con-garaje-consulte-inmuebles-16293769,,,Más de 4 dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Carrasco,230000,200.0,https://www.gallito.com.uy/vendo-casa-3-dormitorios-frente-a-parque-roosevelt-inmuebles-20680834,,,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Carrasco Norte,230000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-2-baã±os-cochera-y-patio-con-p-inmuebles-20463159,-34.87495,-56.05554,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Prado,230000,91.0,https://www.gallito.com.uy/duplex-en-v-benavidez-a-estrenar-inmuebles-16826678,-34.86307,-56.1949,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
1 Ambiente en Ciudad Vieja,230000,287.0,https://www.gallito.com.uy/casa-buenos-aires-esq-colon-inmuebles-20285068,-34.90941,-56.20809,1 Ambiente,Ciudad Vieja,Ciudad Vieja,1.0
4 Dormitorios en Jacinto Vera,230000,160.0,https://www.gallito.com.uy/estupenda-casa-de-4-dormitorios-2-baños-en-jacinto-vera-inmuebles-16896986,,,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en Aguada,230000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-3-baã±os-con-garaje-y-terraza-c-inmuebles-20157613,-34.88273,-56.18503,3 Dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Prado,230000,71.0,https://www.gallito.com.uy/excelente-propiedad-en-prado-inmuebles-20616989,,,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Atahualpa,230000,96.0,https://www.gallito.com.uy/casa-atahualpa-3-dormitorios-y-garaje-inmuebles-20662017,-34.86866,-56.18448,3 Dormitorios,Atahualpa,Atahualpa,43.0
3 Dormitorios en Cordon,230000,128.0,https://www.gallito.com.uy/vendo-casa-de-3-dormitorios-en-cordon-inmuebles-20067226,-34.90024,-56.17293,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Centro,230000,180.0,https://www.gallito.com.uy/ifer&olivera-fernandez-crespo-esq-cerro-largo-inmuebles-18462505,-34.89786,-56.1789,3 Dormitorios,Centro,Centro,2.0
3 Dormitorios en Cordon,230000,126.0,https://www.gallito.com.uy/casa-de-altos-a-la-venta-3-dormitorios-inmuebles-18906007,-34.85977,-56.18109,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Brazo Oriental,232000,118.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-garaje-y-fondo-inmuebles-20285536,-34.86178,-56.17786,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Aires Puros,234000,200.0,https://www.gallito.com.uy/casa-dos-dormitorios-con-gran-fondo-inmuebles-19665977,-34.85611,-56.19078,2 Dormitorios,Aires Puros,Aires Puros,29.0
3 Dormitorios en Punta Gorda,235000,100.0,https://www.gallito.com.uy/roca-fuerte-y-av-rivera-proximo-inmuebles-20441844,-34.89206,-56.08337,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Aguada,235000,325.0,https://www.gallito.com.uy/excepcional-propiedad-mas-de-300m2-ideal-2-familias-inmuebles-18085933,,,Más de 4 dormitorios,Aguada,Aguada,41.0
Más de 4 dormitorios en Parque Rodo,235000,85.0,https://www.gallito.com.uy/casa-parque-rodo-venta-3-dormitorios-azotea-con-parril-inmuebles-19653307,-34.90517,-56.16778,Más de 4 dormitorios,Parque Rodo,Parque Rodó,6.0
4 Dormitorios en Brazo Oriental,235000,175.0,https://www.gallito.com.uy/excelente-casa-de-4-dormitorios-en-brazo-oriental-inmuebles-15223547,-34.85637,-56.17988,4 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Buceo,235000,130.0,https://www.gallito.com.uy/oportunidad-casa-en-venta-3-dormitorio-buceo-inmuebles-19639249,,,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Punta Gorda,235000,80.0,https://www.gallito.com.uy/casa-punta-gorda-inmuebles-20593462,-34.89094,-56.08436,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Prado,235000,78.0,https://www.gallito.com.uy/oficina-sosa-gran-propiedad-3-dormitorios-prado-pena-y-c-inmuebles-17520834,-34.85315,-56.20859,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Punta Gorda,235000,100.0,https://www.gallito.com.uy/venta-casa-punta-gorda-3-dormitorios-2-baños-garage-inmuebles-20607563,-34.88943,-56.08718,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
2 Dormitorios en Malvin,235000,105.0,https://www.gallito.com.uy/a-pasos-del-mar-2-dormitorios-2-baños-garage-patio-inmuebles-18973418,,,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Buceo,235000,100.0,https://www.gallito.com.uy/oportunidad-padron-unico-con-jardin-cochera-y-barbacoa-inmuebles-20423980,-34.89391,-56.13525,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Malvin,235000,160.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baños-garage-para-2-autos-malvin-inmuebles-20592846,-34.89016,-56.09347,3 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en Cordon,235000,,https://www.gallito.com.uy/casa-en-venta-5-dormitorios-3-baã±os-con-patio-y-parrillero-inmuebles-20428023,-34.90785,-56.18299,Más de 4 dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Punta Gorda,235000,100.0,https://www.gallito.com.uy/oportunidad-unica-casa-en-venta-3-domr-punta-gorda-inmuebles-20389510,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Parque Batlle,235000,130.0,https://www.gallito.com.uy/av-soca-prox-1-planta-180-m2-de-solar-ideal-reciclaje-inmuebles-16147648,,,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Union,235000,190.0,https://www.gallito.com.uy/comoda-amplia-con-gran-fondo-verde-y-barbacoa-inmuebles-20097686,-34.88581,-56.13903,3 Dormitorios,Union,Unión,23.0
3 Dormitorios en Cordon,235000,,https://www.gallito.com.uy/casa-venta-en-cordon-inmuebles-17834169,-34.89808,-56.16929,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Atahualpa,235000,,https://www.gallito.com.uy/casa-venta-duplex-3-dormitorios-2-baã±os-con-patio-parrill-inmuebles-20101227,-34.8574,-56.1959,3 Dormitorios,Atahualpa,Atahualpa,43.0
3 Dormitorios en Malvin,235000,83.0,https://www.gallito.com.uy/malvin-casa-a-la-venta-3-dormitorios-2-baños-y-garaje-inmuebles-20680929,-34.88473,-56.09004,3 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en Goes,235000,325.0,https://www.gallito.com.uy/casa-en-3-niveles-apartamento-p-2-familias-o-fam-gde-impecab-inmuebles-18092938,,,Más de 4 dormitorios,Goes,,
3 Dormitorios en Buceo,235000,187.0,https://www.gallito.com.uy/casa-3-dormitorios-garaje-buceo-inmuebles-20611516,-34.89021,-56.13063,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Atahualpa,235000,76.0,https://www.gallito.com.uy/duplex-torres-parque-atahualpa-inmuebles-16826763,-34.85832,-56.19226,3 Dormitorios,Atahualpa,Atahualpa,43.0
3 Dormitorios en Punta Gorda,235000,160.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baños-garage-para-2-autos-patio-inmuebles-20592865,-34.88979,-56.09371,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Union,235000,340.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-union-inmuebles-20641242,,,3 Dormitorios,Union,Unión,23.0
Más de 4 dormitorios en Aguada,235000,325.0,https://www.gallito.com.uy/excepcional-propiedad-mas-de-300mts2-ideal-dos-familias-inmuebles-18095037,-34.8815,-56.1851,Más de 4 dormitorios,Aguada,Aguada,41.0
2 Dormitorios en Buceo,235000,110.0,https://www.gallito.com.uy/proxima-mar-servicios-2-dormitorios-2-baños-patio-permuta-inmuebles-20499206,,,2 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Prado,235000,150.0,https://www.gallito.com.uy/casa-prado-inmuebles-16871464,-34.84935,-56.20989,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Buceo,235000,140.0,https://www.gallito.com.uy/casa-buceo-con-patio-y-garaje-inmuebles-18073608,-34.8883,-56.13332,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Jacinto Vera,235000,114.0,https://www.gallito.com.uy/preciosa-casa-3-dormitorios-gran-terraza-con-parrillero-inmuebles-19915610,-34.87576,-56.17066,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en Punta Gorda,235000,100.0,https://www.gallito.com.uy/casa-venta-punta-gorda-3-dormitorios-general-paz-y-rivera-2-inmuebles-20393633,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Carrasco Norte,235000,117.0,https://www.gallito.com.uy/imperdible-casa-apto-pos-bbcoa-fondo-gge-y-mucho-mas-inmuebles-21042959,,,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Pocitos,235000,121.0,https://www.gallito.com.uy/venta-de-casa-cuatro-dormitorios-pocitos-padron-unico-inmuebles-20579720,-34.90535,-56.16143,3 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Punta Gorda,235000,100.0,https://www.gallito.com.uy/roca-fuerte-y-av-rivera-proximo-inmuebles-20436366,-34.89206,-56.08337,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en La Comercial,235000,325.0,https://www.gallito.com.uy/excepcional-propiedad-mas-de-300m2-ideal-2-familias-inmuebles-18092942,,,Más de 4 dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Punta Gorda,235000,,https://www.gallito.com.uy/gran-casa-en-venta-3-dormitorios-2-baã±os-garaje-patio-y-inmuebles-20418980,-34.955,-54.971,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Prado,235000,179.0,https://www.gallito.com.uy/buena-propiedad-horizontal-pronta-para-entrar-inmuebles-16998935,,,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Tres Cruces,235000,240.0,https://www.gallito.com.uy/casa-tres-cruces-venta-6-dormitorios-inmuebles-19673889,-34.88781,-56.16957,Más de 4 dormitorios,Tres Cruces,Tres Cruces,50.0
3 Dormitorios en Punta Gorda,235000,100.0,https://www.gallito.com.uy/3-dormitorios-2-baños-patio-garage-inmuebles-20428105,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en La Blanqueada,235000,190.0,https://www.gallito.com.uy/comoda-amplia-con-gran-fondo-verde-y-barbacoa-inmuebles-20549256,-34.88666,-56.13791,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Prado,237000,130.0,https://www.gallito.com.uy/casas-3-dor-2-baños-garaje-fondo-frente-barbacoa-rej-inmuebles-20384824,-34.85239,-56.197,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Jacinto Vera,238000,185.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-barbacoa-fondo-inmuebles-20418344,-34.87778,-56.17591,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en Malvin Norte,238000,124.0,https://www.gallito.com.uy/venta-casa-con-11-cocheras-sobre-cno-carrasco-3-dorm-inmuebles-13977992,,,3 Dormitorios,Malvin Norte,Malvín Norte,12.0
3 Dormitorios en Brazo Oriental,238000,134.0,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-padron-unico-garaje-patio-ideal-inmuebles-20880211,-34.85939,-56.17956,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Parque Batlle,239000,154.0,https://www.gallito.com.uy/venta-2-casas-3-dormitorios-garage-2-patios-en-parque-batlle-inmuebles-19775639,-34.90258,-56.15445,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
