desc,valor,metraje,url,metraje_2,lat,lng
3 Dormitorios en Union,96000,77.0,https://www.gallito.com.uy/casa-padron-unico-en-la-union-con-3-dormitorios-proximo-a-inmuebles-26563059,86.0,-34.87365,-56.14223
3 Dormitorios en Maroñas,96900,125.0,https://www.gallito.com.uy/ideal-inversion-casa-de-2-plantas-con-renta-jardin-p-inmuebles-26386248,125.0,-34.85334,-56.1284
2 Dormitorios en Villa Española,97000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-1-baãâ±o-fondo-y-cochera-yuc-inmuebles-24319221,171.0,-34.86602,-56.14793
2 Dormitorios en Union,97000,,https://www.gallito.com.uy/casa-con-apartamento-o-negocio-a-frente-2-dormitorios-2-baã-inmuebles-24966043,130.0,-34.955,-54.971
4 Dormitorios en Cerrito,97000,,https://www.gallito.com.uy/imperial-vendecasa-2-dorm-cochera-y-apto-al-fondo-2-dorm-inmuebles-26086096,500.0,-34.84806,-56.16319
2 Dormitorios en Paso De La Arena,97000,120.0,https://www.gallito.com.uy/se-vende-casa-zona-paso-de-la-arena-apto-al-fondo-inmuebles-26702418,539.0,,
2 Dormitorios en Villa Española,97000,56.0,https://www.gallito.com.uy/al1644p-venta-casa-2-dorm-villa-española-jardin-cochera-inmuebles-26962193,171.0,-34.86653,-56.14803
3 Dormitorios en La Teja,97000,,https://www.gallito.com.uy/casa-con-cochera-y-fondo-teja-sur-inmuebles-23816676,221.0,-34.86709,-56.22308
3 Dormitorios en Casabo,97000,,https://www.gallito.com.uy/venta-casa-con-terreno-ideal-inversion-casavalle-inmuebles-27484830,793.0,,
1 Dormitorio en Las Acacias,97990,70.0,https://www.gallito.com.uy/hermosa-y-muy-luminosa-inmuebles-26386452,507.0,-34.8403,-56.15607
3 Dormitorios en Aires Puros,98000,110.0,https://www.gallito.com.uy/al130-venta-casa-2-dorm-apto-crenta-aires-puros-inmuebles-25337847,455.0,-34.84898,-56.18367
3 Dormitorios en La Comercial,98000,126.0,https://www.gallito.com.uy/ideal-inversor-empresa-o-vivir-amplia-vacia-inmuebles-25861192,1.0,,
3 Dormitorios en Aires Puros,98000,110.0,https://www.gallito.com.uy/al130-venta-casa-2-dorm-apto-crenta-aires-puros-inmuebles-27078984,455.0,-34.84898,-56.18367
3 Dormitorios en Villa Dolores,98000,97.0,https://www.gallito.com.uy/en-venta-casa-en-suñer-y-capdevilla-y-goyena-villa-española-inmuebles-23926863,97.0,,
4 Dormitorios en Malvin Norte,98000,206.0,https://www.gallito.com.uy/en-venta-en-malvin-norte-casa-galpon-y-apartamento-terreno-inmuebles-22053467,777.0,-34.87041,-56.1022
4 Dormitorios en Cno. Maldonado,98000,,https://www.gallito.com.uy/camino-maldonado-casi-marbella-inmuebles-25546123,126.0,,
4 Dormitorios en Carrasco Norte,98000,777.0,https://www.gallito.com.uy/venta-cruz-de-carrasco-viviendas-y-galpon-en-terreno-de-777-inmuebles-23344109,777.0,-34.87037,-56.10184
2 Dormitorios en Lezica,98000,88.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-lezica-jardin-inmuebles-27539730,103.0,-34.79922,-56.24506
2 Dormitorios en Brazo Oriental,98000,,https://www.gallito.com.uy/imperial-casa-excelente-ubicacion-prox-shopping-nuevo-centro-inmuebles-17363453,65.0,-34.87074,-56.17379
3 Dormitorios en Las Acacias,98000,112.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-las-acacias-fondo-renta-inmuebles-25786475,112.0,-34.83964,-56.15796
2 Dormitorios en Maroñas,98000,,https://www.gallito.com.uy/casa-amplia-en-venta-2-dormitorios-1-baã±o-inmuebles-27569792,105.0,-34.86383,-56.12613
Más de 4 dormitorios en Colon,98000,155.0,https://www.gallito.com.uy/casa-y-dos-apartamentos-ideal-para-renta-inmuebles-25643558,513.0,-34.78907,-56.2251
3 Dormitorios en Piedras Blancas,98000,,https://www.gallito.com.uy/el-parnaso-casi-teniente-galeano-piedras-blancas-inmuebles-26682956,502.0,,
2 Dormitorios en Sayago,98000,,https://www.gallito.com.uy/venta-de-hermosa-casa-ph-al-fondo-de-2-en-barrio-inmuebles-27284388,172.0,-34.89464,-56.1649
3 Dormitorios en Cerrito,98000,,https://www.gallito.com.uy/venta-casa-de-3-dormitorios-y-2-aptos-en-cerrito-inmuebles-25449910,100.0,,
4 Dormitorios en Brazo Oriental,98500,120.0,https://www.gallito.com.uy/ph-de-altos-excelente-ubicacion-gran-potencial-inmuebles-26146859,120.0,,
2 Dormitorios en Capurro,99000,80.0,https://www.gallito.com.uy/casa-2-dorm-y-gge-propiedad-horizontal-capurro-inmuebles-25032767,195.0,-34.87229,-56.21014
3 Dormitorios en Malvin Norte,99000,600.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-garaje-y-terreno-malvin-norte-inmuebles-20853263,315.0,-34.88244,-56.12397
3 Dormitorios en Maroñas,99000,,https://www.gallito.com.uy/dos-casas-en-venta-en-padrã³n-ãnico-nuã±ez-de-inmuebles-20161013,672.0,-34.86631,-56.11317
2 Dormitorios en Piedras Blancas,99000,,https://www.gallito.com.uy/venta-de-casa-y-apartamento-en-piedras-blancas-inmuebles-25944662,340.0,,
3 Dormitorios en Cerrito,99000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-cerrito-inmuebles-27414964,150.0,-34.91337,-54.94264
4 Dormitorios en Goes,99000,105.0,https://www.gallito.com.uy/venta-casa-4-dorm-altillo-azotea-goes-inmuebles-24907396,105.0,-34.87878,-56.17327
2 Dormitorios en Union,100000,47.0,https://www.gallito.com.uy/casa-en-ph-al-frente-independiente-y-sin-gastos-comunes-inmuebles-25063606,84.0,-34.88535,-56.13853
2 Dormitorios en Union,100000,,https://www.gallito.com.uy/casa-en-venta-con-renta-2-dormitorios-1-baã±o-inmuebles-25535937,120.0,-34.87294,-56.12957
2 Dormitorios en Carrasco Norte,100000,62.0,https://www.gallito.com.uy/venta-casa-carrasco-norte-2-dormitorios-inmuebles-27169131,74.0,-34.87245,-56.09714
1 Dormitorio en Aguada,100000,,https://www.gallito.com.uy/venta-casa-de-un-dormitorio-parrillero-en-inmuebles-26527875,76.0,-34.89342,-56.18767
2 Dormitorios en Sayago,100000,110.0,https://www.gallito.com.uy/2-casas-en-el-mismo-padron-alquiladas-para-la-venta-inmuebles-24712903,160.0,,
2 Dormitorios en La Blanqueada,100000,,https://www.gallito.com.uy/casa-en-venta-la-blanqueada-montevideo-imasuy-g-inmuebles-23645045,66.0,-34.88405,-56.14287
Más de 4 dormitorios en Maroñas,100000,606.0,https://www.gallito.com.uy/inversion-casa-para-reciclar-amplio-terreno-sobre-av-8-inmuebles-26386459,606.0,-34.86218,-56.13381
4 Dormitorios en Pocitos,100000,2000.0,https://www.gallito.com.uy/susena-inversiones-vende-unica-mansion-en-pocitos-inmuebles-27161662,2000.0,,
2 Dormitorios en Paso De La Arena,100000,100.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-y-terreno-en-los-bulevares-inmuebles-27582033,932.0,,
3 Dormitorios en Malvin,100000,250.0,https://www.gallito.com.uy/susena-group-inmobiliaria-multinacional-casa-apartamentos-inmuebles-23094537,250.0,,
3 Dormitorios en Palermo,100000,79.0,https://www.gallito.com.uy/oportunidad-unica-en-palermo-bajo-de-precio-inmuebles-25376812,79.0,-34.90869,-56.18307
2 Dormitorios en Nuevo Paris,100000,,https://www.gallito.com.uy/casa-de-2-dormitorios-en-venta-inmuebles-19799617,330.0,-34.955,-54.971
3 Dormitorios en La Teja,100000,,https://www.gallito.com.uy/muy-linda-casa-3-dormitorios-con-parrillero-inmuebles-26156155,329.0,-34.955,-54.971
2 Dormitorios en Carrasco Norte,100000,62.0,https://www.gallito.com.uy/venta-casa-carrasco-norte-2-dormitorios-inmuebles-27169148,74.0,-34.87245,-56.09714
3 Dormitorios en Union,100000,87.0,https://www.gallito.com.uy/independiente-con-renta-inmuebles-25907258,120.0,-34.86613,-56.13396
2 Dormitorios en Villa Española,100000,,https://www.gallito.com.uy/casa-venta-en-villa-española-inmuebles-26883602,97.0,-34.87122,-56.15213
2 Dormitorios en Union,100000,,https://www.gallito.com.uy/ph-a-reciclar-en-venta-2-dormitorios-cochera-uniã³n-inmuebles-26422661,115.0,-34.88472,-56.13131
2 Dormitorios en Brazo Oriental,100000,94.0,https://www.gallito.com.uy/no-disponible-oferta-padron-unico-inmuebles-19353334,103.0,-34.86464,-56.18628
1 Dormitorio en Prado,101000,,https://www.gallito.com.uy/casa-en-venta-con-renta-1-dormitorio-patio-prado-norte-inmuebles-26848552,72.0,-34.84632,-56.20771
3 Dormitorios en Maroñas,101000,96.0,https://www.gallito.com.uy/venta-casa-grande-3-dormitorios-maroñas-y-cochera-inmuebles-27535874,134.0,-34.84082,-56.15077
3 Dormitorios en Aires Puros,101000,96.0,https://www.gallito.com.uy/venta-casa-grande-3-dormitorios-maroñas-y-cochera-inmuebles-27535887,134.0,-34.84082,-56.15077
2 Dormitorios en Manga,101100,72.0,https://www.gallito.com.uy/casa-en-venta-de-2-dormitorios-en-manga-inmuebles-27135299,92.0,-34.78664,-56.13276
3 Dormitorios en Ituzaingo,102000,120.0,https://www.gallito.com.uy/contacto-propiedades-venta-o-permuta-excelente-casa-inmuebles-22590466,120.0,-34.84921,-56.13575
4 Dormitorios en Piedras Blancas,103000,,https://www.gallito.com.uy/se-vende-casa-en-piedra-blancas-inmuebles-26923674,600.0,-34.82195,-56.13458
3 Dormitorios en La Comercial,104000,1.0,https://www.gallito.com.uy/venta-casa-padron-unico-blandengues-y-constitucion-inmuebles-27173799,110.0,,
4 Dormitorios en Maroñas,104000,,https://www.gallito.com.uy/comoda-casa-de-4-dorm-garage-y-parrillero-en-inmuebles-27374585,128.0,-34.86214,-56.12464
4 Dormitorios en Maroñas,104000,,https://www.gallito.com.uy/comoda-casa-de-4-dorm-garage-y-parrillero-en-inmuebles-27401850,128.0,-34.91337,-54.94264
2 Dormitorios en Sayago,104000,78.0,https://www.gallito.com.uy/casa-en-sayago-ph-de-altos-inmuebles-27261125,78.0,-34.83057,-56.21689
3 Dormitorios en Belvedere,105000,55.0,https://www.gallito.com.uy/venta-casa-a-reciclar-3-dormitorios-gran-terreno-belvedere-inmuebles-26339828,295.0,,
3 Dormitorios en Villa Española,105000,,https://www.gallito.com.uy/venta-casa-pu-villa-espaã±ola-3-dorm-fondo-inmuebles-27485073,309.0,,
4 Dormitorios en La Teja,105000,229.0,https://www.gallito.com.uy/venta-casa-en-la-teja-excelente-zona-inmuebles-26082321,447.0,,
3 Dormitorios en Colon,105000,79.0,https://www.gallito.com.uy/al826-venta-casa-crenta-3dorm-colon-lugar-2-autos-terraz-inmuebles-27079061,79.0,-34.79942,-56.2245
3 Dormitorios en Malvin Norte,105000,,https://www.gallito.com.uy/venta-de-casa-a-reciclar-en-malvin-norte-inmuebles-23509614,1.0,,
4 Dormitorios en La Figurita,105000,94.0,https://www.gallito.com.uy/venta-casa-garibaldi-esq-vilardebo-inmuebles-25400642,94.0,,
2 Dormitorios en Nuevo Paris,105000,117.0,https://www.gallito.com.uy/casa-en-venta-en-nuevo-paris-inmuebles-26636796,550.0,-34.90721,-56.19027
3 Dormitorios en Ituzaingo,105000,90.0,https://www.gallito.com.uy/ventaituzaingocasa-mas-apartamentocon-renta-aprox-7-inmuebles-27383280,120.0,-34.84862,-56.15165
2 Dormitorios en Nuevo Paris,105000,175.0,https://www.gallito.com.uy/casa-de-dos-dormitorios-en-venta-en-nuevo-paris-inmuebles-27332261,175.0,-34.83822,-56.25489
3 Dormitorios en Atahualpa,105000,149.0,https://www.gallito.com.uy/buen-punto-barrial-para-reciclar-con-buen-potencial-inmuebles-24440760,1.0,,
3 Dormitorios en Union,105000,110.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-union-con-parrillero-inmuebles-27503592,131.0,-34.87262,-56.13871
2 Dormitorios en Perez Castellanos,105000,,https://www.gallito.com.uy/oportunidad-padron-con-3-propiedades-ingreso-para-vehiculo-inmuebles-27518254,109.0,,
2 Dormitorios en Nuevo Paris,105000,,https://www.gallito.com.uy/gran-oportunidad-en-nuevo-paris-a-pasos-de-ruta-5-inmuebles-27306946,650.0,-34.83891,-56.24643
3 Dormitorios en Paso Molino,105000,,https://www.gallito.com.uy/casa-esquina-con-garaje-inmuebles-26291536,181.0,-34.85267,-56.2172
3 Dormitorios en Capurro,105000,,https://www.gallito.com.uy/casa-de-altos-republica-francesa-esq-blas-basualdo-inmuebles-26962501,82.0,-34.86959,-56.21802
2 Dormitorios en Union,105000,,https://www.gallito.com.uy/venta-propiedad-a-reciclar-zona-uniã³n-inmuebles-23147941,211.0,-34.87207,-56.13734
2 Dormitorios en Reducto,105000,,https://www.gallito.com.uy/muy-linda-casa-2-dormitorios-con-azotea-muy-iluminda-inmuebles-26139480,1.0,-34.955,-54.971
4 Dormitorios en Tres Cruces,105000,,https://www.gallito.com.uy/ideal-para-invertir-inmuebles-23276442,100.0,,
2 Dormitorios en Union,105000,,https://www.gallito.com.uy/venta-propiedad-a-reciclar-zona-uniã³n-inmuebles-24646221,211.0,-34.87207,-56.13734
3 Dormitorios en Cerrito,105000,65.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-con-cochera-en-cerrito-inmuebles-27091148,65.0,-34.84969,-56.1682
1 Dormitorio en Prado,105000,47.0,https://www.gallito.com.uy/vivienda-en-esquina-sin-gastos-comunes-y-excelente-ubicacion-inmuebles-26269553,102.0,-34.84688,-56.20726
3 Dormitorios en Paso Molino,105000,55.0,https://www.gallito.com.uy/venta-casa-a-reciclar-3-dormitorios-gran-terreno-paso-molin-inmuebles-26339807,295.0,,
3 Dormitorios en Cerrito,105000,75.0,https://www.gallito.com.uy/lancaster-casi-blvr-batlle-y-ordoñez-impecable-inmuebles-16980971,,,
3 Dormitorios en La Teja,105000,145.0,https://www.gallito.com.uy/vendo-casa-de-altos-muy-amplia-2-plantas-3-dormitorios-2-inmuebles-27595899,145.0,-34.86387,-56.22564
1 Dormitorio en Prado,105000,43.0,https://www.gallito.com.uy/venta-de-apartamento-con-1-dormitorio-en-prado-inmuebles-27548021,49.0,,
3 Dormitorios en Colon,105000,79.0,https://www.gallito.com.uy/al826-venta-casa-crenta-3dorm-colon-lugar-2-autos-terraz-inmuebles-25376737,79.0,-34.79942,-56.2245
1 Dormitorio en Centro,105000,,https://www.gallito.com.uy/imperdible-oportunidad-en-julio-herrera-inmuebles-27307093,45.0,,
2 Dormitorios en Reducto,106000,75.0,https://www.gallito.com.uy/casa-en-reducto-inmuebles-26261332,75.0,-34.87499,-56.18675
2 Dormitorios en Reducto,106000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-1-baã±o-inmuebles-26193877,75.0,-34.87488,-56.18695
3 Dormitorios en Cordon,107000,87.0,https://www.gallito.com.uy/casa-planta-baja-ph-sobre-calle-asuncion-inmuebles-25881275,100.0,,
2 Dormitorios en Cordon,107000,87.0,https://www.gallito.com.uy/casa-ph-sobre-calle-asuncion-planta-baja-independiente-inmuebles-25880836,100.0,,
3 Dormitorios en Lezica,107000,165.0,https://www.gallito.com.uy/lezica-–-venta-casa-3-dormitorios-con-patio-inmuebles-27419966,731.0,-34.80252,-56.24054
2 Dormitorios en Nuevo Paris,108000,66.0,https://www.gallito.com.uy/casa-en-altos-en-nuevo-paris-2-dormitorios-inmuebles-27494298,66.0,-34.90721,-56.19027
3 Dormitorios en Sayago,108000,94.0,https://www.gallito.com.uy/excelente-comodidades-muy-funcional-en-una-planta-inmuebles-26968774,94.0,,
2 Dormitorios en La Comercial,108000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-1-baã±o-y-cochera-inmuebles-25137440,75.0,-34.88644,-56.17105
1 Dormitorio en Brazo Oriental,108000,,https://www.gallito.com.uy/venta-de-casa-en-brazo-oriental-inmuebles-27544047,1.0,-34.86503,-56.17841
2 Dormitorios en Prado Norte,108000,59.0,https://www.gallito.com.uy/ph-tipocasapradonorteprox-millanycastro2dorm2patioss-inmuebles-27300190,59.0,-34.84844,-56.19741
2 Dormitorios en Malvin,109000,60.0,https://www.gallito.com.uy/se-vende-casa-independiente-barrio-malvin-inmuebles-26690312,60.0,,
3 Dormitorios en Prado,109000,69.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-cooperativa-prado-imasuy-m-inmuebles-23920106,82.0,-34.85774,-56.2127
2 Dormitorios en Pocitos,109000,40.0,https://www.gallito.com.uy/casa-sobre-benito-lamas-inmuebles-23535477,40.0,-34.90721,-56.19027
3 Dormitorios en Prado Norte,109000,80.0,https://www.gallito.com.uy/vende-casa-ph-de-altos-con-garaje-y-terraza-increible-inmuebles-25342514,80.0,-34.8471,-56.2052
3 Dormitorios en La Teja,109000,,https://www.gallito.com.uy/montero-vidaurreta-esq-real-con-garaje-excelente-ubica-inmuebles-26055986,192.0,-34.86474,-56.22802
1 Dormitorio en Malvin Norte,109000,36.0,https://www.gallito.com.uy/venta-casa-parque-rivera-1-dorm-patio-parrillero-co-inmuebles-26410547,48.0,,
2 Dormitorios en Tres Cruces,109000,,https://www.gallito.com.uy/venta-de-casa-en-tres-cruces-inmuebles-27548551,79.0,-34.89615,-56.17123
2 Dormitorios en Tres Cruces,109000,74.0,https://www.gallito.com.uy/21122-venta-casa-tipo-apto-2dorm-tres-cruces-patio-crenta-inmuebles-27411126,79.0,-34.89643,-56.17375
3 Dormitorios en Paso Molino,109900,69.0,https://www.gallito.com.uy/venta-casa-paso-molino-3-dormitorios-inmuebles-27342617,78.0,-34.85807,-56.22006
2 Dormitorios en Sayago,110000,96.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-jardin-y-fondo-sayago-inmuebles-27474033,106.0,-34.83818,-56.2049
3 Dormitorios en Maroñas,110000,86.0,https://www.gallito.com.uy/al1961p2-venta-casa-3-dorm-bella-italia-garaje-patio-fon-inmuebles-26228496,502.0,-34.84115,-56.12052
2 Dormitorios en Buceo,110000,,https://www.gallito.com.uy/casa-en-venta-con-renta-2-dormitorios-1-baã±o-y-inmuebles-24544572,85.0,-34.89108,-56.13237
1 Dormitorio en Aguada,110000,84.0,https://www.gallito.com.uy/buena-ubicacion-inmuebles-25907129,120.0,-34.89901,-56.18747
4 Dormitorios en J. Hipodromo,110000,,https://www.gallito.com.uy/casa-y-apto-en-venta-4-dormitorios-2-inmuebles-26150717,200.0,-34.84421,-56.14515
2 Dormitorios en Centro,110000,79.0,https://www.gallito.com.uy/parodi-reciclaje-de-dos-dormitorios-inmuebles-26723963,79.0,,
Más de 4 dormitorios en Nuevo Paris,110000,295.0,https://www.gallito.com.uy/casa-y-dos-apartamentos-en-venta-en-nuevo-paris-inmuebles-27410403,295.0,-34.84251,-56.23619
2 Dormitorios en Pajas Blancas,110000,,https://www.gallito.com.uy/venta-casa-2-dormitorios-y-apartamento-inmuebles-25519579,1.0,,
4 Dormitorios en Lezica,110000,,https://www.gallito.com.uy/2-casas-en-venta-con-gran-terreno-lezica-inmuebles-27553606,732.0,-34.79844,-56.24766
3 Dormitorios en Belvedere,110000,,https://www.gallito.com.uy/casa-venta-en-belvedere-inmuebles-27540804,98.0,-34.84909,-56.2234
2 Dormitorios en Maroñas,110000,,https://www.gallito.com.uy/casa-venta-maroñas-montevideo-imasuy-gg-inmuebles-27495031,90.0,-34.86195,-56.13256
2 Dormitorios en Otro,110000,,https://www.gallito.com.uy/casa-venta-montevideo-imasuy-gg-inmuebles-27495032,90.0,-34.86195,-56.13256
2 Dormitorios en Cerrito,110000,67.0,https://www.gallito.com.uy/hermosa-casa-al-frente-2-dormitorios-garaje-y-fondo-inmuebles-23601683,746.0,-34.8487,-56.18341
Más de 4 dormitorios en Otro,110000,102.0,https://www.gallito.com.uy/casa-en-venta-de-5-dormitorios-mas-monoambiente-en-villa-es-inmuebles-22511605,102.0,-34.86074,-56.14216
4 Dormitorios en Maroñas,110000,105.0,https://www.gallito.com.uy/venta-casas-4-dormitorios-maroñas-inmuebles-24269721,560.0,-34.83901,-56.13813
3 Dormitorios en Colon,110000,,https://www.gallito.com.uy/casa-en-2-plantas-ccochera-a-2-cdas-centro-comercial-inmuebles-23783403,85.0,,
3 Dormitorios en Otro,110000,86.0,https://www.gallito.com.uy/al1961p-venta-casa-3-dorm-bella-italia-garaje-patio-fondo-inmuebles-26228484,502.0,-34.84115,-56.12052
Más de 4 dormitorios en Union,110000,102.0,https://www.gallito.com.uy/casa-en-venta-de-5-dormitorios-mas-monoambiente-en-villa-es-inmuebles-22511603,102.0,-34.86074,-56.14216
3 Dormitorios en Cerrito,110000,,https://www.gallito.com.uy/venta-de-casa-familiar-3-dormitorios-portal-mas-inmuebles-26773083,1.0,-34.91337,-54.94264
3 Dormitorios en Paso De La Arena,110000,100.0,https://www.gallito.com.uy/casa-en-venta-en-paso-de-la-arena-inmuebles-25337930,1550.0,,
1 Dormitorio en Jacinto Vera,110000,46.0,https://www.gallito.com.uy/venta-casa-1-dormitorio-azotea-transitable-jacinto-vera-inmuebles-25491313,46.0,,
Más de 4 dormitorios en Villa Española,110000,153.0,https://www.gallito.com.uy/venta-casa-apartamento-en-villa-española-inmuebles-27229014,218.0,-34.86079,-56.14221
3 Dormitorios en La Teja,110000,,https://www.gallito.com.uy/reservadamarmol-esquina-tellier-cochera-inmuebles-27043256,289.0,-34.86139,-56.23362
Más de 4 dormitorios en Villa Española,110000,102.0,https://www.gallito.com.uy/casa-en-venta-de-5-dormitorios-mas-monoambiente-en-villa-es-inmuebles-22511602,102.0,-34.86074,-56.14216
2 Dormitorios en La Teja,110000,120.0,https://www.gallito.com.uy/venta-casa-apto-garaje-en-padron-unico-la-teja-inmuebles-26962368,130.0,-34.86069,-56.23955
2 Dormitorios en Tres Cruces,110000,74.0,https://www.gallito.com.uy/casa-independiente-en-tres-cruces-con-renta-inmuebles-27374438,80.0,,
3 Dormitorios en Prado Norte,110000,80.0,https://www.gallito.com.uy/exc-ubic-predio-alto-con-posiblidades-de-entrada-auto-fdo-inmuebles-26912605,358.0,,
2 Dormitorios en La Comercial,110000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-1-baã±o-y-cochera-juan-paulli-inmuebles-22921911,75.0,-34.88644,-56.17105
2 Dormitorios en Bella Vista,110000,,https://www.gallito.com.uy/venta-de-casa-a-estrenar-en-bella-vista-inmuebles-27548100,1.0,-34.87582,-56.20281
2 Dormitorios en Cerrito,110000,,https://www.gallito.com.uy/casa-mas-cabaã±a-en-venta-2-dormitorios-1-inmuebles-26039907,295.0,-34.85448,-56.17094
3 Dormitorios en Union,110000,135.0,https://www.gallito.com.uy/venta-casas-3-dormitorios-union-inmuebles-25166063,180.0,-34.87201,-56.14122
2 Dormitorios en J. Hipodromo,110000,83.0,https://www.gallito.com.uy/casa-de-dos-dormitorios-en-venta-en-jardines-del-hipodromo-inmuebles-24236220,153.0,-34.84225,-56.13357
1 Dormitorio en Prado,110000,45.0,https://www.gallito.com.uy/casa-en-venta-de-1-dormitorio-en-prado-norte-inmuebles-24683224,60.0,-34.83972,-56.22359
2 Dormitorios en Nuevo Paris,110000,,https://www.gallito.com.uy/montevideo-casa-en-venta-oportunidad-inmuebles-24304178,330.0,-34.955,-54.971
2 Dormitorios en Union,110000,,https://www.gallito.com.uy/casa-venta-union-montevideo-imasuy-gg-inmuebles-27495030,90.0,-34.86195,-56.13256
4 Dormitorios en Belvedere,110000,150.0,https://www.gallito.com.uy/oportunidad-venta-de-pu-todo-una-planta-para-vivienda-l-inmuebles-27352491,480.0,-34.85195,-56.23017
2 Dormitorios en Brazo Oriental,110000,90.0,https://www.gallito.com.uy/casa-reciclada-a-nueva-padron-unico-inmuebles-21725429,90.0,-34.85797,-56.17908
1 Dormitorio en Cordon,110000,,https://www.gallito.com.uy/venta-casa-esquina-de-ãpoca-cã©ntrica-montevideo-1-dormito-inmuebles-25861494,50.0,-34.89818,-56.1863
Más de 4 dormitorios en Maroñas,110000,102.0,https://www.gallito.com.uy/casa-en-venta-de-5-dormitorios-mas-monoambiente-en-villa-es-inmuebles-22511604,102.0,-34.86074,-56.14216
3 Dormitorios en Otro,110000,86.0,https://www.gallito.com.uy/al1961p1-venta-casa-3-dorm-flor-de-maroñas-garaje-patio-inmuebles-26228508,502.0,-34.84115,-56.12052
2 Dormitorios en Maroñas Curva,110000,83.0,https://www.gallito.com.uy/casa-de-dos-dormitorios-en-venta-en-jardines-del-hipodromo-inmuebles-24368656,153.0,-34.84225,-56.13357
3 Dormitorios en Bolivar M. Modelo,110000,125.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-cochera-parrillero-bolivar-inmuebles-25491170,350.0,,
2 Dormitorios en Peñarol,110000,90.0,https://www.gallito.com.uy/casa-en-venta-en-peñarol-con-buen-terreno-inmuebles-23543608,650.0,-34.81701,-56.20698
3 Dormitorios en Reducto,112000,,https://www.gallito.com.uy/casa-venta-reducto-montevideo-imas-c-inmuebles-27363559,62.0,-34.87471,-56.19212
2 Dormitorios en La Blanqueada,112000,104.0,https://www.gallito.com.uy/excelente-ubicacion-prox-l-a-de-herrera-y-bvar-artigas-inmuebles-25910666,1.0,,
2 Dormitorios en Maroñas,112000,,https://www.gallito.com.uy/casa-en-venta-2-dorm-1-baã±o-cochera-maroã±as-inmuebles-26755118,121.0,-34.85747,-56.13583
3 Dormitorios en Aguada,112000,62.0,https://www.gallito.com.uy/casa-venta-aguada-montevideo-imas-c-inmuebles-26308625,62.0,-34.87471,-56.19212
3 Dormitorios en Atahualpa,112000,62.0,https://www.gallito.com.uy/casa-venta-atahualpa-montevideo-imas-c-inmuebles-26308626,62.0,-34.87471,-56.19212
4 Dormitorios en Aguada,112500,173.0,https://www.gallito.com.uy/casa-venta-aguada-montevideo-imasuy-fc-inmuebles-26130791,315.0,-34.88395,-56.18376
2 Dormitorios en Perez Castellanos,113000,59.0,https://www.gallito.com.uy/casa-de-bajos-en-perez-castellanos-de-2-dormitorios-barbac-inmuebles-26062825,179.0,,
1 Dormitorio en Malvin,113000,,https://www.gallito.com.uy/apartamento-en-malvinbajo-de-precio-inmuebles-23499043,38.0,,
3 Dormitorios en Buceo,114000,84.0,https://www.gallito.com.uy/casa-contrafrente-de-tres-dormitorios-inmuebles-25907555,85.0,-34.88547,-56.14362
2 Dormitorios en Sayago,114000,119.0,https://www.gallito.com.uy/casa-reciclada-en-sayago-2-dormitorios-2-baños-garaje-inmuebles-27162232,411.0,-34.83196,-56.21238
3 Dormitorios en Maroñas,114000,,https://www.gallito.com.uy/casa-en-venta-3dormitorios-1baã±o-patio-cochera-barbac-inmuebles-26928930,583.0,-34.84761,-56.11409
2 Dormitorios en Nuevo Paris,114000,181.0,https://www.gallito.com.uy/venta-de-casa-de-dos-dormitorios-terreno-y-gge-en-nu-paris-inmuebles-25347371,501.0,-34.83672,-56.24164
2 Dormitorios en Sayago,114998,150.0,https://www.gallito.com.uy/casa-2-dormitorios-con-barbacoa-y-fondo-en-sayago-con-renta-inmuebles-26386151,350.0,-34.83741,-56.20307
Más de 4 dormitorios en Aires Puros,114999,,https://www.gallito.com.uy/5-casas-en-venta-5-dormitorios-5-baã±os-aires-puros-inmuebles-25116920,360.0,-34.84844,-56.18768
4 Dormitorios en Colon,115000,120.0,https://www.gallito.com.uy/venta-colon-dos-casas-en-el-mismo-padron-inmuebles-25793977,500.0,-34.7945,-56.22206
2 Dormitorios en Capurro,115000,69.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-capurro-garaje-inmuebles-27569248,139.0,-34.87206,-56.21107
1 Dormitorio en Tres Cruces,115000,44.0,https://www.gallito.com.uy/ideal-inversor-alquilado-inmuebles-24149590,44.0,-34.89491,-56.16924
2 Dormitorios en Brazo Oriental,115000,84.0,https://www.gallito.com.uy/nuda-propiedad-apartamento-y-local-comercial-en-padron-unico-inmuebles-20655118,84.0,,
