desc,valor,metraje,url
1 Dormitorio en Reducto,U$S 85.000,63,https://www.gallito.com.uy/ifer&olivera-zapican-es-gral-e-martinez-inmuebles-19761362
3 Dormitorios en Sayago,U$S 85.000,68,https://www.gallito.com.uy/al1087-venta-casa-3-dorm-sayago-cgaraje-inmuebles-21596899
1 Ambiente en Goes,U$S 85.000,103,https://www.gallito.com.uy/oportunidad-ideal-inversores-casa-en-padron-unico-exc-inmuebles-20894514
3 Dormitorios en Colon,U$S 85.000,153,https://www.gallito.com.uy/vendo-oportunidad-2-casas-en-un-mismo-padron-inmuebles-21920877
2 Dormitorios en Piedras Blancas,U$S 85.000,112,https://www.gallito.com.uy/venta-casa-de-2-dormitorios-en-piedras-blancas-con-garaje-inmuebles-22152351
2 Dormitorios en Perez Castellanos,U$S 85.000,66,https://www.gallito.com.uy/casa-independiente-al-frente-inmuebles-21556702
4 Dormitorios en Ituzaingo,U$S 85.000,,https://www.gallito.com.uy/se-vende-casa-y-apartamento-inmuebles-20941654
3 Dormitorios en Perez Castellanos,U$S 85.000,,https://www.gallito.com.uy/casa-en-venta-con-renta-3-dormitorios-1-baã±o-cochera-corum-inmuebles-19071481
2 Dormitorios en Sayago,U$S 85.000,48,https://www.gallito.com.uy/casa-con-renta-cexcel-terminaciones-cochera-parrillero-inmuebles-14375454
1 Dormitorio en Cerrito,U$S 85.000,,https://www.gallito.com.uy/hermoso-apartamento-en-venta-cerrito-inmuebles-22134754
3 Dormitorios en Goes,U$S 85.500,91,https://www.gallito.com.uy/venta-casa-goes-montevideo-imasuy-ip-inmuebles-22059941
3 Dormitorios en La Comercial,U$S 85.500,91,https://www.gallito.com.uy/venta-casa-la-comercial-montevideo-imasuy-ip-inmuebles-22059942
3 Dormitorios en Aguada,U$S 85.500,,https://www.gallito.com.uy/venta-casa-aguada-montevideo-imasuy-ip-inmuebles-22292369
3 Dormitorios en Reducto,U$S 85.500,91,https://www.gallito.com.uy/venta-casa-reducto-montevideo-imasuy-ip-inmuebles-22059935
4 Dormitorios en Tres Cruces,U$S 86.000,100,https://www.gallito.com.uy/gran-casona-en-tres-cruces-100-mt-inmuebles-21998194
2 Dormitorios en Ituzaingo,U$S 86.000,55,https://www.gallito.com.uy/casa-en-venta-de-2-dormitorios-ituzaingo-excelente-estado-inmuebles-21126981
2 Dormitorios en La Blanqueada,U$S 86.000,68,https://www.gallito.com.uy/casa-en-planta-baja-con-patio-y-azotea-inmuebles-21684500
2 Dormitorios en Colon,U$S 87.000,,https://www.gallito.com.uy/casa-con-amplio-terreno-inmuebles-22304489
3 Dormitorios en Aguada,U$S 87.000,,https://www.gallito.com.uy/casa-venta-pu-3-dorm-aguada-acepta-banco-inmuebles-21747460
3 Dormitorios en Cerrito,U$S 87.000,104,https://www.gallito.com.uy/venta-casa-a-reciclar-el-cerrito-gral-flores-y-serrato-inmuebles-13429161
2 Dormitorios en Cordon,U$S 108.000,,https://www.gallito.com.uy/a-reciclar-proxima-palacio-legislativo-o-permuta-venta-casas-inmuebles-19270797
3 Dormitorios en Goes,U$S 109.000,87,https://www.gallito.com.uy/venta-casa-tres-dormitorios-y-parrillero-en-goes-inmuebles-22299441
3 Dormitorios en Buceo,U$S 109.000,70,https://www.gallito.com.uy/casa-a-reciclar-3-dorm-buceo-a-metros-de-av-italia-inmuebles-21970841
3 Dormitorios en Buceo,U$S 109.000,99,https://www.gallito.com.uy/casa-a-la-venta-de-tres-dormitorios-en-buceo-inmuebles-22254086
3 Dormitorios en La Comercial,U$S 109.000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-1-baã±o-con-azotea-repãblica-inmuebles-18028133
3 Dormitorios en La Comercial,U$S 109.000,135,https://www.gallito.com.uy/venta-casa-la-comercial-3-dormitorios-ref-rgo-889-inmuebles-22096470
3 Dormitorios en Buceo,U$S 109.000,99,https://www.gallito.com.uy/casa-a-la-venta-de-tres-dormitorios-en-buceo-inmuebles-22174278
2 Dormitorios en Jacinto Vera,U$S 109.000,60,https://www.gallito.com.uy/linda-casa-de-altos-inmuebles-22100874
3 Dormitorios en La Comercial,U$S 109.000,90,https://www.gallito.com.uy/padron-unico-inmuebles-21798757
3 Dormitorios en Belvedere,U$S 109.500,80,https://www.gallito.com.uy/venta-casa-3-dorm-prado-nte-cpatio-y-parrillero-inmuebles-21335122
2 Dormitorios en Sayago,U$S 110.000,,https://www.gallito.com.uy/casa-y-apartamento-2-dormitorios-1-baã±o-cochera-to-inmuebles-22305716
3 Dormitorios en Goes,U$S 110.000,,https://www.gallito.com.uy/valle-inclan-y-blandengues-inmuebles-21218422
