desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine
2 Dormitorios en Cerrito,85000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-1-baã±o-azotea-av-gral-inmuebles-22174304,-34.955,-54.971,2 Dormitorios,Cerrito,Cerrito,27.0
3 Dormitorios en Jacinto Vera,85000,73.0,https://www.gallito.com.uy/oportunidad-casa-3dorm-a-reciclar-jacinto-vera-inmuebles-21123339,-34.87623,-56.17544,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
2 Dormitorios en Villa Española,85000,80.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-22060285,-34.86306,-56.14464,2 Dormitorios,Villa Española,Villa Española,24.0
3 Dormitorios en Belvedere,85000,70.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-belvedere-inmuebles-21836989,,,3 Dormitorios,Belvedere,Belvedere,54.0
1 Ambiente en Carrasco Norte,85000,30.0,https://www.gallito.com.uy/casa-en-la-cruz-de-carrasco-norte-1-ambiente-gran-terreno-inmuebles-20029689,-34.87269,-56.09605,1 Ambiente,Carrasco Norte,Carrasco Norte,15.0
Más de 4 dormitorios en Piedras Blancas,85000,112.0,https://www.gallito.com.uy/venta-casa-de-4-dormitorios-en-piedras-blancas-amplio-te-inmuebles-22152350,-34.82027,-56.14407,Más de 4 dormitorios,Piedras Blancas,Piedras Blancas,31.0
2 Dormitorios en Nuevo Paris,85000,534.0,https://www.gallito.com.uy/refor-vende-casa-en-nuevo-paris-inmuebles-17110788,-34.84047,-56.25116,2 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
1 Dormitorio en Reducto,85000,63.0,https://www.gallito.com.uy/ifer&olivera-zapican-es-gral-e-martinez-inmuebles-19761362,-34.87364,-56.19359,1 Dormitorio,Reducto,Reducto,42.0
3 Dormitorios en Sayago,85000,68.0,https://www.gallito.com.uy/al1087-venta-casa-3-dorm-sayago-cgaraje-inmuebles-21596899,-34.84641,-56.21569,3 Dormitorios,Sayago,Sayago,52.0
1 Ambiente en Goes,85000,103.0,https://www.gallito.com.uy/oportunidad-ideal-inversores-casa-en-padron-unico-exc-inmuebles-20894514,-34.88116,-56.18036,1 Ambiente,Goes,,
3 Dormitorios en Colon,85000,153.0,https://www.gallito.com.uy/vendo-oportunidad-2-casas-en-un-mismo-padron-inmuebles-21920877,,,3 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0
2 Dormitorios en Piedras Blancas,85000,112.0,https://www.gallito.com.uy/venta-casa-de-2-dormitorios-en-piedras-blancas-con-garaje-inmuebles-22152351,-34.82027,-56.14407,2 Dormitorios,Piedras Blancas,Piedras Blancas,31.0
2 Dormitorios en Perez Castellanos,85000,66.0,https://www.gallito.com.uy/casa-independiente-al-frente-inmuebles-21556702,-34.85634,-56.15659,2 Dormitorios,Perez Castellanos,"Castro, P. Castellanos",26.0
4 Dormitorios en Ituzaingo,85000,,https://www.gallito.com.uy/se-vende-casa-y-apartamento-inmuebles-20941654,-34.85093,-56.13963,4 Dormitorios,Ituzaingo,Ituzaingó,22.0
3 Dormitorios en Perez Castellanos,85000,,https://www.gallito.com.uy/casa-en-venta-con-renta-3-dormitorios-1-baã±o-cochera-corum-inmuebles-19071481,,,3 Dormitorios,Perez Castellanos,"Castro, P. Castellanos",26.0
2 Dormitorios en Sayago,85000,48.0,https://www.gallito.com.uy/casa-con-renta-cexcel-terminaciones-cochera-parrillero-inmuebles-14375454,,,2 Dormitorios,Sayago,Sayago,52.0
1 Dormitorio en Cerrito,85000,,https://www.gallito.com.uy/hermoso-apartamento-en-venta-cerrito-inmuebles-22134754,,,1 Dormitorio,Cerrito,Cerrito,27.0
3 Dormitorios en Goes,85500,91.0,https://www.gallito.com.uy/venta-casa-goes-montevideo-imasuy-ip-inmuebles-22059941,-34.88465,-56.19275,3 Dormitorios,Goes,,
3 Dormitorios en La Comercial,85500,91.0,https://www.gallito.com.uy/venta-casa-la-comercial-montevideo-imasuy-ip-inmuebles-22059942,-34.88304,-56.18909,3 Dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Aguada,85500,,https://www.gallito.com.uy/venta-casa-aguada-montevideo-imasuy-ip-inmuebles-22292369,-34.8835,-56.19068,3 Dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Reducto,85500,91.0,https://www.gallito.com.uy/venta-casa-reducto-montevideo-imasuy-ip-inmuebles-22059935,-34.88414,-56.19162,3 Dormitorios,Reducto,Reducto,42.0
4 Dormitorios en Tres Cruces,86000,100.0,https://www.gallito.com.uy/gran-casona-en-tres-cruces-100-mt-inmuebles-21998194,-34.89516,-56.17346,4 Dormitorios,Tres Cruces,Tres Cruces,50.0
2 Dormitorios en Ituzaingo,86000,55.0,https://www.gallito.com.uy/casa-en-venta-de-2-dormitorios-ituzaingo-excelente-estado-inmuebles-21126981,,,2 Dormitorios,Ituzaingo,Ituzaingó,22.0
2 Dormitorios en La Blanqueada,86000,68.0,https://www.gallito.com.uy/casa-en-planta-baja-con-patio-y-azotea-inmuebles-21684500,-34.87646,-56.16327,2 Dormitorios,La Blanqueada,La Blanqueada,47.0
2 Dormitorios en Colon,87000,,https://www.gallito.com.uy/casa-con-amplio-terreno-inmuebles-22304489,,,2 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0
3 Dormitorios en Aguada,87000,,https://www.gallito.com.uy/casa-venta-pu-3-dorm-aguada-acepta-banco-inmuebles-21747460,-34.955,-54.971,3 Dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Cerrito,87000,104.0,https://www.gallito.com.uy/venta-casa-a-reciclar-el-cerrito-gral-flores-y-serrato-inmuebles-13429161,,,3 Dormitorios,Cerrito,Cerrito,27.0
2 Dormitorios en Cordon,108000,,https://www.gallito.com.uy/a-reciclar-proxima-palacio-legislativo-o-permuta-venta-casas-inmuebles-19270797,,,2 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Goes,109000,87.0,https://www.gallito.com.uy/venta-casa-tres-dormitorios-y-parrillero-en-goes-inmuebles-22299441,-34.88007,-56.17764,3 Dormitorios,Goes,,
3 Dormitorios en Buceo,109000,70.0,https://www.gallito.com.uy/casa-a-reciclar-3-dorm-buceo-a-metros-de-av-italia-inmuebles-21970841,-34.88636,-56.12897,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Buceo,109000,99.0,https://www.gallito.com.uy/casa-a-la-venta-de-tres-dormitorios-en-buceo-inmuebles-22254086,-34.8907,-56.13608,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en La Comercial,109000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-1-baã±o-con-azotea-repãblica-inmuebles-18028133,-34.89105,-56.17004,3 Dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en La Comercial,109000,135.0,https://www.gallito.com.uy/venta-casa-la-comercial-3-dormitorios-ref-rgo-889-inmuebles-22096470,-34.88858,-56.16961,3 Dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Buceo,109000,99.0,https://www.gallito.com.uy/casa-a-la-venta-de-tres-dormitorios-en-buceo-inmuebles-22174278,-34.8907,-56.13608,3 Dormitorios,Buceo,Buceo,9.0
2 Dormitorios en Jacinto Vera,109000,60.0,https://www.gallito.com.uy/linda-casa-de-altos-inmuebles-22100874,,,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en La Comercial,109000,90.0,https://www.gallito.com.uy/padron-unico-inmuebles-21798757,-34.88618,-56.17453,3 Dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Belvedere,109500,80.0,https://www.gallito.com.uy/venta-casa-3-dorm-prado-nte-cpatio-y-parrillero-inmuebles-21335122,-34.85113,-56.2171,3 Dormitorios,Belvedere,Belvedere,54.0
2 Dormitorios en Sayago,110000,,https://www.gallito.com.uy/casa-y-apartamento-2-dormitorios-1-baã±o-cochera-to-inmuebles-22305716,-34.955,-54.971,2 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Goes,110000,,https://www.gallito.com.uy/valle-inclan-y-blandengues-inmuebles-21218422,-34.8838,-56.18089,3 Dormitorios,Goes,,
2 Dormitorios en Lezica,110000,120.0,https://www.gallito.com.uy/casa-y-apartamento-en-mismo-padron-casa-cw42829-inmuebles-12258475,,,2 Dormitorios,Lezica,"Lezica, Melilla",60.0
2 Dormitorios en Brazo Oriental,110000,97.0,https://www.gallito.com.uy/casa-reciclada-inmuebles-20245862,,,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Capurro,110000,91.0,https://www.gallito.com.uy/casa-a-reciclar-francisco-gomez-inmuebles-19947348,,,3 Dormitorios,Capurro,"Capurro, Bella Vista",40.0
2 Dormitorios en Nuevo Paris,110000,67.0,https://www.gallito.com.uy/ifer&olivera-diogenes-hequet-esq-timote-inmuebles-22153855,-34.84752,-56.22985,2 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
3 Dormitorios en Cerro,110000,120.0,https://www.gallito.com.uy/japon-3-dorm-baño-coc-gge-terreno-uss110000tel099626570-inmuebles-20479258,,,3 Dormitorios,Cerro,Cerro,35.0
3 Dormitorios en La Comercial,110000,94.0,https://www.gallito.com.uy/venta-casa-la-comercial-3-dormitorios-inmuebles-21231905,-34.89577,-56.17498,3 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en Sayago,110000,,https://www.gallito.com.uy/casa-camplio-jdin-gge-fdo-cgalpon-y-parrillero-inmuebles-20693008,,,2 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Aguada,110000,,https://www.gallito.com.uy/venta-casa-aguada-3-dorm-1-baã±o-y-local-comercial-inmuebles-21746981,-34.88472,-56.18809,3 Dormitorios,Aguada,Aguada,41.0
2 Dormitorios en Parque Batlle,110000,59.0,https://www.gallito.com.uy/luis-a-de-a-herrera-y-ramon-anador-reciclada-jardin-inmuebles-22288071,-34.89657,-56.14206,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
2 Dormitorios en Paso De La Arena,110000,66.0,https://www.gallito.com.uy/casa-hermosa-de-66mts-en-500mts-de-terreno-paso-de-la-arena-inmuebles-19926358,,,2 Dormitorios,Paso De La Arena,Paso de la Arena,57.0
4 Dormitorios en Lezica,110000,70.0,https://www.gallito.com.uy/muy-linda-y-comoda-propiedad-en-complejo-lezica-i-inmuebles-15638205,-34.80242,-56.24609,4 Dormitorios,Lezica,"Lezica, Melilla",60.0
3 Dormitorios en Sayago,110000,83.0,https://www.gallito.com.uy/974-venta-casa-3-dorm-sayago-norte-cochera-inmo-prospero-inmuebles-20905719,-34.82282,-56.22966,3 Dormitorios,Sayago,Sayago,52.0
2 Dormitorios en Parque Batlle,110000,59.0,https://www.gallito.com.uy/luis-a-de-a-herrera-y-ramon-anador-reciclada-jardin-inmuebles-22233528,-34.89657,-56.14206,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
2 Dormitorios en Aires Puros,110000,,https://www.gallito.com.uy/casa-cjdin-al-fte-fdo-cpatio-y-parrillero-galpon-gge-inmuebles-22196017,,,2 Dormitorios,Aires Puros,Aires Puros,29.0
3 Dormitorios en Sayago,110000,,https://www.gallito.com.uy/casa-mb-construccion-a-2-cdas-de-av-garzon-inmuebles-22081295,,,3 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Prado,110000,90.0,https://www.gallito.com.uy/venta-casa-de-3-dormitorios-prado-inmuebles-20911423,,,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en La Teja,110000,235.0,https://www.gallito.com.uy/excelente-punto-2-casas-1-padron-se-venden-juntas-a-recicl-inmuebles-15591858,-34.86219,-56.22872,Más de 4 dormitorios,La Teja,La Teja,38.0
4 Dormitorios en Colon,110000,1160.0,https://www.gallito.com.uy/casa-en-venta-en-villa-colon-inmuebles-14633317,-34.79731,-56.24013,4 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0
2 Dormitorios en La Teja,110000,84.0,https://www.gallito.com.uy/reservadabuena-casa-en-la-teja-con-entrada-de-coche-inmuebles-21308547,-34.85961,-56.23182,2 Dormitorios,La Teja,La Teja,38.0
2 Dormitorios en Melilla,110000,,https://www.gallito.com.uy/casa-en-venta-camino-redencion-inmuebles-18007043,,,2 Dormitorios,Melilla,"Lezica, Melilla",60.0
3 Dormitorios en Centro,110000,155.0,https://www.gallito.com.uy/venta-de-casa-ideal-reciclaje-centro-norte-inmuebles-22197171,,,3 Dormitorios,Centro,Centro,2.0
3 Dormitorios en Prado,110000,90.0,https://www.gallito.com.uy/ifer&olivera-felix-olmedo-y-lucas-obes-inmuebles-20902083,-34.8625,-56.21023,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Nuevo Paris,110000,100.0,https://www.gallito.com.uy/casa-fondo-barbacoa-parrillero-garage-inmuebles-21335551,-34.8337,-56.2382,2 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
2 Dormitorios en Reducto,110000,65.0,https://www.gallito.com.uy/muy-buena-oportunidad-casa-de-altos-2-dorm-independiente-inmuebles-22067295,,,2 Dormitorios,Reducto,Reducto,42.0
2 Dormitorios en Brazo Oriental,110000,55.0,https://www.gallito.com.uy/55-m2-linda-planta-ph-excelente-ubicacion-prox-shopping-inmuebles-16603783,-34.86324,-56.17683,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Villa Española,110000,60.0,https://www.gallito.com.uy/venta-casas-villa-española-2-dormitorios-jardin-ref-rg-inmuebles-22096308,-34.86541,-56.14809,2 Dormitorios,Villa Española,Villa Española,24.0
2 Dormitorios en Nuevo Paris,110000,51.0,https://www.gallito.com.uy/casa-de-2-dormitorios-con-parrillero-y-areas-verdes-inmuebles-15282290,,,2 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
3 Dormitorios en Carrasco Norte,110000,120.0,https://www.gallito.com.uy/venta-casas-3-dormitorios-carrasco-norte-inmuebles-21908267,-34.86788,-56.0992,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Colon,130000,81.0,https://www.gallito.com.uy/vendo-linda-casa-de-3-dormitorios-en-colon-inmuebles-20779493,,,3 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0
4 Dormitorios en Union,130000,,https://www.gallito.com.uy/2-casas-en-un-mismo-padrã³n-inmuebles-22016977,-34.87081,-56.14272,4 Dormitorios,Union,Unión,23.0
2 Dormitorios en Goes,130000,70.0,https://www.gallito.com.uy/venta-casa-duplex-2-dorm-goes-cpatio-parrilla-exc-inmuebles-21546306,-34.88191,-56.17981,2 Dormitorios,Goes,,
4 Dormitorios en Brazo Oriental,130000,209.0,https://www.gallito.com.uy/padron-unico-garage-y-fondo-inmuebles-18675364,,,4 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Maroñas Curva,130000,120.0,https://www.gallito.com.uy/casas-venta-montevideo-maroñas-curva-inmuebles-22067115,,,3 Dormitorios,Maroñas Curva,"Maroñas, Parque Guaraní",17.0
4 Dormitorios en Peñarol,130000,135.0,https://www.gallito.com.uy/venta-de-tres-casas-en-el-mismo-padron-inmuebles-20072607,-34.81949,-56.21597,4 Dormitorios,Peñarol,"Peñarol, Lavalleja",34.0
Más de 4 dormitorios en Paso Molino,130000,114.0,https://www.gallito.com.uy/casa-en-2-plantas-entrega-60000-dolares-y-cuotas-inmuebles-21486527,-34.86076,-56.2164,Más de 4 dormitorios,Paso Molino,,
2 Dormitorios en Maroñas Curva,130000,157.0,https://www.gallito.com.uy/casa-independiente-inmuebles-19897925,-34.85025,-56.13276,2 Dormitorios,Maroñas Curva,"Maroñas, Parque Guaraní",17.0
1 Dormitorio en Pocitos,130000,51.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-18735706,-34.91264,-56.16151,1 Dormitorio,Pocitos,Pocitos,8.0
2 Dormitorios en Prado,130000,77.0,https://www.gallito.com.uy/oficina-sosa-reservada-excelente-ubicacion-lugano-a-reci-inmuebles-20965397,-34.86327,-56.19893,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Jacinto Vera,130000,,https://www.gallito.com.uy/venta-casa-2-dorm-escritorio-fondo-parrillero-jacinto-vera-inmuebles-21746922,,,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en Reducto,130000,80.0,https://www.gallito.com.uy/iza-venta-casa-reducto-3-dormitorios-inmuebles-16648423,-34.87912,-56.19052,3 Dormitorios,Reducto,Reducto,42.0
4 Dormitorios en Aguada,130000,213.0,https://www.gallito.com.uy/venta-casa-4-dormitorios-garaje-aguada-inmuebles-21779885,-34.8836,-56.18553,4 Dormitorios,Aguada,Aguada,41.0
2 Dormitorios en Cerro,130000,105.0,https://www.gallito.com.uy/linda-casa-con-amplio-terreno-zona-clasica-inmuebles-22191370,-34.88474,-56.25261,2 Dormitorios,Cerro,Cerro,35.0
Más de 4 dormitorios en Lezica,130000,,https://www.gallito.com.uy/ideal-inversor-3-casas-mismo-padron-alquiladas-inmuebles-22298713,,,Más de 4 dormitorios,Lezica,"Lezica, Melilla",60.0
3 Dormitorios en Atahualpa,130000,85.0,https://www.gallito.com.uy/casa-propiedad-h-con-patio-delantero-rejas-y-cochera-inmuebles-16161580,-34.86289,-56.18658,3 Dormitorios,Atahualpa,Atahualpa,43.0
1 Dormitorio en Villa Muñoz,130000,63.0,https://www.gallito.com.uy/adi-vende-casa-en-villa-muñoz-1-dormitorio-y-parrillero-inmuebles-21202924,-34.88922,-56.17561,1 Dormitorio,Villa Muñoz,"Villa Muñoz, Retiro",48.0
1 Ambiente en Lezica,130000,90.0,https://www.gallito.com.uy/chalet-en-venta-en-lezica-esquina-inmuebles-21903940,-34.7927,-56.2493,1 Ambiente,Lezica,"Lezica, Melilla",60.0
3 Dormitorios en Union,130000,181.0,https://www.gallito.com.uy/casa-3-dorm-apto-en-union-inmuebles-22102577,-34.87335,-56.1397,3 Dormitorios,Union,Unión,23.0
2 Dormitorios en Atahualpa,130000,58.0,https://www.gallito.com.uy/venta-propiedad-a-metros-de-avenida-inmuebles-21476105,,,2 Dormitorios,Atahualpa,Atahualpa,43.0
3 Dormitorios en Aires Puros,130000,106.0,https://www.gallito.com.uy/casa-venta-3-dormitorios-aires-puros-inmuebles-22127039,-34.85417,-56.18503,3 Dormitorios,Aires Puros,Aires Puros,29.0
4 Dormitorios en La Comercial,130000,133.0,https://www.gallito.com.uy/casa-4-dormitorios-zona-la-comercial-inmuebles-20773197,-34.8846,-56.17277,4 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en La Comercial,130000,70.0,https://www.gallito.com.uy/venta-casas-la-comercial-2-dormitorios-ref-rgo-311-inmuebles-22095282,-34.88343,-56.1688,2 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en Sayago,130000,65.0,https://www.gallito.com.uy/muy-linda-casa-en-ph-al-fondo-muy-segura-buena-construccion-inmuebles-16200758,-34.83563,-56.21269,2 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Cordon,130000,65.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-cordon-sur-inmuebles-20384859,,,3 Dormitorios,Cordon,Cordón,4.0
2 Dormitorios en Capurro,130000,,https://www.gallito.com.uy/venta-casa-capurro-2-dorm-1-baã±o-cochera-y-fondo-inmuebles-21746920,,,2 Dormitorios,Capurro,"Capurro, Bella Vista",40.0
2 Dormitorios en Prado Norte,130000,60.0,https://www.gallito.com.uy/refor-vende-propiedad-prado-norte-inmuebles-15858373,-34.84798,-56.21256,2 Dormitorios,Prado Norte,"Prado, Nueva Savona",39.0
1 Ambiente en La Comercial,130000,166.0,https://www.gallito.com.uy/1-martin-c-martinez-2276-inmuebles-20645976,-34.88713,-56.17372,1 Ambiente,La Comercial,La Comercial,49.0
3 Dormitorios en J. Hipodromo,130000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-2-baã±os-garaje-acrã³po-inmuebles-22174040,-34.955,-54.971,3 Dormitorios,J. Hipodromo,Jardines del Hipódromo,21.0
2 Dormitorios en Union,130000,65.0,https://www.gallito.com.uy/ifer&olivera-comercio-y-asilo-inmuebles-17142299,-34.87691,-56.14233,2 Dormitorios,Union,Unión,23.0
2 Dormitorios en La Comercial,130000,70.0,https://www.gallito.com.uy/venta-casa-duplex-2-dorm-goes-azotea-c-parrillero-inmuebles-22179409,-34.88191,-56.17981,2 Dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Capurro,130000,111.0,https://www.gallito.com.uy/venta-propiedad-en-capurro-inmuebles-21389415,,,3 Dormitorios,Capurro,"Capurro, Bella Vista",40.0
Más de 4 dormitorios en Malvin Norte,130000,294.0,https://www.gallito.com.uy/venta-propiedad-ideal-inversor-inmuebles-21831914,-34.87179,-56.11805,Más de 4 dormitorios,Malvin Norte,Malvín Norte,12.0
2 Dormitorios en Aguada,130000,95.0,https://www.gallito.com.uy/casablanca-casa-antigua-totalmente-reciclada-inmuebles-20177761,-34.88523,-56.18975,2 Dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Aguada,130000,86.0,https://www.gallito.com.uy/venta-casa-aguada-3dormitorios-patio-ref-rgo-638-inmuebles-22096181,-34.88354,-56.18571,3 Dormitorios,Aguada,Aguada,41.0
2 Dormitorios en Villa Muñoz,130000,89.0,https://www.gallito.com.uy/baldovino-villa-muñoz-angel-floro-costa-e-isidoro-de-maria-inmuebles-20880182,-34.90721,-56.19027,2 Dormitorios,Villa Muñoz,"Villa Muñoz, Retiro",48.0
3 Dormitorios en La Teja,130000,67.0,https://www.gallito.com.uy/venta-de-casa-con-3-dormitorios-en-la-teja-inmuebles-22225265,,,3 Dormitorios,La Teja,La Teja,38.0
2 Dormitorios en Sayago,130000,90.0,https://www.gallito.com.uy/al827-casa-de-epoca-gran-fondo-sayago-inmo-prospero-inmuebles-21313704,-34.83948,-56.21309,2 Dormitorios,Sayago,Sayago,52.0
2 Dormitorios en Prado,130000,62.0,https://www.gallito.com.uy/venta-casa-en-buceo-inmuebles-21096449,-34.90721,-56.19027,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0
1 Dormitorio en Otro,130000,,https://www.gallito.com.uy/refor-vende-casa-apto-y-galpon-inmuebles-16402018,-34.81307,-56.32917,1 Dormitorio,Otro,,
4 Dormitorios en Goes,150000,,https://www.gallito.com.uy/venta-casa-goes-montevideo-imasuy-ip-inmuebles-22103029,-34.87681,-56.18289,4 Dormitorios,Goes,,
2 Dormitorios en Centro,150000,125.0,https://www.gallito.com.uy/vendo-casa-2-dormitorios-en-centro-inmuebles-22018670,-34.901,-56.18648,2 Dormitorios,Centro,Centro,2.0
2 Dormitorios en Nuevo Paris,150000,,https://www.gallito.com.uy/refor-vende-casa-en-nuevo-paris-inmuebles-18007548,-34.84672,-56.23436,2 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
3 Dormitorios en La Teja,150000,,https://www.gallito.com.uy/refor-vende-casa-2-plantas-en-la-teja-inmuebles-16801868,-34.86602,-56.23269,3 Dormitorios,La Teja,La Teja,38.0
2 Dormitorios en Buceo,150000,60.0,https://www.gallito.com.uy/reciclado-con-trza-y-parrillero-inmuebles-16917785,-34.89417,-56.1392,2 Dormitorios,Buceo,Buceo,9.0
2 Dormitorios en Tres Cruces,150000,,https://www.gallito.com.uy/casa-en-venta-tres-cruces-2-dorm-azotea-con-parrillero-gara-inmuebles-21746926,,,2 Dormitorios,Tres Cruces,Tres Cruces,50.0
2 Dormitorios en Reducto,150000,141.0,https://www.gallito.com.uy/casablanca-ph-al-frente-actualizada-inmuebles-14237871,-34.87557,-56.19342,2 Dormitorios,Reducto,Reducto,42.0
2 Dormitorios en Aguada,150000,87.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-2-baños-patio-con-parrillero-inmuebles-20285543,-34.89615,-56.18213,2 Dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Punta Gorda,150000,72.0,https://www.gallito.com.uy/duplex-de-3-dormitorios-en-carrasco-inmuebles-20142828,-34.88053,-56.08233,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Aguada,150000,,https://www.gallito.com.uy/venta-casa-aguada-montevideo-imasuy-ip-inmuebles-22103030,-34.87963,-56.18429,4 Dormitorios,Aguada,Aguada,41.0
4 Dormitorios en Prado,150000,300.0,https://www.gallito.com.uy/venta-casa-nuda-propiedad-de-epoca-prado-inmuebles-21002188,-34.84523,-56.20136,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Otro,150000,151.0,https://www.gallito.com.uy/venta-de-apartamento-con-5-dormitorios-en-bella-vista-inmuebles-22225249,,,Más de 4 dormitorios,Otro,,
3 Dormitorios en Carrasco,150000,72.0,https://www.gallito.com.uy/duplex-de-3-dormitorios-en-carrasco-inmuebles-20142827,-34.88053,-56.08233,3 Dormitorios,Carrasco,Carrasco,14.0
1 Dormitorio en Parque Rodo,150000,,https://www.gallito.com.uy/venta-apto-1-dorm-parque-rodã-inmuebles-22082948,,,1 Dormitorio,Parque Rodo,Parque Rodó,6.0
4 Dormitorios en Paso Molino,150000,173.0,https://www.gallito.com.uy/casa-de-4-dormitorios-y-2-baños-precio-de-oferta-inmuebles-18210213,-34.85901,-56.22217,4 Dormitorios,Paso Molino,,
3 Dormitorios en Union,150000,78.0,https://www.gallito.com.uy/casa-duplex-en-barrio-la-union-inmuebles-21993002,-34.87718,-56.13934,3 Dormitorios,Union,Unión,23.0
2 Dormitorios en Jacinto Vera,150000,60.0,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-parrillero-jacinto-vera-inmuebles-22276982,-34.86655,-56.16939,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en La Teja,150000,,https://www.gallito.com.uy/inmobiliaria-battut-vende-casa-a-estrenar-a-mts-de-avenida-inmuebles-15431045,,,3 Dormitorios,La Teja,La Teja,38.0
3 Dormitorios en Prado,150000,102.0,https://www.gallito.com.uy/venta-casa-paso-de-las-duranas-prado-3-dormitorios-garag-inmuebles-22094855,-34.84744,-56.20404,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en La Comercial,150000,141.0,https://www.gallito.com.uy/constitucion-esquina-amezaga-inmuebles-21971331,-34.88763,-56.16864,3 Dormitorios,La Comercial,La Comercial,49.0
4 Dormitorios en Belvedere,150000,,https://www.gallito.com.uy/refor-vende-casa-en-belvedere-inmuebles-18769678,-34.85421,-56.22781,4 Dormitorios,Belvedere,Belvedere,54.0
2 Dormitorios en Brazo Oriental,150000,65.0,https://www.gallito.com.uy/venta-casas-brazo-oriental-2-dormitorios-ref-rgo-142-inmuebles-22095222,-34.85992,-56.18011,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Nuevo Paris,150000,2662.0,https://www.gallito.com.uy/refor-vende-casa-con-local-en-nuevo-paris-inmuebles-17110806,-34.83869,-56.23532,2 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
Más de 4 dormitorios en La Comercial,150000,188.0,https://www.gallito.com.uy/venta-casa-la-comercial-3-unidades-con-renta-inmuebles-22264434,-34.8896,-56.17567,Más de 4 dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Sayago,151000,117.0,https://www.gallito.com.uy/excelente-propiedad-garage-parrillero-inmuebles-21335603,-34.83845,-56.20194,3 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Sayago,151000,117.0,https://www.gallito.com.uy/al848-venta-casa-3dormitorios-sayago-cgaraje-jardin-patio-inmuebles-21394475,-34.83797,-56.20374,3 Dormitorios,Sayago,Sayago,52.0
