desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine
3 Dormitorios en Cordon,152000,,https://www.gallito.com.uy/excelente-ph-ideal-para-residencia-de-estudiante-inmuebles-20266263,-34.955,-54.971,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Cordon,152000,136.0,https://www.gallito.com.uy/venta-casa-em-cordon-3-dormitorios-parrillero-y-azotea-inmuebles-22277287,-34.90604,-56.17848,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Palermo,152000,136.0,https://www.gallito.com.uy/venta-casa-palermo-3-dormitorios-cocina-parrillero-azotea-inmuebles-18223907,-34.90679,-56.17857,3 Dormitorios,Palermo,Palermo,5.0
2 Dormitorios en Union,152000,82.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-garage-union-montevideo-inmuebles-21127281,,,2 Dormitorios,Union,Unión,23.0
2 Dormitorios en Pocitos Nuevo,152000,56.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-pocitos-nuevo-inmuebles-22023452,,,2 Dormitorios,Pocitos Nuevo,Pocitos,8.0
3 Dormitorios en Sayago,153000,84.0,https://www.gallito.com.uy/excelente-propiedad-en-sayago-proximo-a-garzon-en-padro-inmuebles-22253343,-34.80492,-56.21294,3 Dormitorios,Sayago,Sayago,52.0
Más de 4 dormitorios en Reducto,153000,172.0,https://www.gallito.com.uy/venta-casa-5-dormitorios-en-reducto-inmuebles-20960692,,,Más de 4 dormitorios,Reducto,Reducto,42.0
3 Dormitorios en Sayago,153000,117.0,https://www.gallito.com.uy/muy-linda-casa-sobre-avenida-de-3-dormitorios-en-sayago-inmuebles-21115125,-34.83687,-56.20314,3 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Paso De La Arena,154000,300.0,https://www.gallito.com.uy/vendo-casa-en-anaya-a-nuevo-con-3000-mt-de-terreno-inmuebles-21993170,-34.82935,-56.31787,3 Dormitorios,Paso De La Arena,Paso de la Arena,57.0
3 Dormitorios en Sayago,154000,150.0,https://www.gallito.com.uy/venta-de-dos-casas-ideal-para-renta-o-familia-grande-inmuebles-22192110,-34.82466,-56.22475,3 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Atahualpa,154000,84.0,https://www.gallito.com.uy/casa-en-venta-atahualpa-inmuebles-21127989,,,3 Dormitorios,Atahualpa,Atahualpa,43.0
4 Dormitorios en Otro,154000,183.0,https://www.gallito.com.uy/venta-de-3-casas-en-el-mismo-padron-inmuebles-21461244,-34.84834,-56.15555,4 Dormitorios,Otro,,
Más de 4 dormitorios en Arroyo Seco,155000,163.0,https://www.gallito.com.uy/casa-venta-arroyo-seco-inmuebles-22270425,-34.88028,-56.19415,Más de 4 dormitorios,Arroyo Seco,,
2 Dormitorios en Buceo,155000,92.0,https://www.gallito.com.uy/casa-en-ph-al-frente-con-cochera-y-patiocparrillero-inmuebles-21462061,-34.88843,-56.12823,2 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Reducto,175000,84.0,https://www.gallito.com.uy/casa-venta-reducto-montevideo-imasuy-a-inmuebles-21821273,-34.87569,-56.17355,3 Dormitorios,Reducto,Reducto,42.0
3 Dormitorios en Prado,175000,100.0,https://www.gallito.com.uy/8542-venta-casa-pu-ccochera-doble-fondo-barbacoa-prado-no-inmuebles-22224526,-34.85488,-56.21262,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en La Blanqueada,175000,150.0,https://www.gallito.com.uy/casa-la-blanqueada-inmuebles-22264708,-34.87034,-56.16051,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
2 Dormitorios en Otro,175000,96.0,https://www.gallito.com.uy/venta-casa-con-renta-terreno-mercado-modelo-inmuebles-22185020,-34.87368,-56.15078,2 Dormitorios,Otro,,
2 Dormitorios en Buceo,175000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-1-baã±o-terraza-con-parrillero-inmuebles-17873593,-34.88893,-56.13936,2 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Cerrito,175000,,https://www.gallito.com.uy/dos-casas-en-venta-3-dormitorios-4-baã±os-con-gran-patio-ba-inmuebles-18834284,-34.87669,-56.26608,3 Dormitorios,Cerrito,Cerrito,27.0
3 Dormitorios en Atahualpa,175000,,https://www.gallito.com.uy/hermosa-y-amplia-casa-a-a-venta-atahualpa-inmuebles-22038233,,,3 Dormitorios,Atahualpa,Atahualpa,43.0
4 Dormitorios en Prado,175000,84.0,https://www.gallito.com.uy/8801-casa-ccochera-2-autos-barbacoa-patio-prado-norte-inmuebles-21447040,-34.85181,-56.20588,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Malvin,175000,120.0,https://www.gallito.com.uy/vendo-casa-de-2-dormitorios-en-malvin-norte-inmuebles-22018615,-34.88142,-56.09838,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Reducto,175000,84.0,https://www.gallito.com.uy/casa-venta-goes-montevideo-imasuy-a-inmuebles-21821275,-34.87526,-56.17321,3 Dormitorios,Reducto,Reducto,42.0
3 Dormitorios en Aires Puros,175000,,https://www.gallito.com.uy/casa-aires-puros-inmuebles-22270088,-34.85502,-56.18843,3 Dormitorios,Aires Puros,Aires Puros,29.0
4 Dormitorios en Prado,175000,100.0,https://www.gallito.com.uy/854-venta-casa-pu-ccochera-doble-fondo-barbacoa-prado-nort-inmuebles-22081188,-34.85488,-56.21262,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Buceo,175000,54.0,https://www.gallito.com.uy/casa-buceo-inmuebles-21506710,-34.89321,-56.13642,2 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Goes,175000,104.0,https://www.gallito.com.uy/reservada-inmuebles-20108083,,,3 Dormitorios,Goes,,
2 Dormitorios en Brazo Oriental,175000,84.0,https://www.gallito.com.uy/padron-unico-local-comercial-y-casa-macari-vende-inmuebles-21863916,,,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Atahualpa,175000,100.0,https://www.gallito.com.uy/va1024-venta-casa-3-dormitorios-en-atahualpa-con-patios-inmuebles-21210964,-34.87113,-56.18598,3 Dormitorios,Atahualpa,Atahualpa,43.0
3 Dormitorios en Cerrito,175000,168.0,https://www.gallito.com.uy/excelente-propiedad-impecable-con-gran-fondo-inmuebles-21284474,,,3 Dormitorios,Cerrito,Cerrito,27.0
2 Dormitorios en Brazo Oriental,175000,77.0,https://www.gallito.com.uy/casa-brazo-oriental-inmuebles-20139803,-34.86721,-56.17967,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Goes,175000,,https://www.gallito.com.uy/casa-venta-goes-montevideo-imasuy-m-inmuebles-22135095,-34.88227,-56.17362,2 Dormitorios,Goes,,
3 Dormitorios en Prado,175000,177.0,https://www.gallito.com.uy/casa-hermosa-en-inmejorable-precio-inmuebles-21822715,-34.91143,-56.1904,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Capurro,175000,107.0,https://www.gallito.com.uy/ifer&olivera-capurro-y-basualdo-inmuebles-20309185,-34.87228,-56.21574,3 Dormitorios,Capurro,"Capurro, Bella Vista",40.0
1 Ambiente en Brazo Oriental,175000,110.0,https://www.gallito.com.uy/venta-casa-brazo-oriental-3-dormitorios-con-renta-inmuebles-21609203,-34.86704,-56.1808,1 Ambiente,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Buceo,175000,120.0,https://www.gallito.com.uy/casa-en-buceo-inmuebles-21951031,-32.87555,-56.02015,3 Dormitorios,Buceo,Buceo,9.0
2 Dormitorios en Bolivar,175000,81.0,https://www.gallito.com.uy/venta-casa-mas-apartamento-zona-perez-castellano-inmuebles-20655484,-34.86779,-56.15608,2 Dormitorios,Bolivar,,
3 Dormitorios en Cerrito,175000,,https://www.gallito.com.uy/casa-impecable-excelente-estado-tres-dorm-baño-gge-inmuebles-22275223,,,3 Dormitorios,Cerrito,Cerrito,27.0
3 Dormitorios en Union,175000,110.0,https://www.gallito.com.uy/hermosa-casa-reciclada-a-nueva-inmuebles-21997941,-34.8797,-56.12809,3 Dormitorios,Union,Unión,23.0
3 Dormitorios en Cordon,175000,164.0,https://www.gallito.com.uy/gran-oportunidad-casa-de-3-dormitorios-y-patio-inmuebles-19032697,-34.89584,-56.17351,3 Dormitorios,Cordon,Cordón,4.0
4 Dormitorios en La Comercial,175000,140.0,https://www.gallito.com.uy/casa-4-dormitorios-con-renta-inmuebles-19759954,-34.87699,-56.18485,4 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en Punta Gorda,175000,84.0,https://www.gallito.com.uy/hermoso-duplex-2-dormitorios-en-punta-gorda-inmuebles-20688965,-34.88167,-56.0886,2 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Tres Cruces,176000,130.0,https://www.gallito.com.uy/vendo-casa-cuatro-dormitorios-tres-cruces-montevideo-inmuebles-21602394,-34.89512,-56.17262,4 Dormitorios,Tres Cruces,Tres Cruces,50.0
3 Dormitorios en La Comercial,177000,200.0,https://www.gallito.com.uy/casa-la-comercial-inmuebles-20980610,-34.88964,-56.17745,3 Dormitorios,La Comercial,La Comercial,49.0
3 Dormitorios en Aires Puros,177000,135.0,https://www.gallito.com.uy/casablanca-2-casas-en-un-padron-inmuebles-15300715,,,3 Dormitorios,Aires Puros,Aires Puros,29.0
3 Dormitorios en La Comercial,177000,98.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-con-amplio-garage-en-la-comercial-inmuebles-21797981,,,3 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en Prado,178000,120.0,https://www.gallito.com.uy/venta-casas-prado-norte-2-dormitorios-ref-rgo-262-inmuebles-22095546,-34.84283,-56.20667,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Carrasco,178000,110.0,https://www.gallito.com.uy/oportunidad-vendo-casa-3-dormitorios-2-baños-carrasco-inmuebles-21827961,,,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Bella Vista,178000,195.0,https://www.gallito.com.uy/venta-casa-bella-vista-4-dormitorios-ref-rgo-819-inmuebles-22096178,-34.88037,-56.19803,4 Dormitorios,Bella Vista,,
3 Dormitorios en Carrasco,178000,,https://www.gallito.com.uy/en-venta-casa-dãplex-carrasco-sur-inmuebles-21828057,,,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Sayago,178000,210.0,https://www.gallito.com.uy/604-m2-terreno-210-m2-edificados-soleada-buen-estado-gge-inmuebles-16224848,0.0,0.0,3 Dormitorios,Sayago,Sayago,52.0
2 Dormitorios en Prado,178000,90.0,https://www.gallito.com.uy/casa-venta-prado-inmuebles-19864242,-34.8416,-56.20801,2 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Carrasco,178000,110.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-2-baños-carrasco-sur-inmuebles-21165310,,,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Union,200000,168.0,https://www.gallito.com.uy/imperdible-a-mts-av-italia-y-propios-inmuebles-21752599,-34.88542,-56.13821,4 Dormitorios,Union,Unión,23.0
Más de 4 dormitorios en Melilla,200000,900.0,https://www.gallito.com.uy/melilla-casas-campo-y-galpones-con-renta-inmuebles-20466841,-34.72149,-56.29056,Más de 4 dormitorios,Melilla,"Lezica, Melilla",60.0
3 Dormitorios en Union,202000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-2-baã±os-vera-uniã³n-inmuebles-19065878,-34.86478,-56.1323,3 Dormitorios,Union,Unión,23.0
4 Dormitorios en Belvedere,203000,150.0,https://www.gallito.com.uy/excelente-propiedad-en-padron-unico-mas-apartamento-inmuebles-22253283,-34.8441,-56.22294,4 Dormitorios,Belvedere,Belvedere,54.0
2 Dormitorios en Parque Batlle,205000,,https://www.gallito.com.uy/duplex-ph-en-venta-2-dormitorios-2-baã±os-patio-terraza-inmuebles-21674436,-34.90235,-56.151,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
2 Dormitorios en Pocitos,205000,,https://www.gallito.com.uy/hermosa-casa-a-la-venta-zona-pocitos-inmuebles-22067568,,,2 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Malvin,205000,100.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-en-malvin-inmuebles-16364062,-34.88621,-56.10649,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Cordon,205000,,https://www.gallito.com.uy/casa-en-excelente-ubicaciã³n-y-muy-buenos-espacios-inmuebles-21428165,,,3 Dormitorios,Cordon,Cordón,4.0
4 Dormitorios en Colon,205000,167.0,https://www.gallito.com.uy/ideal-para-2-familia-casa-mas-apartamento-inmuebles-20779460,-34.81078,-56.22164,4 Dormitorios,Colon,"Colón Sureste, Abayubá",58.0
3 Dormitorios en Aires Puros,205000,,https://www.gallito.com.uy/casa-en-venta-comercio-rentado-3-dormitorios-2-baã±os-inmuebles-22264968,-34.955,-54.971,3 Dormitorios,Aires Puros,Aires Puros,29.0
2 Dormitorios en Cordon,205000,,https://www.gallito.com.uy/casa-en-venta-inmuebles-22179226,-34.90414,-56.17841,2 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Atahualpa,205000,230.0,https://www.gallito.com.uy/casa-venta-barrio-atahualpa-3-dormitorios-1-baño-con-fondo-inmuebles-20060160,-34.8699,-56.18984,3 Dormitorios,Atahualpa,Atahualpa,43.0
4 Dormitorios en Union,205000,150.0,https://www.gallito.com.uy/casa-en-venta-de-4-dormitorios-y-1-apartamento-inmuebles-21993107,,,4 Dormitorios,Union,Unión,23.0
3 Dormitorios en Buceo,205000,,https://www.gallito.com.uy/casa-venta-en-buceo-inmuebles-21335753,-34.88669,-56.14004,3 Dormitorios,Buceo,Buceo,9.0
2 Dormitorios en Parque Batlle,205000,100.0,https://www.gallito.com.uy/ponce-casa-de-altos-100-mts-estar-parrillero-gran-azot-inmuebles-18443597,-34.90137,-56.16028,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Atahualpa,205000,130.0,https://www.gallito.com.uy/casa-de-3-dormitorios-en-atahualpa-muy-buen-punto-inmuebles-19269207,-34.87028,-56.19009,3 Dormitorios,Atahualpa,Atahualpa,43.0
3 Dormitorios en Malvin,205000,,https://www.gallito.com.uy/casa-en-malvin-a-1-cuadra-de-av-italia-al-norte-inmuebles-16216568,,,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Reducto,208000,176.0,https://www.gallito.com.uy/ifer&olivera-sitio-grande-prox-asencio-inmuebles-19619525,-34.87459,-56.19488,3 Dormitorios,Reducto,Reducto,42.0
3 Dormitorios en Buceo,208000,85.0,https://www.gallito.com.uy/casa-buceo-inmuebles-19120483,-34.89787,-56.13539,3 Dormitorios,Buceo,Buceo,9.0
4 Dormitorios en Punta Gorda,209000,80.0,https://www.gallito.com.uy/calida-ph-4-dormitorios-2-baños-cochera-parrillero-inmuebles-21992022,,,4 Dormitorios,Punta Gorda,Punta Gorda,13.0
2 Dormitorios en Pocitos,209000,76.0,https://www.gallito.com.uy/barreiro-a-pocas-cuadras-del-mar-prop-horizontal-garaje-inmuebles-15583988,-34.90953,-56.14594,2 Dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Buceo,210000,100.0,https://www.gallito.com.uy/casa-buceo-inmuebles-20108302,-34.89944,-56.13687,Más de 4 dormitorios,Buceo,Buceo,9.0
1 Ambiente en Carrasco Norte,210000,250.0,https://www.gallito.com.uy/venta-casa-y-apartamentos-carrasco-norte-inmuebles-21628617,-34.87407,-56.08515,1 Ambiente,Carrasco Norte,Carrasco Norte,15.0
Más de 4 dormitorios en Manga,210000,,https://www.gallito.com.uy/venta-de-3-casas-en-manga-en-1-padron-ideal-empresa-246-m2-inmuebles-15620609,,,Más de 4 dormitorios,Manga,Manga,62.0
2 Dormitorios en Maroñas Curva,210000,800.0,https://www.gallito.com.uy/preciosa-casa-2-dormitorios-jardin-barbacoa-maroñas-curva-inmuebles-21747555,,,2 Dormitorios,Maroñas Curva,"Maroñas, Parque Guaraní",17.0
3 Dormitorios en Pocitos,210000,,https://www.gallito.com.uy/casa-3-dorm-en-pocitos-inmuebles-15519168,-34.91319,-56.15632,3 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Prado,210000,190.0,https://www.gallito.com.uy/ifer&olivera-e-ciganda-esq-av-j-suarez-inmuebles-22174711,-34.87652,-56.19657,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Sayago,210000,,https://www.gallito.com.uy/local-casa-y-2-aptos-a-terminar-inmuebles-20929753,,,3 Dormitorios,Sayago,Sayago,52.0
3 Dormitorios en Atahualpa,210000,154.0,https://www.gallito.com.uy/arkontes-en-1-planta-prox-l-a-de-herrera-inmuebles-15060516,-34.85919,-56.18979,3 Dormitorios,Atahualpa,Atahualpa,43.0
2 Dormitorios en Parque Batlle,210000,65.0,https://www.gallito.com.uy/venta-casa-2-dormitorios-con-patio-buceo-inmuebles-22265428,,,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
2 Dormitorios en Villa Española,210000,159.0,https://www.gallito.com.uy/buena-casa-muy-comoda-inmuebles-22082662,-34.87414,-56.155,2 Dormitorios,Villa Española,Villa Española,24.0
2 Dormitorios en Villa Española,210000,159.0,https://www.gallito.com.uy/buena-casa-muy-comoda-inmuebles-22082587,-34.87414,-56.155,2 Dormitorios,Villa Española,Villa Española,24.0
2 Dormitorios en Jacinto Vera,210000,144.0,https://www.gallito.com.uy/casa-jacinto-vera-inmuebles-20644424,-34.87178,-56.16691,2 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
3 Dormitorios en La Comercial,210000,,https://www.gallito.com.uy/casa-a-la-venta-3-dormitorios-1-baã±o-2-plantas-gar-inmuebles-21836892,-34.955,-54.971,3 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en Maroñas,210000,,https://www.gallito.com.uy/venta-de-casa-2-dormitorios-2-baã±os-cochera-barbacoa-inmuebles-21742612,-34.955,-54.971,2 Dormitorios,Maroñas,"Maroñas, Parque Guaraní",17.0
2 Dormitorios en Malvin,210000,107.0,https://www.gallito.com.uy/casa-malvin-2-dormitorios-a-estrenar-inmuebles-21557473,-34.89163,-56.10379,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Cerrito,210000,120.0,https://www.gallito.com.uy/hermosa-casa-amplia-y-muy-comoda-excelente-estado-inmuebles-21915239,-32.87555,-56.02015,3 Dormitorios,Cerrito,Cerrito,27.0
3 Dormitorios en La Comercial,210000,111.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-20879395,-34.88513,-56.16826,3 Dormitorios,La Comercial,La Comercial,49.0
2 Dormitorios en La Blanqueada,210000,,https://www.gallito.com.uy/casa-en-venta-2-plantas-2-dormitros-1-baã±o-garaje-y-coche-inmuebles-19498463,-34.86988,-56.1598,2 Dormitorios,La Blanqueada,La Blanqueada,47.0
4 Dormitorios en Jacinto Vera,210000,178.0,https://www.gallito.com.uy/venta-casa-la-figurita-3-o-mas-dormitorios-y-garaje-inmuebles-21349219,-34.87695,-56.17754,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
Más de 4 dormitorios en Tres Cruces,240000,112.0,https://www.gallito.com.uy/punico-en-excelente-punto-sobre-avdaa-pasos-de-tres-cruces-inmuebles-14865141,-34.8944,-56.16469,Más de 4 dormitorios,Tres Cruces,Tres Cruces,50.0
2 Dormitorios en Pocitos,240000,65.0,https://www.gallito.com.uy/casa-de-2-dormitorios-en-buceo-jardin-patio-y-cochera-inmuebles-20458096,-34.90125,-56.13067,2 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Malvin,240000,100.0,https://www.gallito.com.uy/hermosa-ubicacion-a-pasos-del-mar-inmuebles-21511649,,,3 Dormitorios,Malvin,Malvín,11.0
2 Dormitorios en Buceo,240000,65.0,https://www.gallito.com.uy/casa-de-2-dormitorios-en-buceo-jardin-patio-y-cochera-inmuebles-20458115,-34.90125,-56.13067,2 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en La Blanqueada,240000,130.0,https://www.gallito.com.uy/amplia-excelente-ubicacion-cochera-parrillero-inmuebles-19258958,-34.88661,-56.15354,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Larrañaga,242000,,https://www.gallito.com.uy/hermosa-e-imperdible-casa-a-100-metros-del-nuevocentro-inmuebles-22016903,,,3 Dormitorios,Larrañaga,Larrañaga,46.0
3 Dormitorios en Pocitos,243000,110.0,https://www.gallito.com.uy/venta-de-casa-ph-en-pocitos-3-dormitorios-inmuebles-22146829,,,3 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Cordon,243000,140.0,https://www.gallito.com.uy/casa-en-venta-inmuebles-21491686,-34.90414,-56.17841,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Pocitos,244000,132.0,https://www.gallito.com.uy/masini-y-tamburini-divina-1xesc-alquilada-inmuebles-19130047,-34.90969,-56.15054,3 Dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Parque Rodo,245000,,https://www.gallito.com.uy/casa-jackson-y-gonzalo-ramirez-esquina-casa-de-altos-142-inmuebles-22304710,-34.91166,-56.1698,Más de 4 dormitorios,Parque Rodo,Parque Rodó,6.0
3 Dormitorios en Brazo Oriental,245000,110.0,https://www.gallito.com.uy/sobre-herrera-precioso-chalet-de-tejas-inmuebles-19775612,-34.86402,-56.17678,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Malvin,245000,148.0,https://www.gallito.com.uy/casas-para-reciclar-en-rambla-de-malvin-inmuebles-22139336,-32.87555,-56.02015,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Parque Batlle,245000,,https://www.gallito.com.uy/venta-casa-3-dormitorios-parque-batlle-inmuebles-21477145,-34.90721,-56.19027,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Prado,245000,70.0,https://www.gallito.com.uy/villa-savoia-casas-en-barrio-privado-inmuebles-16401899,-34.8625,-56.19911,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
4 Dormitorios en Tres Cruces,245000,200.0,https://www.gallito.com.uy/renta-ya-venta-casa-tres-cruces-ideal-inversionista-inmuebles-15011146,-34.89546,-56.16473,4 Dormitorios,Tres Cruces,Tres Cruces,50.0
3 Dormitorios en Parque Batlle,245000,83.0,https://www.gallito.com.uy/excelente-casa-en-parque-batlle-inmuebles-21469152,-34.90216,-56.15387,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Parque Batlle,245000,83.0,https://www.gallito.com.uy/casa-en-ph-en-parque-batlle-ref-8352-inmuebles-21885976,-34.89325,-56.15726,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Parque Rodo,245000,164.0,https://www.gallito.com.uy/ph-de-altos-en-venta-ideal-empresa-parque-rodo-inmuebles-21714736,-34.91184,-56.17265,3 Dormitorios,Parque Rodo,Parque Rodó,6.0
3 Dormitorios en Parque Rodo,245000,164.0,https://www.gallito.com.uy/ph-de-altos-en-venta-ideal-empresa-parque-rodo-inmuebles-21608925,-34.91184,-56.17265,3 Dormitorios,Parque Rodo,Parque Rodó,6.0
2 Dormitorios en Malvin Norte,245000,,https://www.gallito.com.uy/casa-en-venta-2-dormitorios-2-baã±os-fondo-con-barbacoa-y-inmuebles-21492484,-34.8802,-56.09935,2 Dormitorios,Malvin Norte,Malvín Norte,12.0
Más de 4 dormitorios en Centro,245000,233.0,https://www.gallito.com.uy/venta-casa-centro-ideal-residencia-estudiantil-inmuebles-21992292,-34.90783,-56.18854,Más de 4 dormitorios,Centro,Centro,2.0
Más de 4 dormitorios en Cordon,245000,433.0,https://www.gallito.com.uy/oportunidad-venta-casa-5-dormitorios-5-aptos-cordon-inmuebles-21758856,-34.90177,-56.18373,Más de 4 dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Tres Cruces,245000,150.0,https://www.gallito.com.uy/venta-casa-padron-ünico-3-dormitorios-garaje-parriller-inmuebles-20285527,-34.89639,-56.1671,3 Dormitorios,Tres Cruces,Tres Cruces,50.0
2 Dormitorios en Malvin,245000,148.0,https://www.gallito.com.uy/casas-para-reciclar-en-rambla-de-malvin-inmuebles-22067466,-32.87555,-56.02015,2 Dormitorios,Malvin,Malvín,11.0
2 Dormitorios en Parque Rodo,245000,123.0,https://www.gallito.com.uy/casa-en-parque-rodo-ideal-para-pareja-joven-inmuebles-21713970,-34.92265,-56.16567,2 Dormitorios,Parque Rodo,Parque Rodó,6.0
2 Dormitorios en Parque Batlle,245000,128.0,https://www.gallito.com.uy/ideal-empresa-av-italia-entre-pte-berro-y-ricaldoni-inmuebles-21713667,-34.89272,-56.15977,2 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Parque Rodo,245000,164.0,https://www.gallito.com.uy/ph-de-altos-en-venta-ideal-empresa-parque-rodo-inmuebles-21608816,-34.91184,-56.17265,3 Dormitorios,Parque Rodo,Parque Rodó,6.0
3 Dormitorios en Cordon,245000,100.0,https://www.gallito.com.uy/a-refaccionar-azotea-y-patio-exclusivo-cparrillero-inmuebles-19258890,-34.89613,-56.17345,3 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Parque Batlle,245000,83.0,https://www.gallito.com.uy/venta-casa-3-dorm-ph-parque-batlle-acepta-permuta-inmuebles-21557395,-34.90222,-56.15288,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
4 Dormitorios en Paso Molino,245000,165.0,https://www.gallito.com.uy/padron-unico-sobre-av-garzon-casa-de-2-niveles-macari-vende-inmuebles-20986041,,,4 Dormitorios,Paso Molino,,
Más de 4 dormitorios en Sayago,245000,182.0,https://www.gallito.com.uy/baldovino-sayago-prado-eduardo-pondal-y-millan-inmuebles-19653296,-34.84275,-56.20679,Más de 4 dormitorios,Sayago,Sayago,52.0
2 Dormitorios en Buceo,247000,,https://www.gallito.com.uy/venta-casa-2-dormitorios-buceo-inmuebles-22059697,-34.9011,-56.13224,2 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Parque Batlle,248000,120.0,https://www.gallito.com.uy/venta-casa-parque-batlle-3-dorm-garaje-terraza-inmuebles-22232923,-34.9012,-56.1467,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
4 Dormitorios en Ciudad Vieja,248000,160.0,https://www.gallito.com.uy/venta-hermosa-ph-de-epoca-impecable-y-con-renta-inmuebles-19825252,-34.90656,-56.2049,4 Dormitorios,Ciudad Vieja,Ciudad Vieja,1.0
3 Dormitorios en Buceo,248900,160.0,https://www.gallito.com.uy/hermosa-casa-en-buceo-inmuebles-21360253,-34.89797,-56.13609,3 Dormitorios,Buceo,Buceo,9.0
Más de 4 dormitorios en Reducto,249000,204.0,https://www.gallito.com.uy/casa-reducto-inmuebles-16870843,-34.87722,-56.18741,Más de 4 dormitorios,Reducto,Reducto,42.0
3 Dormitorios en La Blanqueada,249000,136.0,https://www.gallito.com.uy/casa-venta-parrillero-barbacoa-3-dormitorios-cochera-r-inmuebles-22016290,-34.87733,-56.16321,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Brazo Oriental,249000,124.0,https://www.gallito.com.uy/casa-venta-brazo-oriental-montevideo-imasuy-r-inmuebles-21585491,-34.8699,-56.17639,3 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
